message	priority	matched_groups	matched_keywords	matched_keyword	registry_identity_status	registry_identity_missing	serializer_status	serializer_blockers	structural_status	capture_status	blocker	source
Express_InitalizeActorExpressVital	1	combat/damage/hp/vital | actor/npc/monster	vital | actor	vital | actor	KNOWN	N/A	OPEN	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | invalid_parameter_import_call_wire_effect_unproved | invalid_parameter_singleton_register_call_wire_effect_unproved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | invalid_parameter_import_call_wire_effect_unproved | invalid_parameter_singleton_register_call_wire_effect_unproved	IMAGE
Express_ClientGetExpressItemAttrsVital	1	combat/damage/hp/vital | item/inventory/drop/pickup/loot	vital | item	vital | item	KNOWN	N/A	OPEN	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot | invalid_parameter_import_call_wire_effect_unproved | mutable_dword_slot_nested_targets_and_alias_unproved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot | invalid_parameter_import_call_wire_effect_unproved | mutable_dword_slot_nested_targets_and_alias_unproved	IMAGE
Express_ClientReceiveNewExpressVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	OPEN	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved	IMAGE
Express_ClientRemoveExpressVital	1	combat/damage/hp/vital | move/position/teleport	vital | move	vital | move	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
Express_ClientSendExpressVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	OPEN	direct_call_not_proven_serializer | invalid_parameter_import_call_wire_effect_unproved | invalid_parameter_singleton_register_call_wire_effect_unproved | mutable_pointer_slot_traversal_alias_unproved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	direct_call_not_proven_serializer | invalid_parameter_import_call_wire_effect_unproved | invalid_parameter_singleton_register_call_wire_effect_unproved | mutable_pointer_slot_traversal_alias_unproved	IMAGE
Express_ClientSendExpressResultVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
Express_ClientcClaimExpressVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
Express_ResetExpressCountVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
CGCTracePathModule	3	remaining	N/A	N/A	KNOWN	N/A	OPEN	direct_call_not_proven_serializer	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	direct_call_not_proven_serializer	IMAGE
CTracePathVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	OPEN	direct_call_not_proven_serializer | invalid_parameter_import_call_wire_effect_unproved | invalid_parameter_singleton_register_call_wire_effect_unproved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	direct_call_not_proven_serializer | invalid_parameter_import_call_wire_effect_unproved | invalid_parameter_singleton_register_call_wire_effect_unproved	IMAGE
CTracePathReqVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
CBlockPointHelpVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
EnemySearchModule	3	remaining	N/A	N/A	KNOWN	N/A	OPEN	indirect_call_not_proven_serializer_slot	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	indirect_call_not_proven_serializer_slot	IMAGE
SceneSoundEffectModule	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
SummonedPetAttr	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
PetsData	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
ActorPetsCommonAttr	1	actor/npc/monster	actor	actor	OPEN	getter | vtable | serializer	OPEN	registry_serializer_unresolved:getter_hits=0	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	registry getter UNKNOWN | registry vtable UNKNOWN | registry serializer UNKNOWN | registry_serializer_unresolved:getter_hits=0	IMAGE
PetsMergingData	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
PetsModule_Client	3	remaining	N/A	N/A	KNOWN	N/A	OPEN	direct_call_not_proven_serializer | indirect_call_not_proven_serializer_slot | nested_call_composition_targets_and_alias_unproved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	direct_call_not_proven_serializer | indirect_call_not_proven_serializer_slot | nested_call_composition_targets_and_alias_unproved	IMAGE
ActorLearnedPetsSkillData	1	actor/npc/monster	actor	actor	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
Pets_UpdatePetsDataVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	OPEN	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot	IMAGE
Pets_UpdatePetPropertyVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
Pets_SummonPetVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
Pets_UnsummonPetVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
Pets_NotifySailorDeadVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
Pets_ChangePetEquipmentVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	OPEN	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot | invalid_parameter_import_call_wire_effect_unproved | mutable_dword_slot_nested_targets_and_alias_unproved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot | invalid_parameter_import_call_wire_effect_unproved | mutable_dword_slot_nested_targets_and_alias_unproved	IMAGE
Pets_RestorePetAmityVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
Pets_UpdateSummonPetsTimeOutVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
Pets_UpdateLearnedPetSkillVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	OPEN	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot	IMAGE
Pets_LearnPetSkillVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
Pets_SetPetSkillVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	OPEN	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot | invalid_parameter_import_call_wire_effect_unproved | mutable_dword_slot_nested_targets_and_alias_unproved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot | invalid_parameter_import_call_wire_effect_unproved | mutable_dword_slot_nested_targets_and_alias_unproved	IMAGE
Pets_SetPetAIVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	OPEN	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot	IMAGE
Pets_MergePetsVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
Pets_MergePetsResultVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
Pets_UpdatePetsMegringDataVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	OPEN	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot	IMAGE
Pets_ClaimPetsMegringItemVital	1	combat/damage/hp/vital | item/inventory/drop/pickup/loot	vital | item	vital | item	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
CAchievementsAttr	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
CAchievementsUpdateVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
CAchievementsRewardVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
CAchievementsSelectTitleVital	1	combat/damage/hp/vital | login/logout/select/session	vital | select	vital | select	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
CAchievementsMsgVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
CAchievementsBoardcastReqVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	OPEN	direct_call_not_proven_serializer | invalid_parameter_import_call_wire_effect_unproved | invalid_parameter_singleton_register_call_wire_effect_unproved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	direct_call_not_proven_serializer | invalid_parameter_import_call_wire_effect_unproved | invalid_parameter_singleton_register_call_wire_effect_unproved	IMAGE
CAchievementsBoardcastResVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
CGCAchievementsModule	3	remaining	N/A	N/A	KNOWN	N/A	OPEN	direct_call_not_proven_serializer | ecx_plus_50_tail_target_and_alias_unproved | indirect_call_not_proven_serializer_slot	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	direct_call_not_proven_serializer | ecx_plus_50_tail_target_and_alias_unproved | indirect_call_not_proven_serializer_slot	IMAGE
BehaviorSoundModule	3	remaining	N/A	N/A	KNOWN	N/A	OPEN	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot	IMAGE
ResidentEffectAttr	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
ResidentEffectModule_Client	3	remaining	N/A	N/A	KNOWN	N/A	OPEN	direct_call_not_proven_serializer | ecx_plus_50_tail_target_and_alias_unproved | indirect_call_not_proven_serializer_slot	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	direct_call_not_proven_serializer | ecx_plus_50_tail_target_and_alias_unproved | indirect_call_not_proven_serializer_slot	IMAGE
UpdateResidentEffect	3	remaining	N/A	N/A	KNOWN	N/A	OPEN	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot | invalid_parameter_import_call_wire_effect_unproved | mutable_dword_slot_nested_targets_and_alias_unproved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot | invalid_parameter_import_call_wire_effect_unproved | mutable_dword_slot_nested_targets_and_alias_unproved	IMAGE
NPC_MovieModule	1	actor/npc/monster	npc	npc	KNOWN	N/A	OPEN	indirect_call_not_proven_serializer_slot	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	indirect_call_not_proven_serializer_slot	IMAGE
SceneObjectMovieModule	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
UI_MovieModule	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
CGCHitParadeModule	3	remaining	N/A	N/A	KNOWN	N/A	OPEN	indirect_call_not_proven_serializer_slot	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	indirect_call_not_proven_serializer_slot	IMAGE
CHitParadeVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	OPEN	atomic_target_pointer_alias_unproved | direct_call_not_proven_serializer | exact_direct_import_call_wire_effect_unproved | invalid_parameter_import_call_wire_effect_unproved | invalid_parameter_singleton_register_call_wire_effect_unproved | locked_mutable_dword_slot_nested_target_and_alias_unproved | locked_mutable_pointer_slot_nested_target_and_alias_unproved | mutable_chain_target_object_alias_unproved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	atomic_target_pointer_alias_unproved | direct_call_not_proven_serializer | exact_direct_import_call_wire_effect_unproved | invalid_parameter_import_call_wire_effect_unproved | invalid_parameter_singleton_register_call_wire_effect_unproved | locked_mutable_dword_slot_nested_target_and_alias_unproved | locked_mutable_pointer_slot_nested_target_and_alias_unproved | mutable_chain_target_object_alias_unproved	IMAGE
CHitParadeActorDataVital	1	combat/damage/hp/vital | actor/npc/monster	vital | actor	vital | actor	KNOWN	N/A	OPEN	atomic_target_object_alias_unproved | atomic_target_pointer_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot | invalid_parameter_import_call_wire_effect_unproved | mutable_pointer_slot_traversal_alias_unproved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	atomic_target_object_alias_unproved | atomic_target_pointer_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot | invalid_parameter_import_call_wire_effect_unproved | mutable_pointer_slot_traversal_alias_unproved	IMAGE
CHitParadeReqVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
CHitParadeReqVital_JP	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
CHitParadeResVital_JP	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	OPEN	atomic_target_pointer_alias_unproved | direct_call_not_proven_serializer | exact_direct_import_call_wire_effect_unproved | invalid_parameter_import_call_wire_effect_unproved | invalid_parameter_singleton_register_call_wire_effect_unproved | locked_mutable_dword_slot_nested_target_and_alias_unproved | locked_mutable_pointer_slot_nested_target_and_alias_unproved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	atomic_target_pointer_alias_unproved | direct_call_not_proven_serializer | exact_direct_import_call_wire_effect_unproved | invalid_parameter_import_call_wire_effect_unproved | invalid_parameter_singleton_register_call_wire_effect_unproved | locked_mutable_dword_slot_nested_target_and_alias_unproved | locked_mutable_pointer_slot_nested_target_and_alias_unproved	IMAGE
CHitParadeResetVital_JP	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
CHitParadeAvatarReqVital_JP	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
CHitParadeAvatarResVital_JP	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	OPEN	atomic_target_pointer_alias_unproved | direct_call_not_proven_serializer | indirect_call_not_proven_serializer_slot | locked_mutable_dword_slot_nested_target_and_alias_unproved | locked_mutable_pointer_slot_nested_target_and_alias_unproved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	atomic_target_pointer_alias_unproved | direct_call_not_proven_serializer | indirect_call_not_proven_serializer_slot | locked_mutable_dword_slot_nested_target_and_alias_unproved | locked_mutable_pointer_slot_nested_target_and_alias_unproved	IMAGE
UserSettingServer	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
UserSettingModule_Client	3	remaining	N/A	N/A	KNOWN	N/A	OPEN	nested_call_composition_targets_and_alias_unproved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	nested_call_composition_targets_and_alias_unproved	IMAGE
UserSetting_UpdateServerSettingVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	OPEN	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot	IMAGE
AccuseModule_Client	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
AccuseVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
CGCPotionModule	3	remaining	N/A	N/A	KNOWN	N/A	OPEN	direct_call_not_proven_serializer | ecx_plus_50_tail_target_and_alias_unproved | indirect_call_not_proven_serializer_slot	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	direct_call_not_proven_serializer | ecx_plus_50_tail_target_and_alias_unproved | indirect_call_not_proven_serializer_slot	IMAGE
CPotionVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
PandoraBoxModule_Client	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
PandoraBoxVitalReq	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
PandoraBoxVitalRes	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
TileEffectModule_Client	3	remaining	N/A	N/A	KNOWN	N/A	OPEN	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot	IMAGE
NewsflashAttr	3	remaining	N/A	N/A	OPEN	getter | vtable | serializer	OPEN	registry_serializer_unresolved:getter_hits=0	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	registry getter UNKNOWN | registry vtable UNKNOWN | registry serializer UNKNOWN | registry_serializer_unresolved:getter_hits=0	IMAGE
NewsflashModule_Client	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
GetNewsflashVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	OPEN	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot | invalid_parameter_import_call_wire_effect_unproved | mutable_dword_slot_nested_targets_and_alias_unproved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot | invalid_parameter_import_call_wire_effect_unproved | mutable_dword_slot_nested_targets_and_alias_unproved	IMAGE
GeneralUIHandleModule	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
GMModule_Client	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
GM_UpdateGMStateVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
GM_RunGMCommandVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	OPEN	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved	IMAGE
GM_RunGMCommandResultVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
GM_ForbidToTalkResultVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
ChangeEquipLevelModule_Client	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
ChangeEquipLevelVitalReq	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
ChangeEquipLevelVitalRes	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
ItemSynthesisModule_Client	1	item/inventory/drop/pickup/loot	item	item	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
ItemSynthesisVital	1	combat/damage/hp/vital | item/inventory/drop/pickup/loot	vital | item	vital | item	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
ItemSynthesisStopVital	1	combat/damage/hp/vital | item/inventory/drop/pickup/loot	vital | item	vital | item	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
FightingDropModule_Client	1	item/inventory/drop/pickup/loot	drop	drop	OPEN	getter | vtable | serializer	OPEN	registry_serializer_unresolved:getter_hits=0	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	registry getter UNKNOWN | registry vtable UNKNOWN | registry serializer UNKNOWN | registry_serializer_unresolved:getter_hits=0	IMAGE
FightingDropNotify	1	item/inventory/drop/pickup/loot	drop	drop	OPEN	getter | vtable | serializer	OPEN	registry_serializer_unresolved:getter_hits=0	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	registry getter UNKNOWN | registry vtable UNKNOWN | registry serializer UNKNOWN | registry_serializer_unresolved:getter_hits=0	IMAGE
ActorTreasureHuntExcavatingInfoAttr	1	actor/npc/monster	actor	actor	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
TreasureHuntModule_Client	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
TreasureHuntPerformanceModule_Client	3	remaining	N/A	N/A	KNOWN	N/A	OPEN	indirect_call_not_proven_serializer_slot	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	indirect_call_not_proven_serializer_slot	IMAGE
