n_ID	s_NAME	n_TYPE	n_EQUIPTYPE	n_MOB_RANK	n_LEVEL_MIN	n_LEVEL_MAX	n_WEIGHT	n_EFFECT	n_ADDITIONAL_LEVEL	s_HK_VER	s_TC_VER	s_JP_VER	s_TH_VER
2267	逸品	2	120	4292	1	255	30	18267	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2268	極品	2	120	128	1	255	15	18268	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2269	良品	2	120	3	1	255	100	18269	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2270	精品	2	120	66	1	255	60	18270	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2271	逸品	2	120	4292	1	255	30	18271	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2272	極品	2	120	128	1	255	15	18272	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2273	良品	2	120	3	1	255	100	18273	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2274	精品	2	120	66	1	255	60	18274	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2275	逸品	2	120	4292	1	255	30	18275	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2276	極品	2	120	128	1	255	15	18276	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2277	良品	2	120	3	1	255	100	18277	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2278	精品	2	120	66	1	255	60	18278	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2279	逸品	2	120	4292	1	255	30	18279	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2280	極品	2	120	128	1	255	15	18280	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2281	良品	2	120	3	1	255	100	18281	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2282	精品	2	120	66	1	255	60	18282	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2283	逸品	2	120	4292	1	255	30	18283	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2284	極品	2	120	128	1	255	15	18284	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2285	良品	2	120	3	1	255	100	18285	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2286	精品	2	120	66	1	255	60	18286	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2287	逸品	2	120	4292	1	255	30	18287	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2288	極品	2	120	128	1	255	15	18288	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2289	良品	2	120	3	1	255	100	18289	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2290	精品	2	120	66	1	255	60	18290	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2291	逸品	2	120	4292	1	255	30	18291	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2292	極品	2	120	128	1	255	15	18292	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2293	良品	2	120	3	1	255	100	18293	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2294	精品	2	120	66	1	255	60	18294	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2295	逸品	2	120	4292	1	255	30	18295	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2296	極品	2	120	128	1	255	15	18296	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2297	良品	2	120	3	1	255	100	18297	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2298	精品	2	120	66	1	255	60	18298	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2299	逸品	2	120	4292	1	255	30	18299	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2300	極品	2	120	128	1	255	15	18300	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2301	良品	2	120	3	1	255	100	18301	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2302	精品	2	120	66	1	255	60	18302	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2303	逸品	2	120	4292	1	255	30	18303	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2304	極品	2	120	128	1	255	15	18304	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2305	良品	2	120	3	1	255	100	18305	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2306	精品	2	120	66	1	255	60	18306	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2307	逸品	2	120	4292	1	255	30	18307	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2308	極品	2	120	128	1	255	15	18308	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2309	良品	2	120	3	1	255	100	18309	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2310	精品	2	120	66	1	255	60	18310	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2311	逸品	2	120	4292	1	255	30	18311	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2312	極品	2	120	128	1	255	15	18312	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2313	良品	2	120	3	1	255	100	18313	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2314	精品	2	120	66	1	255	60	18314	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2315	逸品	2	120	4292	1	255	30	18315	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2316	極品	2	120	128	1	255	15	18316	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2317	良品	2	120	3	1	255	100	18317	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2318	精品	2	120	66	1	255	60	18318	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2319	逸品	2	120	4292	1	255	30	18319	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2320	極品	2	120	128	1	255	15	18320	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2321	良品	2	120	3	1	255	100	18321	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2322	精品	2	120	66	1	255	60	18322	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2323	逸品	2	120	4292	1	255	30	18323	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2324	極品	2	120	128	1	255	15	18324	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2325	良品	2	120	3	1	255	8	18325	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2326	精品	2	120	66	1	255	4	18326	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2327	逸品	2	120	4292	1	255	2	18327	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2328	極品	2	120	128	1	255	1	18328	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2329	良品	2	120	3	1	255	8	18329	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2330	精品	2	120	66	1	255	4	18330	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2331	逸品	2	120	4292	1	255	2	18331	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2332	極品	2	120	128	1	255	1	18332	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2333	良品	2	120	3	1	255	8	18333	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2334	精品	2	120	66	1	255	4	18334	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2335	逸品	2	120	4292	1	255	2	18335	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2336	極品	2	120	128	1	255	1	18336	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2337	良品	2	120	3	1	255	8	18337	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2338	精品	2	120	66	1	255	4	18338	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2339	逸品	2	120	4292	1	255	2	18339	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2340	極品	2	120	128	1	255	1	18340	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2341	良品	2	120	3	1	255	8	18341	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2342	精品	2	120	66	1	255	4	18342	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2343	逸品	2	120	4292	1	255	2	18343	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2344	極品	2	120	128	1	255	1	18344	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2345	良品	2	120	3	1	255	8	18345	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2346	精品	2	120	66	1	255	4	18346	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2347	逸品	2	120	4292	1	255	2	18347	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2348	極品	2	120	128	1	255	1	18348	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2349	良品	2	120	3	1	255	8	18349	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2350	精品	2	120	66	1	255	4	18350	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2351	逸品	2	120	4292	1	255	2	18351	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2352	極品	2	120	128	1	255	1	18352	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2353	良品	2	120	3	1	255	8	18353	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2354	精品	2	120	66	1	255	4	18354	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2355	逸品	2	120	4292	1	255	2	18355	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2356	極品	2	120	128	1	255	1	18356	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2357	良品	2	120	3	1	255	100	18357	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2358	精品	2	120	66	1	255	60	18358	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2359	逸品	2	120	4292	1	255	30	18359	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2360	極品	2	120	128	1	255	15	18360	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2361	良品	2	120	3	1	255	100	18361	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2362	精品	2	120	66	1	255	60	18362	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2363	逸品	2	120	4292	1	255	30	18363	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2364	極品	2	120	128	1	255	15	18364	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2365	良品	2	120	3	1	255	100	18365	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2366	精品	2	120	66	1	255	60	18366	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2367	逸品	2	120	4292	1	255	30	18367	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2368	極品	2	120	128	1	255	15	18368	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2369	良品	2	120	3	1	255	100	18369	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2370	精品	2	120	66	1	255	60	18370	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2371	逸品	2	120	4292	1	255	30	18371	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2372	極品	2	120	128	1	255	15	18372	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2373	良品	2	120	3	1	255	100	18373	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2374	精品	2	120	66	1	255	60	18374	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2375	逸品	2	120	4292	1	255	30	18375	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2376	極品	2	120	128	1	255	15	18376	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2377	良品	2	120	3	1	255	100	18377	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2378	精品	2	120	66	1	255	60	18378	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2379	逸品	2	120	4292	1	255	30	18379	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2380	極品	2	120	128	1	255	15	18380	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2381	良品	2	120	3	1	255	100	18381	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2382	精品	2	120	66	1	255	60	18382	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2383	逸品	2	120	4292	1	255	30	18383	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2384	極品	2	120	128	1	255	15	18384	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2385	良品	2	120	3	1	255	100	18385	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2386	精品	2	120	66	1	255	60	18386	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2387	逸品	2	120	4292	1	255	30	18387	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2388	極品	2	120	128	1	255	15	18388	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2389	良品	2	120	3	1	255	50	18389	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2390	精品	2	120	66	1	255	15	18390	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2391	逸品	2	120	4292	1	255	5	18391	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2392	極品	2	120	128	1	255	2	18392	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2393	良品	2	8	3	1	255	100	18393	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2394	精品	2	8	66	1	255	30	18394	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2395	逸品	2	8	4292	1	255	10	18395	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2396	極品	2	8	128	1	255	5	18396	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2397	良品	2	8	3	1	255	100	18397	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2398	精品	2	8	66	1	255	30	18398	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2399	逸品	2	8	4292	1	255	10	18399	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2400	極品	2	8	128	1	255	5	18400	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2401	良品	2	8	3	1	255	100	18401	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2402	精品	2	8	66	1	255	30	18402	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2403	逸品	2	8	4292	1	255	10	18403	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2404	極品	2	8	128	1	255	5	18404	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2405	良品	2	8	3	1	255	100	18405	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2406	精品	2	8	66	1	255	30	18406	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2407	逸品	2	8	4292	1	255	10	18407	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2408	極品	2	8	128	1	255	5	18408	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2409	良品	2	8	3	1	255	100	18409	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2410	精品	2	8	66	1	255	30	18410	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2411	逸品	2	8	4292	1	255	10	18411	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2412	極品	2	8	128	1	255	5	18412	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2413	良品	2	8	3	1	255	100	18413	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2414	精品	2	8	66	1	255	30	18414	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2415	逸品	2	8	4292	1	255	10	18415	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2416	極品	2	8	128	1	255	5	18416	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2417	良品	2	8	3	1	255	100	18417	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2418	精品	2	8	66	1	255	30	18418	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2419	逸品	2	8	4292	1	255	10	18419	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2420	極品	2	8	128	1	255	5	18420	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2421	良品	2	8	3	1	255	100	18421	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2422	精品	2	8	66	1	255	30	18422	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2423	逸品	2	8	4292	1	255	10	18423	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2424	極品	2	8	128	1	255	5	18424	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2425	良品	2	8	3	1	255	100	18425	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2426	精品	2	8	66	1	255	30	18426	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2427	逸品	2	8	4292	1	255	10	18427	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2428	極品	2	8	128	1	255	5	18428	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2429	良品	2	8	3	1	255	100	18429	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2430	精品	2	8	66	1	255	30	18430	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2431	逸品	2	8	4292	1	255	10	18431	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2432	極品	2	8	128	1	255	5	18432	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2433	良品	2	8	3	1	255	100	18433	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2434	精品	2	8	66	1	255	30	18434	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2435	逸品	2	8	4292	1	255	10	18435	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2436	極品	2	8	128	1	255	5	18436	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2437	良品	2	8	3	1	255	100	18437	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2438	精品	2	8	66	1	255	30	18438	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2439	逸品	2	8	4292	1	255	10	18439	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2440	極品	2	8	128	1	255	5	18440	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2441	良品	2	8	3	1	255	100	18441	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2442	精品	2	8	66	1	255	30	18442	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2443	逸品	2	8	4292	1	255	10	18443	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2444	極品	2	8	128	1	255	5	18444	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2445	良品	2	8	3	1	255	100	18445	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2446	精品	2	8	66	1	255	30	18446	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2447	逸品	2	8	4292	1	255	10	18447	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2448	極品	2	8	128	1	255	5	18448	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2449	良品	2	8	3	1	255	100	18449	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2450	精品	2	8	66	1	255	30	18450	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2451	逸品	2	8	4292	1	255	10	18451	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2452	極品	2	8	128	1	255	5	18452	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2453	良品	2	8	3	1	255	100	18453	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2454	精品	2	8	66	1	255	30	18454	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2455	逸品	2	8	4292	1	255	10	18455	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2456	極品	2	8	128	1	255	5	18456	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2457	良品	2	16	3	1	255	100	18457	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2458	精品	2	16	66	1	255	30	18458	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2459	逸品	2	16	4292	1	255	10	18459	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2460	極品	2	16	128	1	255	5	18460	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2461	良品	2	16	3	1	255	100	18461	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2462	精品	2	16	66	1	255	30	18462	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2463	逸品	2	16	4292	1	255	10	18463	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2464	極品	2	16	128	1	255	5	18464	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2465	良品	2	16	3	1	255	100	18465	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2466	精品	2	16	66	1	255	30	18466	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2467	逸品	2	16	4292	1	255	10	18467	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2468	極品	2	16	128	1	255	5	18468	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2469	良品	2	16	3	1	255	100	18469	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2470	精品	2	16	66	1	255	30	18470	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2471	逸品	2	16	4292	1	255	10	18471	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2472	極品	2	16	128	1	255	5	18472	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2473	良品	2	16	3	1	255	100	18473	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2474	精品	2	16	66	1	255	30	18474	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2475	逸品	2	16	4292	1	255	10	18475	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2476	極品	2	16	128	1	255	5	18476	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2477	良品	2	16	3	1	255	100	18477	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2478	精品	2	16	66	1	255	30	18478	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2479	逸品	2	16	4292	1	255	10	18479	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2480	極品	2	16	128	1	255	5	18480	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2481	良品	2	16	3	1	255	100	18481	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2482	精品	2	16	66	1	255	30	18482	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2483	逸品	2	16	4292	1	255	10	18483	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2484	極品	2	16	128	1	255	5	18484	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2485	良品	2	16	3	1	255	100	18485	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2486	精品	2	16	66	1	255	30	18486	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2487	逸品	2	16	4292	1	255	10	18487	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2488	極品	2	16	128	1	255	5	18488	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2489	良品	2	16	3	1	255	100	18489	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2490	精品	2	16	66	1	255	30	18490	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2491	逸品	2	16	4292	1	255	10	18491	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2492	極品	2	16	128	1	255	5	18492	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2493	良品	2	16	3	1	255	100	18493	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2494	精品	2	16	66	1	255	30	18494	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2495	逸品	2	16	4292	1	255	10	18495	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2496	極品	2	16	128	1	255	5	18496	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2497	良品	2	16	3	1	255	100	18497	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2498	精品	2	16	66	1	255	30	18498	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2499	逸品	2	16	4292	1	255	10	18499	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2500	極品	2	16	128	1	255	5	18500	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2501	良品	2	16	3	1	255	100	18501	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2502	精品	2	16	66	1	255	30	18502	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2503	逸品	2	16	4292	1	255	10	18503	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2504	極品	2	16	128	1	255	5	18504	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2505	良品	2	16	3	1	255	100	18505	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2506	精品	2	16	66	1	255	30	18506	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2507	逸品	2	16	4292	1	255	10	18507	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2508	極品	2	16	128	1	255	5	18508	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2509	良品	2	16	3	1	255	100	18509	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2510	精品	2	16	66	1	255	30	18510	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2511	逸品	2	16	4292	1	255	10	18511	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2512	極品	2	16	128	1	255	5	18512	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2513	良品	2	16	3	1	255	100	18513	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2514	精品	2	16	66	1	255	30	18514	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2515	逸品	2	16	4292	1	255	10	18515	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2516	極品	2	16	128	1	255	5	18516	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2517	良品	2	16	3	1	255	100	18517	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2518	精品	2	16	66	1	255	30	18518	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2519	逸品	2	16	4292	1	255	10	18519	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2520	極品	2	16	128	1	255	5	18520	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2521	良品	2	32	3	1	255	100	18521	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2522	精品	2	32	66	1	255	30	18522	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2523	逸品	2	32	4292	1	255	10	18523	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2524	極品	2	32	128	1	255	5	18524	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2525	良品	2	32	3	1	255	100	18525	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2526	精品	2	32	66	1	255	30	18526	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2527	逸品	2	32	4292	1	255	10	18527	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2528	極品	2	32	128	1	255	5	18528	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2529	良品	2	32	3	1	255	100	18529	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2530	精品	2	32	66	1	255	30	18530	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2531	逸品	2	32	4292	1	255	10	18531	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2532	極品	2	32	128	1	255	5	18532	4	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2533	良品	2	32	3	1	255	100	18533	1	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2534	精品	2	32	66	1	255	30	18534	2	1.01.0100	1.01.0100	1.07.0000	1.07.0000
2535	逸品	2	32	4292	1	255	10	18535	3	1.01.0100	1.01.0100	1.07.0000	1.07.0000
