n_ID	s_ICON	n_RANGE	s_ANIMATION	s_ANIMATION2	n_CLASS	s_PHASING	s_ROTATE	n_EMOTE	n_THENDO	s_HITRATE	s_BUFF_HITRATE	s_HIT_KEYFRAME	s_HITBACK	s_FXS_CASTING	s_CAST_POSTPROCESS	s_HIT_POSTPROCESS	s_EMIT_KEYFRAME	n_AMOUNT_TARGET	n_DAMAGE_AREA	n_MOB_CD	s_CONDITION	f_VAR_TPD	f_VAR_TMD	f_VAR_TPP	f_VAR_TMP	f_DAMAGE_PHYSICS	f_DAMAGE_MAGIC	f_PERCENT_HP	n_PROFIT
180		1500	_C_ATTACK_002;30	_C_ATTACK_002;30	16512			0	288	HIT(100)				S_O_THUNDERBOLT;0			180;18\n280;18	1	1	0	1;5;7;28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
181		1700	_C_ATTACK_003;32	_C_ATTACK_003;30	16512			0	288	GO(0)				PS_O_AIRARMOR;0			181;15	0	0	0	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
182		3000	_F_ATTACK_003;32	_F_ATTACK_003;32	8192	0;0;0;0		0	0					PS_O_FIRSTAID;0			182;16\n298;16\n1829;16	0	1	0	1;4;7;14;28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
183		1700	_F_ATTACK_029;32	_F_ATTACK_029;32	16512	0;0;0;0		0	288	HIT(100)				PS_O_TSUNAMI;0			183;14	0	1700	0	5;7;14;28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
184		100	_F_ATTACK_035A;34\n_F_ATTACK_035B;50\n_F_ATTACK_035B;66\n_F_ATTACK_035B;82\n_F_ATTACK_035B;98\n_F_ATTACK_035B;114\n_F_ATTACK_035B;130\n_F_ATTACK_035B;146\n_F_ATTACK_035B;162\n_F_ATTACK_035B;178\n_F_ATTACK_035B;194\n_F_ATTACK_035B;210	_F_ATTACK_035A;34\n_F_ATTACK_035B;50\n_F_ATTACK_035B;66\n_F_ATTACK_035B;82\n_F_ATTACK_035B;98\n_F_ATTACK_035B;114\n_F_ATTACK_035B;130\n_F_ATTACK_035B;146\n_F_ATTACK_035B;162\n_F_ATTACK_035B;178\n_F_ATTACK_035B;194\n_F_ATTACK_035B;210	128	0;0;0;90		0	0	HIT(100)	CURSE(100)			PS_O_BLACKHOLE;0			184;15\n1840;30\n1844;35\n1841;45\n1844;55\n1842;60\n1843;75\n1844;80\n1840;90\n1841;105\n1842;120\n1844;130\n1843;135\n1840;150\n1841;165\n1842;180\n1844;185\n1843;195	0	0	0	7;14;28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
185		3000	_F_ATTACK_002;30	_F_ATTACK_002;30	8192	0;0;0;0		0	0					PS_O_FIREDART;0			185;14	0	1	0	4;5;7;14;28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
186		3000	_F_ATTACK_028;45	_F_ATTACK_028;45	8192	0;0;0;0		0	0	GO(0)	GO(0)			PS_O_FIREDART;0			1861;14\n1868;14	0	3000	0	1;4;7;14;28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
187		1700	_F_ATTACK_029;32	_F_ATTACK_029;32	128	0;0;0;0		0	288	HIT(100)				S_O_M012_ICERAIN;0			187;14	0	1	0	5;7;14;28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
188		1700	_C_ATTACK_003;32	_C_ATTACK_003;30	16512			0	0	GO(0)				PS_A_LIGHTING_L;3			188;15	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
200		2500	_C_ATTACK_021;48\n_C_ATTACK_021;96	_C_ATTACK_021;48\n_C_ATTACK_021;96	1	0;0;0;0		0	201	GO(0)								0	0	0	1;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
201		2500	_C_ATTACK_020;29	_C_ATTACK_020;29	1	0;0;0;0		0	0								200;23\n201;23	0	0	0	1;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
202		500	_F_EMPOWER_000;45	_F_EMPOWER_000;45	1	0;0;0;40		0	0	GO(0)	GO(0)	none;298;40		SP_O_EMPOWER;0				1	500	0	25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
278		75	_C_ATTACK_000;28	_C_ATTACK_000;28	0			0	278	HIT(100)		S_H_PHYSICS_PUNCH;0;12						1	200	0	1;5;7;8;9;17;25;32	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0
279		75	_C_ATTACK_001;26	_C_ATTACK_001;26	0			0	278	HIT(100)		S_H_PHYSICS_PUNCH;0;16						1	200	0	1;5;7;8;9;17;25;32	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0
280		75	_C_ATTACK_000;30	_C_ATTACK_000;30	128			0	280	HIT(100)		S_H_PHYSICS_SWORD;0;13\nS_H_PHYSICS_SWORD;0;23		PS_O_DUAL_C0;0				1	200	0	1;5;7;8;9;14;17;25	0.5	0.0	0.5	0.0	0.0	0.0	0.0	0
281		75	_C_ATTACK_001;30	_C_ATTACK_001;30	128			0	280	HIT(100)		S_H_PHYSICS_SWORD;0;15\nS_H_PHYSICS_SWORD;0;23		PS_O_DUAL_C1;0				1	200	0	1;5;7;8;9;14;17;25	0.5	0.0	0.5	0.0	0.0	0.0	0.0	0
282		1700	_C_ATTACK_000;17	_C_ATTACK_000;17	0			0	282	HIT(100)				PS_O_FIREARM_C0;0			282;10	1	0	0	1;5;7;14;25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
283		1700	_C_ATTACK_001;18	_C_ATTACK_001;18	0			0	282	HIT(100)				PS_O_FIREARM_C1;0			283;12	1	0	0	1;5;7;14;25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
284		75	_C_ATTACK_000;28	_C_ATTACK_000;28	32			0	284	HIT(100)		S_H_PHYSICS_HAMMER;0;12		PS_O_SINGLE_C0;1				1	200	0	1;5;7;8;9;14;17;25	0.5	0.0	0.5	0.0	0.0	0.0	0.0	0
285		75	_C_ATTACK_001;26	_C_ATTACK_001;26	32			0	284	HIT(100)		S_H_PHYSICS_HAMMER;0;16		PS_O_SINGLE_C1;1				1	200	0	1;5;7;8;9;14;17;25	0.5	0.0	0.5	0.0	0.0	0.0	0.0	0
286		1700	_C_ATTACK_018;28	_C_ATTACK_018;28	0			0	286	HIT(88)							286;15	0	200	0	1;5;7;8;9;14;17;25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
287		1700	_C_ATTACK_019;28	_C_ATTACK_019;28	0			0	286	HIT(88)							286;15	0	200	0	1;5;7;8;9;14;17;25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
288		1700	_C_ATTACK_000;24	_C_ATTACK_000;24	0			0	288								288;14	0	200	0	1;5;7;8;9;14;17;25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
289		1700	_C_ATTACK_001;24	_C_ATTACK_001;24	0			0	288								288;14	0	200	0	1;5;7;8;9;14;17;25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
290		1700	_C_ATTACK_000;24	_C_ATTACK_000;24	0			0	290					PS_O_GAS_ARROW;0			290;14	0	200	0	1;5;7;8;9;14;17;25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
291		1700	_C_ATTACK_001;24	_C_ATTACK_001;24	0			0	290					PS_O_GAS_ARROW;0			290;14	0	200	0	1;5;7;8;9;14;17;25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
298		500			0			0	0	GO(0)	GO(0)						298;10	1	90	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
299		500			0			0	0	GO(0)	GO(0)			PS_O_DISPOWER;0			300;0	1	90	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
302		500	_F_DIE_003;30\n_F_DIE_001;90\n_F_DIE_002;114	_F_DIE_003;30\n_F_DIE_001;90\n_F_DIE_002;114	0	0;0;0;114		0	0									0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
303		500	_F_DIE_003;30\n_F_DIE_001;32\n_F_DIE_001;51\n_F_DIE_002;75	_F_DIE_003;30\n_F_DIE_001;32\n_F_DIE_001;51\n_F_DIE_002;75	0	0;0;0;75		0	0									0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
304		500	_F_DIE_003;30\n_F_DIE_002;54	_F_DIE_003;30\n_F_DIE_002;54	0	0;0;0;54		0	0									0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
305		500	_F_DIE_003;30\n_F_DIE_001;90\n_F_DIE_002;114	_F_DIE_003;30\n_F_DIE_001;90\n_F_DIE_002;114	0	0;0;0;0\n-150;0;0;5\n-200;0;0;30\n-300;0;0;90		0	0					S_O_KDSLIDE;0				0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
306		500	_F_FALLING_001;20\n_F_DIE_003;50\n_F_DIE_002;74	_F_FALLING_001;20\n_F_DIE_003;50\n_F_DIE_002;74	0	ARCEDGE;-0.7;0;0;20		0	0									0	0	0	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
307		500	_C_KNOCKED_000;10\n_F_SENTRY_000;11	_C_KNOCKED_000;10\n_F_SENTRY_000;11	0	-1;0;0;0	35;1	0	0									0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
308		500	_C_KNOCKED_000;15\n_F_SENTRY_000;16	_C_KNOCKED_000;15\n_F_SENTRY_000;16	0	-1;0;0;0	-40;1	0	0									0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
309		500	_C_KNOCKED_000;15\n_F_SENTRY_000;16	_C_KNOCKED_000;15\n_F_SENTRY_000;16	0	-1;0;0;0		0	0									0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
310		500	_F_KNOCKED_000;15\n_F_KNOCKED_000;30\n_F_KNOCKED_000;45\n_F_KNOCKED_000;60\n_F_KNOCKED_000;66	_F_KNOCKED_000;15\n_F_KNOCKED_000;30\n_F_KNOCKED_000;45\n_F_KNOCKED_000;60\n_F_KNOCKED_000;66	0	-1;0;0;0	1;2\n-2;17\n2;34\n-3;49	0	0									0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
311		500	_C_KNOCKED_000;15	_C_KNOCKED_000;15	0	0;0;0;0		0	0					S_O_KDSLIDE;0				0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
317		500	_C_KNOCKED_000;15	_C_KNOCKED_000;15	0	0;0;0;0		0	0									0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
401		8000	_F_FLEX_000;1	_F_FLEX_000;1	0			0	0	GO(0)	GO(0)						340;0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
402		8000	_F_ATTACK_000;1	_F_ATTACK_000;1	0			0	0	GO(0)	GO(0)						341;0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
403		8000	_F_ATTACK_001;1	_F_ATTACK_001;1	0			0	0	GO(0)	GO(0)						342;0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
404		8000	_F_ATTACK_002;1	_F_ATTACK_002;1	0			0	0	GO(0)	GO(0)						343;0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
405		8000	_F_ATTACK_003;1	_F_ATTACK_003;1	0			0	0	GO(0)	GO(0)						344;0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
406		8000	_F_SENTRY_000;1	_F_SENTRY_000;1	0			0	0	GO(0)	GO(0)						345;0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
501		500	_F_DIE_003;13\n_F_DIE_002;30	_F_DIE_003;13\n_F_DIE_002;30	0	0;0;0;0		0	0									1	0	0	1;13;29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
502		500	_F_DIE_003;43\n_F_DIE_002;60	_F_DIE_003;43\n_F_DIE_002;60	0	0;0;0;0		0	0									1	0	0	1;13;29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
503		500	_F_DIE_003;73\n_F_DIE_002;90	_F_DIE_003;73\n_F_DIE_002;90	0	0;0;0;0		0	0									1	0	0	1;13;29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
504		500	_F_DIE_003;103\n_F_DIE_002;120	_F_DIE_003;103\n_F_DIE_002;120	0	0;0;0;0		0	0									1	0	0	1;13;29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
505		500	_F_DIE_003;133\n_F_DIE_002;150	_F_DIE_003;133\n_F_DIE_002;150	0	0;0;0;0		0	0									1	0	0	1;13;29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
510		8000			0	0;0;0;300		0	0	GO(0)	GO(0)	S_H_GATE;0;30\nS_H_GATE;0;60\nS_H_GATE;0;90\nS_H_GATE;0;120\nS_H_GATE;0;150\nS_H_GATE;0;180\nS_H_GATE;0;210\nS_H_GATE;0;240\nS_H_GATE;0;270\nS_H_GATE;0;300						1	50	0	7;11;13;28;30	0.0	0.0	0.0	0.0	50.0	0.0	0.0	0
511		8000			0	0;0;0;300		0	0	GO(0)	GO(0)	S_H_GATE;0;30\nS_H_GATE;0;60\nS_H_GATE;0;90\nS_H_GATE;0;120\nS_H_GATE;0;150\nS_H_GATE;0;180\nS_H_GATE;0;210\nS_H_GATE;0;240\nS_H_GATE;0;270\nS_H_GATE;0;300						1	50	0	7;11;13;28;30	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0
512		8000			0	0;0;0;300		0	0	GO(0)	GO(0)	S_H_GATE;0;30\nS_H_GATE;0;60\nS_H_GATE;0;90\nS_H_GATE;0;120\nS_H_GATE;0;150\nS_H_GATE;0;180\nS_H_GATE;0;210\nS_H_GATE;0;240\nS_H_GATE;0;270\nS_H_GATE;0;300						1	50	0	7;11;13;28;30	0.0	0.0	0.0	0.0	150.0	0.0	0.0	0
513		8000			0	0;0;0;300		0	0	GO(0)	GO(0)	S_H_GATE;0;30\nS_H_GATE;0;60\nS_H_GATE;0;90\nS_H_GATE;0;120\nS_H_GATE;0;150\nS_H_GATE;0;180\nS_H_GATE;0;210\nS_H_GATE;0;240\nS_H_GATE;0;270\nS_H_GATE;0;300						1	50	0	7;11;13;28;30	0.0	0.0	0.0	0.0	200.0	0.0	0.0	0
520		1700			0			0	0	GO(0)				PS_O_SHIP_LEFT_CANON;0			520;0\n525;1	0	0	0	2;30;36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
521		1700			0			0	0	GO(0)				PS_O_SHIP_DIRT;0			520;0\n521;1	0	0	0	2;30;36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
522		1700			0			0	0	GO(0)				PS_O_SHIP_RIGHT_CANON;0			520;0\n526;1	0	0	0	2;30;36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
523		1700			0			0	0	GO(0)				PS_O_SHIP_LEFT_CANON;0			520;0\n527;2\n528;4\n529;6	0	0	0	2;30;36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
524		1700			0			0	0	GO(0)				PS_O_SHIP_DIRT;0			520;0\n522;1	0	0	0	2;30;36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
525		1700			0			0	0	GO(0)				PS_O_SHIP_RIGHT_CANON;0			520;0\n530;2\n531;4\n532;6	0	0	0	2;30;36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
526		1700			0			0	0	GO(0)				PS_O_SHIP_LEFT_CANON;0			520;0\n533;2\n534;4\n535;6\n536;8\n537;10	0	0	0	2;30;36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
527		1700			0			0	0	GO(0)				PS_O_SHIP_DIRT;0			520;0\n523;1	0	0	0	2;30;36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
528		1700			0			0	0	GO(0)				PS_O_SHIP_RIGHT_CANON;0			520;0\n538;2\n539;4\n540;6\n541;8\n542;10	0	0	0	2;30;36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
529		1700			0			0	0	GO(0)				PS_O_SHIP_LEFT_CANON;0			520;0\n543;2\n544;4\n545;6\n546;8\n547;10\n548;12\n549;14	0	0	0	2;30;36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
530		1700			0			0	0	GO(0)				PS_O_SHIP_DIRT;0			520;0\n524;1	0	0	0	2;30;36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
531		1700			0			0	0	GO(0)				PS_O_SHIP_RIGHT_CANON;0			520;0\n550;2\n551;4\n552;6\n553;8\n554;10\n555;12\n556;14	0	0	0	2;30;36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
550		1700			0			0	0					PS_O_FIRE_SHIP;0			520;0\n580;1\n580;15\n580;30\n580;45\n580;60\n580;75\n580;90\n580;105\n580;120\n580;135\n580;150\n580;165\n580;180\n580;195\n580;210\n580;225\n580;240\n580;255\n580;270\n580;285\n580;300	0	0	0	13;30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
551		1700			0	750;0;0;30		0	0					PS_O_SHIP_DASH;0			520;0\n581;1	0	0	0	13;30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
552		1700			0			0	0	GO(0)	GO(0)	none;552;0		L_IRON_SHIP;0				1	200	0	13;29;30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
553		1700			0			0	0								520;0\n565;1	0	0	0	13;30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
554		1700			0			0	0								577;0	0	0	0	13;30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
555		1700			0			0	0								578;0	0	0	0	13;30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
556		1700			0			0	0	GO(0)	GO(0)	none;556;0		L_SHIP_SPEED_UP;0				1	200	0	13;29;30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
557		1700			0			0	0					PS_O_SHIP_HARPOON;0			520;0\n593;1	0	0	0	13;30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
600		1700			0			0	0					PS_O_SHIP_LEFT_LONG_CANNON;0	CAMERASHOCK(C_SKILL01);0		557;0\n558;1	0	0	0	13;30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
601		1700			0			0	0					PS_O_SHIP_LEFT_LONG_FIRE_BOMB;0	CAMERASHOCK(C_SKILL01);0		560;0\n561;1	0	0	0	13;30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
602		1700			0			0	0					PS_O_SHIP_LEFT_CANON;0\nPS_O_SHIP_LEFT_CANON;20\nPS_O_SHIP_LEFT_CANON;40\nPS_O_SHIP_LEFT_CANON;60\nPS_O_SHIP_LEFT_CANON;80\nPS_O_SHIP_LEFT_CANON;100\nPS_O_SHIP_LEFT_CANON;120\nPS_O_SHIP_LEFT_CANON;140\nPS_O_SHIP_LEFT_CANON;160\nPS_O_SHIP_LEFT_CANON;180\nPS_O_SHIP_LEFT_CANON;200\nPS_O_SHIP_LEFT_CANON;220\nPS_O_SHIP_LEFT_CANON;240			520;0\n563;1\n563;20\n563;40\n563;60\n563;80\n563;100\n563;120\n563;140\n563;160\n563;180\n563;200\n563;220\n563;240	0	0	0	13;28;30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
603		1700			0			0	0					PS_O_SHIP_LEFT_POWER_CANNON;0	CAMERASHOCK(C_SKILL01);0		520;0\n564;1	0	0	0	13;30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
604		1700			0			0	0					PS_O_GIANT_LEAD;0	CAMERASHOCK(C_SKILL01);0		520;0\n582;1	0	0	0	13;30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
605		1700			0			0	0								584;0	0	0	0	13;30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
650		1700			0			0	0					PS_O_SHIP_RIGHT_LONG_CANNON;0	CAMERASHOCK(C_SKILL01);0		587;0	0	0	0	13;30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
651		1700			0			0	0					PS_O_SHIP_RIGHT_LONG_FIRE_BOMB;0	CAMERASHOCK(C_SKILL01);0		588;0	0	0	0	13;30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
652		1700			0			0	0					PS_O_SHIP_RIGHT_CANON;0\nPS_O_SHIP_RIGHT_CANON;20\nPS_O_SHIP_RIGHT_CANON;40\nPS_O_SHIP_RIGHT_CANON;60\nPS_O_SHIP_RIGHT_CANON;80\nPS_O_SHIP_RIGHT_CANON;100\nPS_O_SHIP_RIGHT_CANON;120\nPS_O_SHIP_RIGHT_CANON;140\nPS_O_SHIP_RIGHT_CANON;160\nPS_O_SHIP_RIGHT_CANON;180\nPS_O_SHIP_RIGHT_CANON;200\nPS_O_SHIP_RIGHT_CANON;220\nPS_O_SHIP_RIGHT_CANON;240			520;0\n589;1\n589;20\n589;40\n589;60\n589;80\n589;100\n589;120\n589;140\n589;160\n589;180\n589;200\n589;220\n589;240	0	0	0	13;28;30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
653		1700			0			0	0					PS_O_SHIP_RIGHT_POWER_CANNON;0	CAMERASHOCK(C_SKILL01);0		520;0\n590;1	0	0	0	13;30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
654		1700			0			0	0					PS_O_GIANT_LEAD;0	CAMERASHOCK(C_SKILL01);0		520;0\n591;1	0	0	0	13;30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
655		1700			0			0	0								592;0	0	0	0	13;30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
1001		1700	_F_ATTACK_001;27	_F_ATTACK_016;27	0	0;0;0;0		0	0	GO(0)	GO(0)	S_H_FIREARM;1001;16						1	250	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
1002		1700	_F_ATTACK_001;27	_F_ATTACK_016;27	0	0;0;0;0		0	0	GO(0)	GO(0)	S_H_FIREARM;1002;16						1	250	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
1200		1700	_F_ATTACK_016;27	_F_ATTACK_016;27	16448	0;0;0;0		0	282	HIT(100)	STUN(100)	S_H_FIREARM;0;16	0;-1;1	PS_O_FIREARM_F016;0			280;16	1	250	0	1;5;7;14;28	1.75	0.0	1.75	0.0	0.0	0.0	0.0	0
1201		1700	_F_ATTACK_009A;43	_F_ATTACK_009A;43	16448	0;0;0;17\n-332;0;0;27		0	282	GO(0)				PS_O_FIREARM_F009A;0			299;1\n1201;19	0	0	0	1;5;7;14;28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
1202		2500	_F_ATTACK_009A;43	_F_ATTACK_009A;43	16448	0;0;0;17\n-332;0;0;27		0	282	GO(0)				PS_O_FIREARM_F009AW;0			299;1\n1200;19	0	0	0	1;5;7;14;28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
1203		1700	_F_ATTACK_009A;43	_F_ATTACK_009A;43	16448	0;0;0;17\n-332;0;0;27		0	282	GO(0)				PS_O_FIREARM_F009AF;0			299;1\n1203;19	0	0	0	1;5;7;14;28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
1210		2250	_F_ATTACK_007;16\n_F_ATTACK_007;32\n_F_ATTACK_007;48\n_F_ATTACK_007;64\n_F_ATTACK_007;80	_F_ATTACK_007;16\n_F_ATTACK_007;32\n_F_ATTACK_007;48\n_F_ATTACK_007;64\n_F_ATTACK_007;80	16448	0;0;0;0		0	282					PS_O_FIREARM_F7;0\nPS_O_FIREARM_F7;16\nPS_O_FIREARM_F7;32\nPS_O_FIREARM_F7;48\nPS_O_FIREARM_F7;64			1218;1\n298;1\n1218;6\n1218;17\n1218;22\n1218;33\n1218;38\n1218;49\n1218;53\n1218;65\n1219;70	0	0	0	5;7;14;28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
1211		1700	_F_ATTACK_007;16\n_F_ATTACK_007;32\n_F_ATTACK_007;48\n_F_ATTACK_007;64\n_F_ATTACK_007;80	_F_ATTACK_007;16\n_F_ATTACK_007;32\n_F_ATTACK_007;48\n_F_ATTACK_007;64\n_F_ATTACK_007;80	16448	0;0;0;0		0	282					PS_O_FIREARM_F7;0\nPS_O_FIREARM_F7;16\nPS_O_FIREARM_F7;32\nPS_O_FIREARM_F7;48\nPS_O_FIREARM_F7;64			1211;1\n298;1\n1211;6\n1211;17\n1211;22\n1211;33\n1211;38\n1211;49\n1211;53\n1211;65\n1211;70	0	0	0	5;7;14;28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
1212		2250	_F_ATTACK_007;16\n_F_ATTACK_007;32\n_F_ATTACK_007;48\n_F_ATTACK_007;64\n_F_ATTACK_007;80	_F_ATTACK_007;16\n_F_ATTACK_007;32\n_F_ATTACK_007;48\n_F_ATTACK_007;64\n_F_ATTACK_007;80	16448	0;0;0;0		0	282					PS_O_FIREARM_F7;0\nPS_O_FIREARM_F7;16\nPS_O_FIREARM_F7;32\nPS_O_FIREARM_F7;48\nPS_O_FIREARM_F7;64			299;1\n1212;1\n1212;6\n1212;17\n1212;22\n1212;33\n1212;38\n1212;49\n1212;53\n1212;65\n1212;70	0	0	0	5;7;14;28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
1220		500	_F_ATTACK_017;60	_F_ATTACK_017;60	16448	0;0;0;0		0	0	GO(0)				PS_O_FIREARM_F17;0			1190;19\n1190;36\n1190;53	0	0	0	7;14;28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
1230		2750	_C_ATTACK_003;30	_C_ATTACK_003;30	16512			0	0	GO(0)				PS_O_WARD;0			298;1\n1230;6	0	0	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
1231		2750	_C_ATTACK_003;30	_C_ATTACK_003;30	16512			0	0	GO(0)							298;1\n1231;6	0	0	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
1232		1500	_C_ATTACK_003;30	_C_ATTACK_003;30	16448	0;0;0;0		0	0								1232;1\n298;1	0	0	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
1239		315	_F_ATTACK_001;16	_F_ATTACK_001;16	0	0;0;0;0		0	0								1239;6\n1238;7	0	0	0	1;4;7;28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
1242		1700	_F_EMPOWER_000;47\n_F_ATTACK_007;63\n_F_ATTACK_007;79\n_F_ATTACK_007;95\n_F_ATTACK_007;111\n_F_ATTACK_007;127	_F_EMPOWER_000;47\n_F_ATTACK_007;63\n_F_ATTACK_007;79\n_F_ATTACK_007;95\n_F_ATTACK_007;111\n_F_ATTACK_007;127	16448	0;0;0;127		0	282					PS_O_FIREARM_F007_DOOM;0\nPS_O_FIREARM_F7;47\nPS_O_FIREARM_F7;63\nPS_O_FIREARM_F7;79\nPS_O_FIREARM_F7;95\nPS_O_FIREARM_F7;111			303;1\n1242;55\n1242;71\n1242;87\n1242;103\n1242;119	0	0	0	5;6;7;28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
1250		2500	_F_ATTACK_009A;43	_F_ATTACK_009A;43	16448	0;0;0;20\n-166;0;0;27		0	282	GO(0)				PS_O_FIREARM_F009AP;0			299;1\n1250;19	0	0	0	1;5;7;14;28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
1260		1500	_C_ATTACK_003;32	_C_ATTACK_003;32	16448	0;0;0;0		0	0								1260;17	0	0	0	5;6;7;28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
1261		1500	_C_ATTACK_003;32	_C_ATTACK_003;32	16448	0;0;0;0		0	0								1261;17	0	0	0	5;6;7;28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
1262		1500	_C_ATTACK_003;32	_C_ATTACK_003;32	16448	0;0;0;0		0	0								1262;17	0	0	0	5;6;7;28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
