n_ID	s_NAME	s_COMMON	s_EQUIPED	s_USED
344	Accurate Nautical Locator	ตัวช่วยเมื่อเดือดร้อน สามารถวาร์ปไปที่ที่ปลอดภัยได้ สามารถใช้ได้ตลอดไป แต่ 1 ชั่วโมงใช้ได้ 1 ครั้ง		คลิกขวาเพื่อใช้ สามารถย้ายผู้เล่นไปยังทางเข้าฉากได้!
351	Extra Gold Brick	ทองแท่งจำนวนมาก นำไปแลกกับพ่อค้าจะได้เงินมาไม่น้อย		
352	Broken Unknown Relic	ดูจากอักษรโบราณนี้แล้วอาจมีความเกี่ยวเนื่องกับ Atlantis  ขายให้พ่อค้าจะได้เงินจำนวนมาก		
353	Damage Unknown Relic	ดูจากอักษรโบราณนี้แล้วอาจมีความเกี่ยวเนื่องกับ Atlantis  ขายให้พ่อค้าจะได้เงินจำนวนมาก		
354	Seal Unknown Relic	ดูจากอักษรโบราณนี้แล้วอาจมีความเกี่ยวเนื่องกับ Atlantis  ขายให้พ่อค้าจะได้เงินจำนวนมาก		
355	Broken Drop Relic	ดูจากอักษรโบราณนี้แล้วอาจมีความเกี่ยวเนื่องกับ Outer Space Ocean ขายให้พ่อค้าจะได้เงินจำนวนมาก		
356	Damage Drop Relic	ดูจากอักษรโบราณนี้แล้วอาจมีความเกี่ยวเนื่องกับ Outer Space Ocean ขายให้พ่อค้าจะได้เงินจำนวนมาก		
357	Seal Drop Relic	ดูจากอักษรโบราณนี้แล้วอาจมีความเกี่ยวเนื่องกับ Outer Space Ocean ขายให้พ่อค้าจะได้เงินจำนวนมาก		
358	Broken Undersea Relic	ดูจากอักษรโบราณนี้แล้วอาจมีความเกี่ยวเนื่องกับ Sea Of Bermuda ขายให้พ่อค้าจะได้เงินจำนวนมาก		
359	Damage Undersea Relic	ดูจากอักษรโบราณนี้แล้วอาจมีความเกี่ยวเนื่องกับ Sea Of Bermuda ขายให้พ่อค้าจะได้เงินจำนวนมาก		
360	Seal Undersea Relic	ดูจากอักษรโบราณนี้แล้วอาจมีความเกี่ยวเนื่องกับ Sea Of Bermuda ขายให้พ่อค้าจะได้เงินจำนวนมาก		
361	Broken Sky Relic	ดูจากอักษรโบราณนี้แล้วอาจมีความเกี่ยวเนื่องกับ Nora Jana ขายให้พ่อค้าจะได้เงินจำนวนมาก		
362	Damage Sky Relic	ดูจากอักษรโบราณนี้แล้วอาจมีความเกี่ยวเนื่องกับ Nora Jana ขายให้พ่อค้าจะได้เงินจำนวนมาก		
363	Seal Sky Relic	ดูจากอักษรโบราณนี้แล้วอาจมีความเกี่ยวเนื่องกับ Nora Jana ขายให้พ่อค้าจะได้เงินจำนวนมาก		
364	Mystery Ice Fish Fossil	ฟอสซิลที่เจอที่ Outer Space Ocean ไม่ทราบที่มา มีคนบอกว่าเมื่อใช้สิ่งนี้ประดับบ้านจะช่วยป้องกันสิ่งชั่วร้ายได้ หากนำไปปรุงอาหารก็จะช่วยให้หายจากโรคร้ายได้ สามารถนำไปขายได้ในราคาสูง		
365	Meteor Brass Ring	หินขนาดใหญ่จากโลกอันกว้างใหญ่ ในหินนั้นมีโลหะที่คล้ายทองแดงอยู่ เมื่อลูบจะมีความรู้สึกอุ่น เนื่องจากถูกนำมาทำเป็นWristbandจึงเกิดความนิยมขึ้นมา		
366	Quench Dusk Essence	น้ำยาที่เทพเก็บไว้ใช้ชั่วคราว เป็นไอเทมที่ต้องการในการนำ [Hammer of Judgment] อัพเกรดเป็น [Hammer of Judgment: Dusk] 		มี [Hammer of Judgment] , [Quench Dusk Essence]x1, [Dusk Crystal Stone]x2, และ [Meteor Brass Ring]x3 สามารถรวมเป็น [Hammer of Judgment: Dusk] 
367	Dusk Crystal Stone	สามารถผลิตแร่ได้ไม่มากเท่าไหร่นัก นอกจาก [เหมืองเงิน] ของราชวงศ์แล้ว มีน้อยมากที่จะได้ตามธรรมชาติ เป็นไอเทมที่ต้องการในการนำ [Hammer of Judgment] อัพเกรดเป็น [Hammer of Judgment: Dusk] 		มี [Hammer of Judgment] , [Quench Dusk Essence]x1, [Dusk Crystal Stone]x2, และ [Meteor Brass Ring]x3 สามารถรวมเป็น [Hammer of Judgment: Dusk] 
