n_ID	s_NAME	s_COMMON	s_EQUIPED	s_USED
4016	Muse Headdress	เครื่องประดับหัวที่ได้มาจากพลังของ Muse เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว สามารถรับพรของ Muse：\n\nMuse Headdress\nMuse Armor\nMuse Legging\nMuse Glove\nMuse Boot		
4017	Muse Headdress	เครื่องประดับหัวที่ได้มาจากพลังของ Muse เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว สามารถรับพรของ Muse：\n\nMuse Headdress\nMuse Armor\nMuse Legging\nMuse Glove\nMuse Boot		
4018	Muse Headdress	เครื่องประดับหัวที่ได้มาจากพลังของ Muse เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว สามารถรับพรของ Muse：\n\nMuse Headdress\nMuse Armor\nMuse Legging\nMuse Glove\nMuse Boot		
4019	Muse Headdress	เครื่องประดับหัวที่ได้มาจากพลังของ Muse เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว สามารถรับพรของ Muse：\n\nMuse Headdress\nMuse Armor\nMuse Legging\nMuse Glove\nMuse Boot		
4020	Hercules Headdress	รองเท้าที่ได้มาจากพลังของ Hercules เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว สามารถรับพรของ Hercules：\n\nHercules Headdress\nHercules Armor\nHercules Legging\nHercules Glove\nHercules Footwear		
4021	Hercules Headdress	รองเท้าที่ได้มาจากพลังของ Hercules เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว สามารถรับพรของ Hercules：\n\nHercules Headdress\nHercules Armor\nHercules Legging\nHercules Glove\nHercules Footwear		
4022	Hercules Headdress	รองเท้าที่ได้มาจากพลังของ Hercules เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว สามารถรับพรของ Hercules：\n\nHercules Headdress\nHercules Armor\nHercules Legging\nHercules Glove\nHercules Footwear		
4023	Hercules Headdress	รองเท้าที่ได้มาจากพลังของ Hercules เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว สามารถรับพรของ Hercules：\n\nHercules Headdress\nHercules Armor\nHercules Legging\nHercules Glove\nHercules Footwear		
4024	Hercules Headdress	รองเท้าที่ได้มาจากพลังของ Hercules เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว สามารถรับพรของ Hercules：\n\nHercules Headdress\nHercules Armor\nHercules Legging\nHercules Glove\nHercules Footwear		
4025	War Bloody Headdress Lv.40	อุปกรณ์ที่ทำมาจากผ้าที่มีความทนทาน		
4026	Misty Headdress	น้ำหวานที่หยดจากดอกสวรรค์สีม่วงลงบนผ้า และทิ้งร่องรอยเอาไว้		
4027	Soft Headdress	เครื่องประดับผมที่ออกแบบมาอย่างสวยงาม ดูแล้วสบายตา		
4028	Cloud Headdress	แสงแดดที่ส่องลงมายามหนาวเหน็บ ช่างอบอุ่นและผ่อนคลายเหลือเกิน!		
4029	Asura Headdress	เงาของคนที่โผล่มาจากความมืดมิด บนตัวสวมใส่ความพ่ายแพ้และวอดวาย		
4030	Inca Headdress			
4201	Exile Armor	เครื่องสวมใส่พื้นฐานสามารถป้องกันตนเองได้ในโลกใบใหม่		
4202	Ocean Armor	เหมือนอยู่ในอ้อมกอดของมหาสมุทร อบอุ่นและทั่วถึง		
4203	Bloody Armor	จะต้องฆ่าอีกเท่าไหร่ถึงจะเป็นสีแดงสด ทางที่ดีตอนนี้อย่าเพิ่งเข้าใกล้จะดีกว่า		
4204	Wild Armor	ทำมาจากผ้าที่สวยงามจากสถานที่อันไกลห่าง ขอขอบคุณที่ฟ้าประทานสิ่งนี้มาให้		
4205	Star Armor			
4206	Navy Armor Lv5	ชุดฝึกทหารเรือ มีพลังป้องกันเป็นพื้นฐาน		
4207	Navy Armor Lv15	ชุดฝึกทหารเรือ มีพลังป้องกันเป็นพื้นฐาน		
