n_ID	s_SKILL_TITLE	s_DESCRIPTION	s_TIP	s_DETAIL	s_CACULATE
3065	Earthquake				
3066	Majestic Roar				
3067	Throwing Ice				
3068	Throwing Lava				
3069	Swipe				
3080	Swipe Fibrous				
3081	Screw Fist				
3082	Screw Fist				
3083	Screw Fist				
3084	Screw Fist				
3085	Screw Fist				
3086	Strong Acid Seed				
3087	Strong Acid Seed				
3088	Explosion Seed				
3089	Smog Seed				
3090	End date Flower Bomb Seed				
3091	Magic Power Seed				
3100	Headbutt 				
3101	Hopping Attack				
3102	Deer Fireball				
3103	Dogkick				
3104	Antelope Flash				
3105	Inferno Ball				
3106	Burning Fire				
3107	Secluded Flame				
3108	Hopping Attack				
3120	First Strike Bite				
3121	Throwing Coconut 				
3122	Throwing Poison Coconut 				
3123	Throwing Lava				
3124	Throwing Mask 				
3125	Throwing Ice				
3126	Scarper				
3127	Burrow				
3128	Burrow				
3129	Burrow				
3130	Burrow				
3131	Burrow				
3132	Airflow Erupt				
3133	Smog eruption				
3140	Puncture				
3141	Eren cut				
3142	Eren cut				
3143	Hellraiser Flame				
3144	Soul Eater Flame				
3145	Aerial Explosion				
3146	Dark Impact				
3147	Triple Strike				
3148	Triple Strike				
3149	Atomic Hacking				
3152	Summon Demon Wolf				
3153	Summon SkeletonSailor				
3156	Hellraiser Flame				
3160	Claw strike	ใช้เล็บคู่โจมตีเป้าหมายที่อยู่ด้านหน้า\n[โจมตีกายภาพ&โจมตีเวทย์]	ใช้เล็บคู่โจมตีเป้าหมายที่อยู่ด้านหน้า\n[โจมตีกายภาพ&โจมตีเวทย์]		
3161	Hellraiser claw	โจมตีระยะไกลด้วยเล็บวิญญาณปีศาจ\n[โจมตีเวทย์]\n\nต้องการ: ระดับความพอใจ 25 ขึ้นไป	โจมตีระยะไกลด้วยเล็บวิญญาณปีศาจ\n[โจมตีเวทย์]\n\nต้องการ: ระดับความพอใจ 25 ขึ้นไป		
3162	Death Claw	โจมตีให้ศัตรูล้มด้วยเล็บอันแข็งแกร่ง\n[โจมตีกายภาพ&โจมตีเวทย์]\n\nต้องการ: ระดับความพอใจ 50 ขึ้นไป	โจมตีให้ศัตรูล้มด้วยเล็บอันแข็งแกร่ง\n[โจมตีกายภาพ&โจมตีเวทย์]\n\nต้องการ: ระดับความพอใจ 50 ขึ้นไป		
3163	Charm	โจมตีให้ศัตรูล้มด้วยเล็บอันแข็งแกร่ง\n[โจมตีกายภาพ&โจมตีเวทย์]\n\nต้องการ: ระดับความพอใจ 50 ขึ้นไป	โจมตีให้ศัตรูล้มด้วยเล็บอันแข็งแกร่ง\n[โจมตีกายภาพ&โจมตีเวทย์]\n\nต้องการ: ระดับความพอใจ 50 ขึ้นไป		
3164	Poltergeist	เรียกวิญญาณโจมตีฝ่ายตรงข้าม\n[โจมตีเวทย์]\n\nต้องการ: ระดับความพอใจ 75 ขึ้นไป	เรียกวิญญาณโจมตีฝ่ายตรงข้าม\n[โจมตีเวทย์]\n\nต้องการ: ระดับความพอใจ 75 ขึ้นไป		
3165	Undead impact				
3166	Song of Cure	เพิ่มพลังชีวิตให้เพื่อนในบริเวณรอบๆ\n\nต้องการ: ระดับความพอใจ 75 ขึ้นไป	เพิ่มพลังชีวิตให้เพื่อนในบริเวณรอบๆ\n\nต้องการ: ระดับความพอใจ 75 ขึ้นไป		
3167	Calling spirits				
3168	Claw Strike				
3169	Poltergeist				
3170	Charm				
3180	Right Slam				
3181	Under slam				
3182	Swing slam				
3183	Thread				
3184	Self-medication				
3185	Self-reinforcing				
3186	Hammer Jump 				
3187	Advance Right Slam				
3188	Advance Under slam				
3189	Rolling Strike				
3190	Beating Ground				
3191	Plasma track				
3200	Palm Strike	ใช้ฝ่ามือตะปบเป้าหมายที่อยู่ไกลออกไป\n[โจมตีกายภาพ]	ใช้ฝ่ามือตะปบเป้าหมายที่อยู่ไกลออกไป\n[โจมตีกายภาพ]		
3201	Stainless javelin	โจมตีเป้าหมายทางไกลด้วยหอกแหลม\n[โจมตีกายภาพ]\n\nต้องการ: ระดับความพอใจ 25 ขึ้นไป	โจมตีเป้าหมายทางไกลด้วยหอกแหลม\n[โจมตีกายภาพ]\n\nต้องการ: ระดับความพอใจ 25 ขึ้นไป		
3202	Steel head javelin	โจมตีเป้าหมายทางไกลด้วยหอกแหลม\n[โจมตีกายภาพ]\n\nต้องการ: ระดับความพอใจ 25 ขึ้นไป	โจมตีเป้าหมายทางไกลด้วยหอกแหลม\n[โจมตีกายภาพ]\n\nต้องการ: ระดับความพอใจ 25 ขึ้นไป		
3203	Red iron javelin	โจมตีเป้าหมายทางไกลด้วยหอกแหลม\n[โจมตีกายภาพ]\n\nต้องการ: ระดับความพอใจ 25 ขึ้นไป	โจมตีเป้าหมายทางไกลด้วยหอกแหลม\n[โจมตีกายภาพ]\n\nต้องการ: ระดับความพอใจ 25 ขึ้นไป		
3204	Shells shooting	โจมตีเป้าหมายทางไกลด้วยปืนใหญ่\n[โจมตีกายภาพ]\n\nต้องการ: ระดับความพอใจ 25 ขึ้นไป	โจมตีเป้าหมายทางไกลด้วยปืนใหญ่\n[โจมตีกายภาพ]\n\nต้องการ: ระดับความพอใจ 25 ขึ้นไป		
3205	Royale Navy Gun	โจมตีทางไกลด้วยลูกปืนพลังงาน\n[โจมตีเวทย์]\n\nต้องการ: ระดับความพอใจ 25 ขึ้นไป	โจมตีทางไกลด้วยลูกปืนพลังงาน\n[โจมตีเวทย์]\n\nต้องการ: ระดับความพอใจ 25 ขึ้นไป		
