n_ID	s_CONDITOIN	s_ACTION
1038	BUFF_I(10901,0,1)\nBUFF_I(10902,0,1);RATE(50)\nBUFF_I(10902,0,1)\nBUFF_I(10903,0,1);BUFF_I(4983,0,0);RATE(15)\nBUFF_I(10903,0,1);RATE(50)\nBUFF_I(10903,0,1)\nBUFF_I(10904,0,1);BUFF_I(4983,0,0);RATE(20)\nBUFF_I(10904,0,1);RATE(30)\nBUFF_I(10904,0,1);RATE(30)\nBUFF_I(10904,0,1);RATE(30)\nGO(0)	CHASE(1)\nCHASE(1)\nCHASE(2)\nCHASE(3)\nCHASE(1)\nCHASE(2)\nCHASE(3)\nCHASE(1)\nCHASE(2)\nCHASE(3)\nCHASE(1)
1039	BUFF_I(10901,0,1);RATE(50)\nBUFF_I(10901,0,1);BUFF_I(10912,0,1);RATE(50)\nBUFF_I(10902,0,1);RATE(30)\nBUFF_I(10902,0,1);BUFF_I(10912,0,1);RATE(30)\nBUFF_I(10902,0,1);BUFF_I(4980,0,0);BUFF_I(10913,0,1);DISTANCE_ENEMY>(550)\nBUFF_I(10903,0,1);BUFF_I(4980,0,0);RATE(25);BUFF_I(10913,0,1);DISTANCE_ENEMY>(550)\nBUFF_I(10903,0,1);RATE(30)\nBUFF_I(10903,0,1);BUFF_I(10912,0,1);RATE(30)\nBUFF_I(10903,0,1);BUFF_I(10915,0,1);BUFF_I(4981,0,0);DISTANCE_ENEMY>(650)\nBUFF_I(10904,0,1);BUFF_I(10914,0,1);BUFF_I(4982,0,0);RATE(20);DISTANCE_ENEMY<(400)\nBUFF_I(10904,0,1);BUFF_I(10912,0,1);RATE(30)\nBUFF_I(10904,0,1);BUFF_I(10913,0,1);BUFF_I(4980,0,0);RATE(30);DISTANCE_ENEMY>(550)\nBUFF_I(10904,0,1);BUFF_I(10915,0,1);BUFF_I(4981,0,0);RATE(30);DISTANCE_ENEMY>(650)\nGO(0)	CHASE(1)\nCHASE(2)\nCHASE(1)\nCHASE(2)\nCHASE(3)\nCHASE(3)\nCHASE(1)\nCHASE(2)\nCHASE(5)\nCHASE(4)\nCHASE(2)\nCHASE(3)\nCHASE(5)\nCHASE(1)
1040	BUFF_I(10901,0,1);RATE(50)\nBUFF_I(10901,0,1);BUFF_I(10912,0,1);RATE(50)\nBUFF_I(10902,0,1);RATE(30)\nBUFF_I(10902,0,1);BUFF_I(10912,0,1);RATE(30)\nBUFF_I(10902,0,1);BUFF_I(10913,0,1);BUFF_I(4982,0,0);DISTANCE_ENEMY>(350);DISTANCE_ENEMY<(700)\nBUFF_I(10903,0,1);BUFF_I(10913,0,1);BUFF_I(4982,0,0);RATE(25);DISTANCE_ENEMY>(350);DISTANCE_ENEMY<(700)\nBUFF_I(10903,0,1);BUFF_I(10911,0,1);RATE(30)\nBUFF_I(10903,0,1);BUFF_I(10912,0,1);RATE(30)\nBUFF_I(10903,0,1);BUFF_I(10915,0,1);BUFF_I(4984,0,0);DISTANCE_ENEMY>(500)\nBUFF_I(10904,0,1);BUFF_I(10914,0,1);BUFF_I(4981,0,0);RATE(20)\nBUFF_I(10904,0,1);BUFF_I(10911,0,1);RATE(30)\nBUFF_I(10904,0,1);BUFF_I(10913,0,1);BUFF_I(4982,0,0);RATE(30);DISTANCE_ENEMY>(350);DISTANCE_ENEMY<(700)\nBUFF_I(10904,0,1);BUFF_I(10915,0,1);BUFF_I(4984,0,0);RATE(30);DISTANCE_ENEMY>(500)\nBUFF_I(10912,0,1)	CHASE(1)\nCHASE(2)\nCHASE(1)\nCHASE(2)\nCHASE(3)\nCHASE(3)\nCHASE(1)\nCHASE(2)\nCHASE(5)\nCHASE(4)\nCHASE(1)\nCHASE(3)\nCHASE(5)\nCHASE(2)
1041	BUFF_I(10901,0,1);RATE(50)\nBUFF_I(10901,0,1);BUFF_I(10912,0,1);RATE(50)\nBUFF_I(10902,0,1);RATE(30)\nBUFF_I(10902,0,1);BUFF_I(10912,0,1);RATE(30)\nBUFF_I(10902,0,1);BUFF_I(10913,0,1);BUFF_I(4980,0,0)\nBUFF_I(10903,0,1);BUFF_I(10913,0,1);BUFF_I(4980,0,0);RATE(25)\nBUFF_I(10903,0,1);RATE(30)\nBUFF_I(10903,0,1);BUFF_I(10912,0,1);RATE(30)\nBUFF_I(10903,0,1);BUFF_I(10915,0,1);BUFF_I(4987,0,0);RATE(50);HP_ALLY<(0.4) \nBUFF_I(10904,0,1);BUFF_I(10914,0,1);BUFF_I(4982,0,0);RATE(20)\nBUFF_I(10904,0,1);RATE(30)\nBUFF_I(10904,0,1);BUFF_I(10913,0,1);BUFF_I(4980,0,0);RATE(30)\nBUFF_I(10904,0,1);BUFF_I(10915,0,1);BUFF_I(4987,0,0);RATE(50);HP_ALLY<(0.4) \nBUFF_I(10912,0,1);GO(0)	CHASE(1)\nCHASE(2)\nCHASE(1)\nCHASE(2)\nCHASE(3)\nCHASE(3)\nCHASE(1)\nCHASE(2)\nCHASE(5)\nCHASE(4)\nCHASE(1)\nCHASE(3)\nCHASE(5)\nCHASE(2)
1042	BUFF_I(10901,0,1);BUFF_I(10915,0,1);BUFF_I(4988,0,0);RATE(40)\nBUFF_I(10901,0,1)\nBUFF_I(10902,0,1);BUFF_I(10915,0,1);BUFF_I(4988,0,0);RATE(40)\nBUFF_I(10902,0,1);BUFF_I(10913,0,1);BUFF_I(4984,0,0);HP_I<(0.5);RATE(30)\nBUFF_I(10902,0,1)\nBUFF_I(10903,0,1);BUFF_I(4981,0,0);BUFF_I(10914,0,1);RATE(30)\nBUFF_I(10903,0,1);BUFF_I(4984,0,0);BUFF_I(10913,0,1);HP_I<(0.5);RATE(30)\nBUFF_I(10903,0,1);BUFF_I(4982,0,0);BUFF_I(10915,0,1);DISTANCE_ENEMY>(300);RATE(50)\nBUFF_I(10903,0,1)\nBUFF_I(10904,0,1);BUFF_I(10914,0,1);BUFF_I(4981,0,0);RATE(30)\nBUFF_I(10904,0,1);BUFF_I(10913,0,1);BUFF_I(4984,0,0);HP_I<(0.5);RATE(30)\nBUFF_I(10904,0,1);BUFF_I(10915,0,1);BUFF_I(4982,0,0);DISTANCE_ENEMY>(300);RATE(50)\nBUFF_I(10904,0,1);BUFF_I(10912,0,1);BUFF_I(4987,0,0);RATE(50)\nGO(0)	CHASE(6)\nCHASE(1)\nCHASE(6)\nCHASE(3)\nCHASE(1)\nCHASE(4)\nCHASE(3)\nCHASE(5)\nCHASE(1)\nCHASE(4)\nCHASE(3)\nCHASE(5)\nCHASE(2)\nCHASE(1)
1043	BUFF_I(10901,0,1)\nBUFF_I(10902,0,1);BUFF_I(4985,0,0);BUFF_I(10912,0,1);RATE(30)\nBUFF_I(10902,0,1)\nBUFF_I(10903,0,1);BUFF_I(4985,0,0);RATE(50);BUFF_I(10912,0,1)\nBUFF_I(10903,0,1);BUFF_I(4983,0,0);RATE(30);BUFF_I(10913,0,1);HP_ALLY<(0.7)\nBUFF_I(10903,0,1)\nBUFF_I(10904,0,1);BUFF_I(4985,0,0);RATE(50);BUFF_I(10912,0,1)\nBUFF_I(10904,0,1);BUFF_I(4983,0,0);BUFF_I(10913,0,1);RATE(30);HP_ALLY<(0.7)\nBUFF_I(10904,0,1);BUFF_I(4984,0,0);BUFF_I(10914,0,1);RATE(30)\nBUFF_I(10904,0,1);BUFF_I(4988,0,0);BUFF_I(10915,0,1);RATE(30)\nGO(0)	CHASE(1)\nCHASE(2)\nCHASE(1)\nCHASE(2)\nCHASE(3)\nCHASE(1)\nCHASE(2)\nCHASE(3)\nCHASE(4)\nCHASE(5)\nCHASE(1)
1044	BUFF_I(10901,0,1);RATE(50)\nBUFF_I(10901,0,1);BUFF_I(10912,0,1);BUFF_I(4985,0,0)\nBUFF_I(10902,0,1);RATE(30)\nBUFF_I(10902,0,1);BUFF_I(10912,0,1);RATE(30);BUFF_I(4985,0,0)\nBUFF_I(10902,0,1);BUFF_I(10913,0,1);BUFF_I(4980,0,0)\nBUFF_I(10903,0,1);BUFF_I(10913,0,1);BUFF_I(4980,0,0);RATE(25)\nBUFF_I(10903,0,1);RATE(30)\nBUFF_I(10903,0,1);BUFF_I(10912,0,1);RATE(30);BUFF_I(4985,0,0)\nBUFF_I(10903,0,1);BUFF_I(10915,0,1);BUFF_I(4987,0,0);RATE(50);HP_ALLY<(0.4) \nBUFF_I(10904,0,1);BUFF_I(10914,0,1);BUFF_I(4982,0,0);RATE(20)\nBUFF_I(10904,0,1);RATE(30)\nBUFF_I(10904,0,1);BUFF_I(10913,0,1);BUFF_I(4980,0,0);RATE(30)\nBUFF_I(10904,0,1);BUFF_I(10915,0,1);BUFF_I(4987,0,0);RATE(50);HP_ALLY<(0.4) \nBUFF_I(10912,0,1);BUFF_I(4985,0,0)\nGO(0)	CHASE(1)\nCHASE(2)\nCHASE(1)\nCHASE(2)\nCHASE(3)\nCHASE(3)\nCHASE(1)\nCHASE(2)\nCHASE(5)\nCHASE(4)\nCHASE(1)\nCHASE(3)\nCHASE(5)\nCHASE(2)\nCHASE(1)
1500	DISTANCE_ENEMY>(1000)\nRATE(50)\nGO(0)	CHASE(1)\nCHASE(2)\nCHASE(3)
1501	DISTANCE_ENEMY>(500)\nRATE(50)\nGO(0)	CHASE(1)\nCHASE(2)\nCHASE(3)
1502	HP_I<(0.9);DISTANCE_ENEMY>(500)\nHP_I<(0.7);HP_I>(0.2);RATE(50)\nHP_I<(0.7);RATE(50)\nHP_I<(0.2);RATE(30)\nHP_I<(0.2);RATE(60)\nGO(0)	CHASE(1)\nCHASE(2)\nCHASE(4)\nCHASE(1)\nCHASE(2)\nCHASE(3)
1503	DISTANCE_ENEMY>(800);DISTANCE_ENEMY<(1000);RATE(75)\nDISTANCE_ENEMY>(500);RATE(75)\nHP_I>(0.8);RATE(30)\nHP_I>(0.5);HP_I<(0.8);RATE(30)\nHP_I>(0.2);HP_I<(0.5);RATE(30)\nHP_I>(0.2);HP_I<(0.5)RATE(60)\nHP_I<(0.2);RATE(30)\nHP_I<(0.2);RATE(60)\nGO(0)	CHASE(5)\nCHASE(4)\nCHASE(1)\nCHASE(2)\nCHASE(1)\nCHASE(2)\nCHASE(1)\nCHASE(2)\nCHASE(3)
1504	HP_ENEMY>(0.6);RATE(30)\nHP_ENEMY>(0.6);RATE(60)\nHP_ENEMY<(0.6);HP_ENEMY>(0.3);RATE(30)\nHP_ENEMY<(0.6);HP_ENEMY>(0.3);RATE(60)\nHP_ENEMY<(0.3);HP_ENEMY>(0.1);RATE(30)\nGO(0)	CHASE(1)\nCHASE(2)\nCHASE(1)\nCHASE(2)\nCHASE(1)\nCHASE(3)
1505	RATE(33)\nRATE(66)\nRATE(50)\nGo(0)	CHASE(4)\nCHASE(1)\nCHASE(2)\nCHASE(3)
1506	HP_I<(0.7);RATE(50)\nDISTANCE_ENEMY>(800);RATE(60)\nGO(0)	CHASE(3)\nCHASE(2)\nCHASE(1)
1507	DISTANCE_ENEMY>(500);RATE(60)\nHP_I>(0.7);BUFF_I(4980,0,0)\nHP_I<(0.7);HP_I>(0.3);BUFF_I(4980,0,0)\nHP_I<(0.7);HP_I>(0.3);RATE(20)\nHP_I<(0.3);RATE(20)\nHP_I<(0.3);RATE(40)\nHP_I<(0.3);RATE(60)\nGO(0)	CHASE(5)\nCHASE(1)\nCHASE(2)\nCHASE(1)\nCHASE(1)\nCHASE(2)\nCHASE(3)\nCHASE(4)
1511	HP_I>(0.5);HP_I<(0.7);RATE(30)\nHP_I<(0.5);RATE(30)\nDISTANCE_ENEMY>(400);RATE(50)\nDISTANCE_ENEMY>(700);RATE(75)\nHP_I<(0.8);RATE(20)\nGO(0)	CHASE(5)\nCHASE(6)\nCHASE(2)\nCHASE(4)\nCHASE(3)\nCHASE(1)
1512	DISTANCE_ENEMY>(700);RATE(30)\nDISTANCE_ENEMY>(700);RATE(50)\nDISTANCE_ENEMY<(700);RATE(90)\nDISTANCE_ENEMY<(700);RATE(50)\nGO(0)	CHASE(2)\nCHASE(3)\nCHASE(4)\nCHASE(3)\nCHASE(1)
1513	DISTANCE_ENEMY>(1000);RATE(80)\nDISTANCE_ENEMY<(600);RATE(20)\nDISTANCE_ENEMY<(600);RATE(20)\nHP_I<(0.7);RATE(30)\nDISTANCE_ENEMY<(600);RATE(25)\nGO(0)	CHASE(2)\nCHASE(3)\nCHASE(4)\nCHASE(5)\nCHASE(3)\nCHASE(1)
1514	HP_I<(0.9);RATE(30)\nRATE(25)\nDISTANCE_ENEMY<(600);RATE(75)\nDISTANCE_ENEMY>(400);RATE(75)\nGO(0)	CHASE(4)\nCHASE(3)\nCHASE(5)\nCHASE(2)\nCHASE(1)
1515	DISTANCE_ENEMY>(1200);RATE(100)\nRATE(100)\nGO(0)	CHASE(3)\nCHASE(2)\nCHASE(1)
1516	\nDISTANCE_ENEMY>(1200);GO(0)\nDISTANCE_ENEMY<(1500);RATE(50)\nDISTANCE_ENEMY>(1200);GO(0)\nDISTANCE_ENEMY<(400);GO(0)\nRATE(50)\nGO(0)	CHASE(3)\nCHASE(5)\nCHASE(1)\nCHASE(2)\nCHASE(4)\nCHASE(1)
1517	\nDISTANCE_ENEMY<(2000);RATE(50)\nDISTANCE_ENEMY>(800);DISTANCE_ENEMY<(1200);GO(0)\nDISTANCE_ENEMY<(800);RATE(25)\nGO(0)\nRATE(75)\nGO(0)	CHASE(6)\nCHASE(2)\nCHASE(3)\nCHASE(4)\nCHASE(5)\nCHASE(1)
1521	HP_I<(0.5);DISTANCE_ENEMY<(800)\nHP_I<(0.9);DISTANCE_ENEMY>(800);RATE(75)\nHP_I<(0.5);DISTANCE_ENEMY<(800);RATE(50)\nHP_I<(0.7);HP_I>(0.2);RATE(50)\nHP_I<(0.7);RATE(50)\nHP_I<(0.2);RATE(30)\nHP_I<(0.2);RATE(60)\nGO(0)	CHASE(4)\nCHASE(1)\nCHASE(5)\nCHASE(2)\nCHASE(3)\nCHASE(1)\nCHASE(2)\nCHASE(6)
1522	GO(0)\nDISTANCE_ENEMY<(1200);RATE(50)\nDISTANCE_ENEMY>(1000)\nRATE(50)\nGO(0)	CHASE(5)\nCHASE(4)\nCHASE(1)\nCHASE(2)\nCHASE(3)
1523	HP_I<(0.6);GO(0)\nDISTANCE_ENEMY>(700);DISTANCE_ENEMY<(900);RATE(50)\nDISTANCE_ENEMY>(1000);RATE(50)\nDISTANCE_ENEMY<(600);BUFF_I(33102,0,1);\nDISTANCE_ENEMY>(650);BUFF_I(33102,0,1);RATE(75)\nBUFF_I(33102,0,1);RATE(90)\nHP_I>(0.5);HP_I<(0.8);RATE(30)\nHP_I>(0.2);HP_I<(0.5);RATE(30)\nHP_I<(0.2);RATE(30)\nBUFF_I(33102,0,1)\nHP_I>(0.8);RATE(30)\nGO(0)	CHASE(6)\nCHASE(5)\nCHASE(4)\nCHASE(8)\nCHASE(7)\nCHASE(4)\nCHASE(2)\nCHASE(1)\nCHASE(2)\nCHASE(1)\nCHASE(1)\nCHASE(3)
1524	DISTANCE_ENEMY>(800);GO(0)\nDISTANCE_ENEMY<(500);RATE(50)\nDISTANCE_ENEMY<(500);RATE(50)\nHP_ENEMY>(0.6);RATE(30)\nHP_ENEMY>(0.6);RATE(60)\nHP_ENEMY<(0.6);HP_ENEMY>(0.3);RATE(30)\nHP_ENEMY<(0.6);HP_ENEMY>(0.3);RATE(60)\nHP_ENEMY<(0.3);HP_ENEMY>(0.1);RATE(30)\nGO(0)	CHASE(4)\nCHASE(6)\nCHASE(5)\nCHASE(1)\nCHASE(2)\nCHASE(1)\nCHASE(2)\nCHASE(1)\nCHASE(3)
1525	RATE(75)\nDISTANCE_ENEMY>(500)\nRATE(50)\nGO(0)	CHASE(4)\nCHASE(1)\nCHASE(2)\nCHASE(3)
1526	RATE(33)\nRATE(66)\nRATE(50)\nGo(0)	CHASE(4)\nCHASE(1)\nCHASE(2)\nCHASE(3)
1527	HP_I<(0.7);RATE(50)\nDISTANCE_ENEMY>(800);RATE(60)\nDISTANCE_ENEMY<(800);RATE(95)\nGO(0)	CHASE(3)\nCHASE(2)\nCHASE(4)\nCHASE(1)
1531	GO(0)\nDISTANCE_ENEMY>(1200);RATE(75)\nDISTANCE_ENEMY>(800);RATE(75)\nDISTANCE_ENEMY>(700);RATE(35)\nDISTANCE_ENEMY>(450);RATE(50)\nDISTANCE_ENEMY<(450);RATE(75)\nHP_I<(0.8);RATE(70)\nGO(0)	CHASE(3)\nCHASE(5)\nCHASE(6)\nCHASE(1)\nCHASE(3)\nCHASE(2)\nCHASE(4)\nCHASE(1)
1532	DISTANCE_ENEMY>(700)RATE(30)\nDISTANCE_ENEMY>(700)RATE(50)\nDISTANCE_ENEMY<(700);RATE(90)\nDISTANCE_ENEMY<(700);RATE(50)\nGO(0)	CHASE(2)\nCHASE(3)\nCHASE(4)\nCHASE(3)\nCHASE(1)
1533	DISTANCE_ENEMY>(600);RATE(50)\nDISTANCE_ENEMY>(600);RATE(95)\nDISTANCE_ENEMY>(1000);RATE(80)\nDISTANCE_ENEMY<(600);RATE(40)\nDISTANCE_ENEMY<(600);RATE(40)\nHP_I<(0.7);RATE(30)\nDISTANCE_ENEMY<(600);RATE(25)\nGO(0)	CHASE(8)\nCHASE(6)\nCHASE(2)\nCHASE(3)\nCHASE(4)\nCHASE(7)\nCHASE(5)\nCHASE(1)
1534	GO(0)\nGO(0)\nHP_I<(0.9);RATE(30)\nRATE(25)\nDISTANCE_ENEMY<(600);RATE(75)\nDISTANCE_ENEMY>(400);RATE(75)\nGO(0)	CHASE(6)\nCHASE(7)\nCHASE(4)\nCHASE(3)\nCHASE(5)\nCHASE(2)\nCHASE(1)
1535	RATE(50)\nDISTANCE_ENEMY>(1300);RATE(100)\nDISTANCE_ENEMY>(<600);RATE(100)\nRATE(75)\nRATE(100)\nGO(0)	CHASE(2)\nCHASE(5)\nCHASE(2)\nCHASE(3)\nCHASE(4)\nCHASE(1)
1536	\nGO(0)\nDISTANCE_ENEMY>(1200);GO(0)\nDISTANCE_ENEMY<(1500);RATE(50)\nDISTANCE_ENEMY>(1200);GO(0)\nDISTANCE_ENEMY<(400);GO(0)\nDISTANCE_ENEMY<(600);RATE(85)\nRATE(50)\nGO(0)	CHASE(5)\nCHASE(3)\nCHASE(5)\nCHASE(1)\nCHASE(2)\nCHASE(6)\nCHASE(4)\nCHASE(1)
1537	\nRATE(35)\nDISTANCE_ENEMY>(800);RATE(35)\nDISTANCE_ENEMY<(2000);RATE(50)\nDISTANCE_ENEMY>(800);DISTANCE_ENEMY<(1200);GO(0)\nDISTANCE_ENEMY<(800);RATE(25)\nGO(0)\nRATE(75)\nGO(0)	CHASE(8)\nCHASE(7)\nCHASE(6)\nCHASE(2)\nCHASE(3)\nCHASE(4)\nCHASE(5)\nCHASE(1)
1541	HP_I<(0.3);RATE(100)\nRATE(100)\nDISTANCE_ENEMY<(500);RATE(50)\nGO(0)	CHASE(3)\nCHASE(4)\nCHASE(2)\nCHASE(1)
1542	DISTANCE_ENEMY<(700);GO(0)\nGO(0)\nDISTANCE_ENEMY>(700)RATE(30)\nDISTANCE_ENEMY>(700)RATE(50)\nGO(0)	CHASE(5)\nCHASE(6)\nCHASE(4)\nCHASE(3)\nCHASE(1)
1543	DISTANCE_ENEMY>(1000);RATE(50)\nDISTANCE_ENEMY>(800);RATE(50)\nDISTANCE_ENEMY<(800);RATE(50)\nRATE(40)\nRATE(30)\nGO(0)	CHASE(6)\nCHASE(5)\nCHASE(4)\nCHASE(3)\nCHASE(2)\nCHASE(1)
1544	DISTANCE_ENEMY<(300);HP_ENEMY<(0.5);GO(0)\nRATE(95)\nDISTANCE_ENEMY<(600);RATE(75)\nHP_I<(0.5);RATE(75)\nDISTANCE_ENEMY<(400);RATE(25)\nGO(0)	CHASE(5)\nCHASE(4)\nCHASE(2)\nCHASE(3)\nCHASE(5)\nCHASE(1)
1545	RATE(95)\nGO(0)\nDISTANCE_ENEMY<(600);RATE(100)\nDISTANCE_ENEMY<(600);RATE(75)\nDISTANCE_ENEMY>(600);RATE(75)\nGO(0)	CHASE(6)\nCHASE(5)\nCHASE(4)\nCHASE(3)\nCHASE(2)\nCHASE(1)
1546	\nDISTANCE_ENEMY>(2400);GO(0)\nDISTANCE_ENEMY<(800);RATE(50)\nDISTANCE_ENEMY>(1300);RATE(50)\nDISTANCE_ENEMY<(1000);RATE(50)\nDISTANCE_ENEMY<(1000);GO(0)\nDISTANCE_ENEMY<(300);GO(0)\nDISTANCE_ENEMY<(2000);RATE(85)\nGO(0)	CHASE(8)\nCHASE(2)\nCHASE(3)\nCHASE(5)\nCHASE(4)\nCHASE(6)\nCHASE(7)\nCHASE(1)
1547	\nDISTANCE_ENEMY<(600);RATE(95)\nDISTANCE_ENEMY<(900);DISTANCE_ENEMY>(700);RATE(100)\nDISTANCE_ENEMY<(2500);GO(0)\nDISTANCE_ENEMY<(800);RATE(75)\nGO(0)	CHASE(2)\nCHASE(4)\nCHASE(3)\nCHASE(5)\nCHASE(1)
2000	BUFF_I(4983,0,0);RATE(35)\nBUFF_I(4980,0,0);DISTANCE_ENEMY>(300);RATE(30)\nBUFF_I(4980,0,0);DISTANCE_ENEMY>(300)\nBUFF_I(4982,0,0);RATE(40)\nGO(0)	CHASE(5)\nCHASE(3)\nCHASE(2)\nCHASE(4)\nCHASE(1)
5102	RATE(25)\nBUFF_I(4982,0,0);RATE(20)\nBUFF_I(4990,0,0);BUFF_I(4984,0,0);RATE(30)\nGO(0)	CHASE(1)\nCHASE(2)\nCHASE(3)\nCHASE(1)
9903	DISTANCE_ENEMY<(300)	CHASE(1)
9904	DISTANCE_ENEMY<(1500)	CHASE(1)
9999	RATE(90)\nGO(0)	CHASE(2)\nCHASE(1)
