n_ID	n_TYPE	n_SCENE	n_FOLLOW	s_LUASCRIPT	n_LEVEL_QUEST	n_LEVEL_EXP	n_NEXT	n_VARI_1	n_VARI_2	n_VARI_3	n_VARI_4	n_VARI_5	n_VARI_6	n_VARI_7	n_VARI_8	n_VARI_9	n_VARI_10	n_VARI_11	n_VARI_12	n_VARI_13	n_VARI_14	n_VARI_15	n_VARI_16	n_VARI_17	n_VARI_18	n_VARI_19	n_VARI_20	s_VARI_1	s_VARI_2	n_REWARD_ITEM1	n_REWARD_NUM1	n_REWARD_ITEM2	n_REWARD_NUM2	n_REWARD_ITEM3	n_REWARD_NUM3	n_REWARD_ITEM4	n_REWARD_NUM4	n_REWARD_ITEM5	n_REWARD_NUM5	n_REWARD_ITEM6	n_REWARD_NUM6	n_REWARD_CHOOSE1	n_REWARD_CHOOSENUM1	n_REWARD_CHOOSE2	n_REWARD_CHOOSENUM2	n_REWARD_CHOOSE3	n_REWARD_CHOOSENUM3	n_REWARD_CHOOSE4	n_REWARD_CHOOSENUM4	n_REWARD_CHOOSE5	n_REWARD_CHOOSENUM5	n_REWARD_CHOOSE6	n_REWARD_CHOOSENUM6	f_CASH	f_EXP	f_SP	n_GM_SWITCH	s_HK_VER	s_TC_VER	s_JP_VER	s_TH_VER
108	1	1	0	Q_CON_NEW	30	33	109	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_HAPPY_000	2401007	5	2405092	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
109	1	1	0	Q_CON1	30	33	110	108	0	0	0	0	0	0	0	0	183	0	0	183	0	0	0	0	0	0	0	_F_FLEX_000	_F_EMOTION_009	2600503	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
110	1	1	0	Q_CON1	30	33	739	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_EMOTION_009	_F_EMOTION_006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
111	1	1	0	Q_CON_NEW	31	33	0	739	0	0	9	17	11	2	998	1	0	0	0	0	0	0	0	0	0	0	360	_F_FLEX_000	_F_HAPPY_000	2600052	3	2600341	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
112	2	1	0	Q_GATHER1	29	25	113	0	2500011	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_EMOTION_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
113	2	1	0	Q_SEND1	29	25	0	112	2500012	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
114	2	1	0	Q_CON1	29	25	115	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_EMOTION_005	_F_HAPPY_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
115	25	0	0	Q_ENTER_INSTANCE1	29	25	0	114	117	2057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_FLEX_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
116	2	1	0	Q_KILL1	29	25	117	114	565	3	0	0	0	0	0	0	0	0	0	0	561	0	0	0	0	0	0	_F_FLEX_000	_F_EMOTION_007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
117	2	1	0	Q_INSTANCE_GATHER1	29	25	0	116	115	2500013	1	114	0	0	0	0	0	0	0	561	562	8	182	0	0	0	0	_F_EMOTION_007	_F_EMPOWER_000	2405093	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
118	2	1	1	Q_SET2	29	25	0	117	119	120	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	_F_EMOTION_005	_F_EMOTION_005	2208988	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
119	2	1	0	Q_SET5	29	25	0	117	118	2500014	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_EMOTION_009	_F_EMOTION_002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
120	2	1	0	Q_SET5	29	25	0	117	118	2500015	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_EMOTION_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
121	1	3	0	Q_CON1	32	35	0	919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_FLEX_000	_F_HAPPY_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
122	1	3	0	Q_KILL1	32	40	123	121	55	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_EMOTION_003	_F_EMOTION_005	2600501	1	2401007	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
123	1	3	0	Q_CON1	33	40	124	122	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	45	0	0	_F_EMOTION_005	_F_SAD_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
124	1	3	0	Q_CON1	33	40	125	123	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	_F_SAD_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
125	1	3	0	Q_GATHER1	33	40	126	124	2500040	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_FLEX_000	_F_HAPPY_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
126	1	3	0	Q_GATHER1	33	40	127	125	2500041	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_FLEX_000	_F_HAPPY_000	2401206	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
127	1	3	0	Q_KILL1	34	43	128	126	57	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_EMOTION_006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
128	1	3	0	Q_GATHER1	34	45	129	127	2500042	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_EMOTION_006	_F_EMOTION_006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
129	1	3	0	Q_KILL1	34	45	130	128	509	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_EMOTION_006	_F_TALK_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
130	1	3	0	Q_CON_NEW	36	50	132	129	0	0	24	2500043	20	20	27	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_SAD_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
131	2	3	0	Q_GATHER1	36	50	0	130	2500044	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_SAD_000	_F_FLEX_000	2600501	1	2600342	5	2205628	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
132	1	3	0	Q_CON_NEW	37	50	0	130	0	0	21	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_FLEX_000	_F_HAPPY_000	2401023	1	0	0	0	0	0	0	0	0	0	0	2205222	1	2205223	1	2205224	1	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
134	1	3	0	Q_MOVIE_CON2	38	43	135	1502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ROSE_000.wmv	_F_HAPPY_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
135	1	3	0	Q_GATHER1	38	43	136	134	2500045	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
136	1	3	0	Q_SEND5	38	43	137	135	2500065	1	2500126	1	2500127	1	2500039	3	0	0	0	0	0	0	0	0	0	0	0	_F_SAD_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
137	1	3	0	Q_GATHER1	39	43	853	136	2500048	3	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	_F_FLEX_000	_F_FLEX_000	2401007	5	2401206	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
138	3	3	0	Q_CON1	40	40	139	145	0	0	0	0	0	0	0	0	0	0	0	51	1026	0	0	0	0	0	0	_F_TALK_000	_F_HAPPY_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	2.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
139	3	112	1	Q_SET1	40	40	141	138	140	0	0	0	0	0	0	0	0	0	0	1026	1027	0	0	0	0	0	0	_F_SAD_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	2.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
140	3	112	0	Q_SET6	40	40	0	138	139	2500067	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_TALK_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	2.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
141	3	112	1	Q_SET1	40	40	143	139	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_SAD_000	_F_HAPPY_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	2.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
142	3	112	0	Q_SET6	40	40	0	139	141	2500066	1	0	0	0	0	0	0	0	0	0	0	0	1028	0	0	0	0	_F_TALK_000	_F_TALK_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	2.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
143	3	112	1	Q_GUARD	40	40	0	141	600	0	1028	0	0	0	0	0	0	0	0	0	0	1028	1029	0	0	0	0	_F_HAPPY_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	2.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
144	3	112	0	Q_GATHER1	40	40	0	143	2500050	1	0	0	0	0	0	0	0	0	0	1027	0	1029	51	0	0	0	0	_F_FLEX_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	2.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
145	1	3	0	Q_CON1	40	42	146	853	0	0	0	0	0	0	0	0	0	0	0	52	53	0	0	0	0	0	0	_F_FLEX_000	_F_HAPPY_000	2401007	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
146	1	3	0	Q_CON1	40	42	147	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_FLEX_000	_F_HAPPY_000	2600501	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
147	1	3	0	Q_KILL1	40	43	148	146	511	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_SAD_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
148	1	3	0	Q_KILL1	40	43	149	147	62	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_FLEX_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
149	1	3	0	Q_GATHER1	40	44	150	148	2500049	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_FLEX_000	2401106	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
150	1	3	0	Q_CON2	40	44	151	149	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_EMOTION_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
151	1	3	0	Q_GATHER1	40	45	152	150	2500051	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_EMOTION_001	_F_EMOTION_008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
152	1	3	0	Q_GATHER1	40	45	153	151	2500211	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_EMOTION_008	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	2205422	1	2205423	1	2205424	1	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
153	1	3	0	Q_CON1	40	45	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_FLEX_000	_F_EMPOWER_000	2401015	1	2401007	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
154	1	3	0	Q_MOVIE_CON2	45	45	155	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ROSE_000.wmv	_F_SAD_000	2405093	3	0	0	0	0	0	0	0	0	0	0	2204830	1	2204831	1	2204832	1	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
155	1	1	0	Q_CON1	45	45	470	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	_F_SAD_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
156	1	126	0	Q_INSTANCE_KILL1	31	33	0	910	159	0	786	6	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_HAPPY_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
157	2	2	0	Q_KILL1	20	26	323	71	30	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_EMOTION_014	_F_EMOTION_009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
158	2	3	0	Q_GATHER1	32	40	0	121	2500052	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_EMOTION_003	_F_EMOTION_006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
159	25	0	0	Q_ENTER_INSTANCE1	20	31	0	910	156	2050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_TALK_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
160	2	3	0	Q_MOVIE_GATHER1	34	40	0	122	2500053	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ROSE_000.wmv	ROSE_000.wmv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
161	2	3	0	Q_GATHER1	37	45	162	128	2500054	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_EMOTION_006	_F_SAD_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
162	2	3	0	Q_GATHER1	37	45	0	161	2500055	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_SAD_000	_F_EMOTION_000	2405092	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
163	2	3	0	Q_CON1	33	45	164	128	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	_F_EMOTION_012	_F_HAPPY_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
164	2	3	0	Q_GATHER1	33	45	0	163	2500056	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_FLEX_000	_F_HAPPY_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
165	2	3	0	Q_GATHER1	34	45	0	164	2500057	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_FLEX_000	_F_HAPPY_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
166	2	3	0	Q_KILL1	34	45	0	165	512	1	0	0	0	0	0	0	0	0	0	0	49	49	0	0	0	0	0	_F_EMOTION_015	_F_EMOTION_007	2208987	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
167	2	3	0	Q_MOVIE_CON1	39	43	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ROSE_000.wmv	ROSE_000.wmv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
168	2	3	0	Q_MOVIE_GATHER1	36	45	0	160	2500058	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ROSE_000.wmv	ROSE_000.wmv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
169	2	3	0	Q_MOVIE_KILL1	38	43	0	0	515	1	0	0	0	0	0	0	0	0	0	0	515	0	0	0	0	0	0	MYRINA_000.wmv	MYRINA_000.wmv	2600002	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
170	2	3	1	Q_MOVIE_SET2	38	43	0	0	171	172	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	JOSEPH_000.wmv	JOSEPH_000.wmv	2401106	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
171	2	3	0	Q_SET4	38	43	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_EMOTION_008	_F_EMOTION_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
172	2	3	0	Q_SET6	38	43	0	0	170	2500059	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_EMOTION_001	_F_EMOTION_008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
173	2	3	0	Q_MOVIE_KILL1	38	43	0	1052	61	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BISMARCK_000.wmv	BISMARCK_000.wmv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
174	2	3	0	Q_GATHER1	41	41	175	152	2500060	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_HAPPY_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
175	2	3	0	Q_GATHER1	41	41	176	174	2500061	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
176	2	3	0	Q_GATHER1	41	41	0	175	2500062	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_FLEX_000	_F_FLEX_000	2401206	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
177	6	3	0	Q_DAY_MOVIE_KILL1	45	45	0	0	194	1	0	140	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	MYRINA_000.wmv	MYRINA_000.wmv	2600002	1	2405093	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
178	2	3	0	Q_GATHER1	44	45	179	151	2500063	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_EMOTION_006	_F_EMOTION_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
179	2	3	0	Q_GATHER1	44	45	180	178	2500064	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_EMOTION_006	_F_EMOTION_001	2205028	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
180	2	3	0	Q_CON1	44	45	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_EMOTION_006	_F_EMOTION_001	2208988	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
181	2	3	0	Q_MOVIE_CON1	44	45	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ROSE_000.wmv	ROSE_000.wmv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
182	2	3	0	Q_KILL1	44	45	0	129	514	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_EMOTION_009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
183	1	4	0	Q_CON1	45	46	184	470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_FLEX_000	_F_TALK_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
