n_ID	s_TITLE_BUFF	s_DESCRIPTION	s_CACULATE
8528	Thunder Break Spell	พายุสายฟ้าล้อมรอบตัวท่าน	
8529	Blitz Break Spell	สายฟ้าฟาดล้อมรอบตัวท่าน	
8530	Eden Blessing	ท่านได้รับ Eden Blessing เพิ่มพลัง เพิ่มความแข็งแกร่ง	
8531	Downhill Original sin	พลัง, ความแข็งแกร่ง ของท่านเพิ่มขึ้น	
8532	Empty Village Cannon First Bomb	บนตัวท่านมีแต่เขม่าดินปืน	
8533	Empty Village Cannon Second Bomb	บนตัวท่านมีแต่เขม่าดินปืน	
8534	Empty Village Cannon Third Bomb	บนตัวท่านมีแต่เขม่าดินปืน	
8535	I'm debt ghost	มองดูแล้วไม่ค่อยจะถูกชะตาด้วยเท่าไหร่	
8536	I'm Handsome	เปลี่ยนเป็น Drakeแล้ว รู้สึกไม่ค่อยสบายเท่าไหร่	
8537	Charcoal Taste	ตัวท่านควันขึ้นน่ะ เหอ เหอ	
8538	Transport Eden Box	ท่านกำลังแล่นเรือส่งของ\nหากกระโดด, น้ำเข้า หรือใช้สกิล สินค้าจะตกลงพื้น	
8539	Rotten Peach Retreat	โอมมมมม ถอยให้ห่างดอกท้อ	
8542	Holy Water	ร่างของท่านถูกล้างด้วยน้ำมนต์ศักิด์สิทธิ์ สามารถมองสิ่งที่มองไม่เห็นได้	
8545	Ego Original Sin Blessing	ในตัวของท่านเต็มไปด้วยพลังบาปกำเนิด-[อัตตา] 	
8546	logic Original Sin Blessing	ในตัวของท่านเต็มไปด้วยพลังบาปกำเนิด-[ตระกะ] 	
8547	Lust Original Sin Blessing	ในตัวของท่านเต็มไปด้วยพลังบาปกำเนิด-[ราคะ] 	
8548	Envious Original Sin Blessing	ในตัวของท่านเต็มไปด้วยพลังบาปกำเนิด-[ริษยา] 	
8549	Lazy Original Sin Blessing	ในตัวของท่านเต็มไปด้วยพลังบาปกำเนิด-[เกียจคร้าน] 	
8550	Rage Original Sin Blessing	ในตัวของท่านเต็มไปด้วยพลังบาปกำเนิด-[โทสะ] 	
8551	Greed Original Sin Blessing	ในตัวของท่านเต็มไปด้วยพลังบาปกำเนิด-[โลภะ] 	
8552	Truth Challenger	ท่านเข้าร่วมเป็นผู้ต่อสู้!	
8553	Truth Trainer	ท่านเข้าร่วมเป็นผู้ฝึกฝน!	
8554	Opened	ท่านดึงไปแล้ว ถึงตาเพื่อนร่วมเดินทางของท่านไปเปิดอีกอันนึงแล้ว	
8555	Opened	ท่านดึงไปแล้ว ถึงตาเพื่อนร่วมเดินทางของท่านไปเปิดอีกอันนึงแล้ว	
8577	Nitrogen Jet	หวังว่าท่านจะมีเข็มขัดนิรภัยนะ!	
8765	Cactus worm	ท่านกลายเป็นแมลงปีกแข็ง	
8788	Handling Woodpile	ท่านกำลังแล่นเรือส่งของ\nหากกระโดด, น้ำเข้า หรือใช้สกิล สินค้าจะตกลงพื้น	
8789	Deer	ท่านกลายเป็นกวางน้อย	
9903	Battle Fatigue	เมื่ออยู่ในสถานะนี้จะไม่สามารถเข้าร่วมสงครามได้	
10901	Upset	ลูกเรือของท่านเกิดความไม่พอใจ	
10902	General 	อากาศวันนี้ดีจัง	
10903	Happy 	ฮี่ๆๆๆ...	
10904	Joyful	บุก~บุกเลย~อ้ากกกกกกกกกกส์	
11002	Odyssey Heart	เนื่องด้วยผลจาก Odyssey Heart เพิ่มค่าพลังให้ตัวละคร $ADD_STRENGH	ADD_STRENGH(1)
11004	Olivia Heart	เนื่องด้วยผลจาก Olivia Heart เพิ่มค่าว่องไวตัวละคร $ADD_AGILITY	ADD_AGILITY(1)
11006	Elizabeth Heart	เนื่องด้วยผลจาก Elizabeth Heart เพิ่มค่าปัญญาให้ตัวละคร $ADD_INTELLECT	ADD_INTELLECT(1)
11801	Power Soul Lv.1	เมื่อได้รับผลแล้ว เพิ่มค่าพลัง +$ADD_STRENGH	ADD_STRENGH(1)
11802	Power Soul Lv.2	เมื่อได้รับผลแล้ว เพิ่มค่าพลัง +$ADD_STRENGH	ADD_STRENGH(1)
11803	Power Soul Lv.3	เมื่อได้รับผลแล้ว เพิ่มค่าพลัง +$ADD_STRENGH	ADD_STRENGH(1)
11804	Power Soul Lv.4	เมื่อได้รับผลแล้ว เพิ่มค่าพลัง +$ADD_STRENGH	ADD_STRENGH(1)
11805	Power Soul Lv.5	เมื่อได้รับผลแล้ว เพิ่มค่าพลัง +$ADD_STRENGH	ADD_STRENGH(1)
11806	Power Soul Lv.6	เมื่อได้รับผลแล้ว เพิ่มค่าพลัง +$ADD_STRENGH	ADD_STRENGH(1)
11807	Power Soul Lv.7	เมื่อได้รับผลแล้ว เพิ่มค่าพลัง +$ADD_STRENGH	ADD_STRENGH(1)
11808	Power Soul Lv.8	เมื่อได้รับผลแล้ว เพิ่มค่าพลัง +$ADD_STRENGH	ADD_STRENGH(1)
11809	Power Soul Lv.9	เมื่อได้รับผลแล้ว เพิ่มค่าพลัง +$ADD_STRENGH	ADD_STRENGH(1)
11810	Power Soul Lv.10	เมื่อได้รับผลแล้ว เพิ่มค่าพลัง +$ADD_STRENGH	ADD_STRENGH(1)
11811	Intellect Soul Lv.1	เมื่อได้รับผลแล้ว เพิ่มปัญญา +$ADD_INTELLECT	ADD_INTELLECT(1)
11812	Intellect Soul Lv.2	เมื่อได้รับผลแล้ว เพิ่มปัญญา +$ADD_INTELLECT	ADD_INTELLECT(1)
11813	Intellect Soul Lv.3	เมื่อได้รับผลแล้ว เพิ่มปัญญา +$ADD_INTELLECT	ADD_INTELLECT(1)
11814	Intellect Soul Lv.4	เมื่อได้รับผลแล้ว เพิ่มปัญญา +$ADD_INTELLECT	ADD_INTELLECT(1)
11815	Intellect Soul Lv.5	เมื่อได้รับผลแล้ว เพิ่มปัญญา +$ADD_INTELLECT	ADD_INTELLECT(1)
11816	Intellect Soul Lv.6	เมื่อได้รับผลแล้ว เพิ่มปัญญา +$ADD_INTELLECT	ADD_INTELLECT(1)
11817	Intellect Soul Lv.7	เมื่อได้รับผลแล้ว เพิ่มปัญญา +$ADD_INTELLECT	ADD_INTELLECT(1)
11818	Intellect Soul Lv.8	เมื่อได้รับผลแล้ว เพิ่มปัญญา +$ADD_INTELLECT	ADD_INTELLECT(1)
11819	Intellect Soul Lv.9	เมื่อได้รับผลแล้ว เพิ่มปัญญา +$ADD_INTELLECT	ADD_INTELLECT(1)
11820	Intellect Soul Lv.10	เมื่อได้รับผลแล้ว เพิ่มปัญญา +$ADD_INTELLECT	ADD_INTELLECT(1)
11821	Agility Soul Lv.1	เมื่อได้รับผลแล้ว เพิ่มว่องไว +$ADD_AGILITY	ADD_AGILITY(1)
11822	Agility Soul Lv.2	เมื่อได้รับผลแล้ว เพิ่มว่องไว +$ADD_AGILITY	ADD_AGILITY(1)
11823	Agility Soul Lv.3	เมื่อได้รับผลแล้ว เพิ่มว่องไว +$ADD_AGILITY	ADD_AGILITY(1)
11824	Agility Soul Lv.4	เมื่อได้รับผลแล้ว เพิ่มว่องไว +$ADD_AGILITY	ADD_AGILITY(1)
11825	Agility Soul Lv.5	เมื่อได้รับผลแล้ว เพิ่มว่องไว +$ADD_AGILITY	ADD_AGILITY(1)
11826	Agility Soul Lv.6	เมื่อได้รับผลแล้ว เพิ่มว่องไว +$ADD_AGILITY	ADD_AGILITY(1)
11827	Agility Soul Lv.7	เมื่อได้รับผลแล้ว เพิ่มว่องไว +$ADD_AGILITY	ADD_AGILITY(1)
11828	Agility Soul Lv.8	เมื่อได้รับผลแล้ว เพิ่มว่องไว +$ADD_AGILITY	ADD_AGILITY(1)
11829	Agility Soul Lv.9	เมื่อได้รับผลแล้ว เพิ่มว่องไว +$ADD_AGILITY	ADD_AGILITY(1)
11830	Agility Soul Lv.10	เมื่อได้รับผลแล้ว เพิ่มว่องไว +$ADD_AGILITY	ADD_AGILITY(1)
11831	Perceive Soul Lv.1	เมื่อได้รับผลแล้ว เพิ่มรู้สึก +$ADD_PERCEPTION	ADD_PERCEPTION(1)
11832	Perceive Soul Lv.2	เมื่อได้รับผลแล้ว เพิ่มรู้สึก +$ADD_PERCEPTION	ADD_PERCEPTION(1)
11833	Perceive Soul Lv.3	เมื่อได้รับผลแล้ว เพิ่มรู้สึก +$ADD_PERCEPTION	ADD_PERCEPTION(1)
11834	Perceive Soul Lv.4	เมื่อได้รับผลแล้ว เพิ่มรู้สึก +$ADD_PERCEPTION	ADD_PERCEPTION(1)
11835	Perceive Soul Lv.5	เมื่อได้รับผลแล้ว เพิ่มรู้สึก +$ADD_PERCEPTION	ADD_PERCEPTION(1)
11836	Perceive Soul Lv.6	เมื่อได้รับผลแล้ว เพิ่มรู้สึก +$ADD_PERCEPTION	ADD_PERCEPTION(1)
11837	Perceive Soul Lv.7	เมื่อได้รับผลแล้ว เพิ่มรู้สึก +$ADD_PERCEPTION	ADD_PERCEPTION(1)
11838	Perceive Soul Lv.8	เมื่อได้รับผลแล้ว เพิ่มรู้สึก +$ADD_PERCEPTION	ADD_PERCEPTION(1)
11839	Perceive Soul Lv.9	เมื่อได้รับผลแล้ว เพิ่มรู้สึก +$ADD_PERCEPTION	ADD_PERCEPTION(1)
11840	Perceive Soul Lv.10	เมื่อได้รับผลแล้ว เพิ่มรู้สึก +$ADD_PERCEPTION	ADD_PERCEPTION(1)
11841	body Soul Lv.1	เมื่อได้รับผลแล้ว เพิ่มกาย +$ADD_CONSITUTION	ADD_CONSITUTION(1)
11842	body Soul Lv.2	เมื่อได้รับผลแล้ว เพิ่มกาย +$ADD_CONSITUTION	ADD_CONSITUTION(1)
11843	body Soul Lv.3	เมื่อได้รับผลแล้ว เพิ่มกาย +$ADD_CONSITUTION	ADD_CONSITUTION(1)
11844	body Soul Lv.4	เมื่อได้รับผลแล้ว เพิ่มกาย +$ADD_CONSITUTION	ADD_CONSITUTION(1)
11845	body Soul Lv.5	เมื่อได้รับผลแล้ว เพิ่มกาย +$ADD_CONSITUTION	ADD_CONSITUTION(1)
11846	body Soul Lv.6	เมื่อได้รับผลแล้ว เพิ่มกาย +$ADD_CONSITUTION	ADD_CONSITUTION(1)
11847	body Soul Lv.7	เมื่อได้รับผลแล้ว เพิ่มกาย +$ADD_CONSITUTION	ADD_CONSITUTION(1)
11848	body Soul Lv.8	เมื่อได้รับผลแล้ว เพิ่มกาย +$ADD_CONSITUTION	ADD_CONSITUTION(1)
11849	body Soul Lv.9	เมื่อได้รับผลแล้ว เพิ่มกาย +$ADD_CONSITUTION	ADD_CONSITUTION(1)
11850	body Soul Lv.10	เมื่อได้รับผลแล้ว เพิ่มกาย +$ADD_CONSITUTION	ADD_CONSITUTION(1)
12008	Sea Shield	เพิ่มอัตราแม่นยำ $ADD_HITRATE%	ADD_HITRATE(2)(1)
12010	Dead Consciousness	เพิ่มอัตราคริติคอล $ADD_POWERHIT%	ADD_POWERHIT(2)(1)
12014	Boldness	เพิ่มอัตราหลบหลีก$ADD_DODGE%	ADD_DODGE(2)(1)
13001		พลังพื้นฐาน +3%	
13002		พลังพื้นฐาน +6%	
13003		พลังพื้นฐาน +9%	
13004		พลังพื้นฐาน +12%	
13005		พลังพื้นฐาน +15%	
13006		พลังพื้นฐาน +18%	
13007		พลังพื้นฐาน +21%	
13008		พลังพื้นฐาน +24%	
13009		พลังพื้นฐาน +27%	
13010		พลังพื้นฐาน +30%	
13011		ว่องไวพื้นฐาน +3%	
13012		ว่องไวพื้นฐาน +6%	
13013		ว่องไวพื้นฐาน +9%	
13014		ว่องไวพื้นฐาน +12%	
13015		ว่องไวพื้นฐาน +15%	
13016		ว่องไวพื้นฐาน +18%	
13017		ว่องไวพื้นฐาน +21%	
13018		ว่องไวพื้นฐาน +24%	
13019		ว่องไวพื้นฐาน +27%	
13020		ว่องไวพื้นฐาน +30%	
13021		กายพื้นฐาน +3%	
13022		กายพื้นฐาน +6%	
13023		กายพื้นฐาน +9%	
13024		กายพื้นฐาน +12%	
13025		กายพื้นฐาน +15%	
13026		กายพื้นฐาน +18%	
13027		กายพื้นฐาน +21%	
13028		กายพื้นฐาน +24%	
13029		กายพื้นฐาน +27%	
13030		กายพื้นฐาน +30%	
13031		ปัญญาพื้นฐาน +3%	
13032		ปัญญาพื้นฐาน +6%	
13033		ปัญญาพื้นฐาน +9%	
13034		ปัญญาพื้นฐาน +12%	
13035		ปัญญาพื้นฐาน +15%	
13036		ปัญญาพื้นฐาน +18%	
13037		ปัญญาพื้นฐาน +21%	
13038		ปัญญาพื้นฐาน +24%	
13039		ปัญญาพื้นฐาน +27%	
13040		ปัญญาพื้นฐาน +30%	
13041		รู้สึกพื้นฐาน +3%	
13042		รู้สึกพื้นฐาน +6%	
13043		รู้สึกพื้นฐาน +9%	
13044		รู้สึกพื้นฐาน +12%	
13045		รู้สึกพื้นฐาน +15%	
13046		รู้สึกพื้นฐาน +18%	
13047		รู้สึกพื้นฐาน +21%	
13048		รู้สึกพื้นฐาน +24%	
13049		รู้สึกพื้นฐาน +27%	
13050		รู้สึกพื้นฐาน +30%	
17114	Water Dungeon	เป้าหมายถูกคุกใต้น้ำขังไว้	
17502	Suit Effect	เมื่อโจมตีจะมีโอกาสปล่อย [Red Chain] 5%	
17504	Suit Effect	เมื่อโจมตีจะมีโอกาสปล่อย [Glory Shooting] 5%	
17506	Suit Effect	เมื่อโจมตี หากเป้าหมายมีเลือดเยอะหว่า 90% จะปล่อย [Light Bubble] 	
17508	Suit Effect	เมื่อโจมตีจะมีโอกาสปล่อย [Flower Thunder] 5%	
17509	Red Chain	ความเร็วเคลื่อนที่สูงสุดในเวลาสั้นๆ	
17510	Light Bubble	ได้รับความเสียหายสูงขึ้นในเวลาสั้นๆ	
18001	Good	เมื่อพลังถึง $STR_CHECK โจมตีหนักกายภาพเพิ่มขึ้น $ADD_DAMPLUS_PHYSIC 	STR_CHECK(3); ADD_DAMPLUS_PHYSICS(1)
