n_ID	s_NAME	s_TITLE	s_NPC_CHATS
203	Rob	Poseidon Loyalty Soldier	ถ้ำแห่งนี้คือฐานที่มั่นแห่งแรกของราขาโจรสลัด ในช่วงนั้นพวกข้าก็ขยายดินแดนออกไปอย่างกว้างขวาง
204	Jason	Pirate King	หลังจากที่ข้าควบคุมพลังของหินแห่งบาปได้ ข้าจะบุกราชอาณาจักร Atlas  แล้วจับกุม <text>[52300001]</text>!
205	Robert	Baron The Pirate	ในเมื่อข้าเป็นถึงโจรสลัดบารอน เป็นกลุ่มที่แข็งแกร่งจะต้องพึ่งพาใครอีก มันคือทางเดินชีวิตของข้า
206	Eavesdrop Pirates		เฮ้เฮ้เฮ้......ข้านั้นชื่นชอบที่จะแอบฟังความลับของคนอื่นมากที่สุดเลยหละ
207	Pirates informer		เฮ้เฮ้เฮ้......ข้านั้นชื่นชอบที่จะรายงานต่อ Poseidon เป็นที่สุดเลย
208	Odyssey	Navy Stalker	ที่แห่งนี้ <text>[52300006]</text> เป็นสถานที่ขึ้นชื่อว่ายากที่จะตีแตกและลักลอบเข้าไปได้!
209	Urouge	Chief Dragon Warrior	เมื่อกลายเป็นนักรบอันดับหนึ่งแห่ง Poseidon คู่ต่อสู้ที่น่ากลัวที่สุดไม่ใช่กองทัพเรือแต่เป็น <text style="79">[52500210]</text> นางผู้นี้
210	morgan	Pirate Knight	บนผืนมหาสมุทรแห่งนี้ข้าปล้นเรือสินค้ามาแล้วร้อยกว่าลำ และยังต่อสู้กับข้าศึกมาแล้วร้อยกว่าครั้งไม่เคยพ่ายแพ้แม้แต่ครั้งเดียว
211	Giselle	Cage feed	ช่วยข้าด้วย! ข้าคือสนมแห่ง Poseidon ข้าไม่ต้องการเป็นอาหารของสัตว์!
212	Underground palace  Female guard		พวกเราภักดีต่อพระราชินี <text style="79">[52500213]</text> แม้จะเป็นคำสั่งของPoseidonผู้ยิ่งใหญ่ พวกเรายังสามารถมองข้ามได้เลย
213	Medea	The Siren	บนโลกใบนี้ไม่มีใครที่งามไปกว่าข้าอีกแล้ว ต่อให้มีข้าก็จะฆ่านางซะ
214	Angelina	Cute Slave	ทำไมถึงได้โหดร้ายกับฉันเช่นนี้ ทั้งหมดนี้เป็นความผิดของ <text style="79">[52500087]</text> นะ....เพราะเหตุใดถึงได้เกลียด <text style="79">[52500087]</text> ทำไมถึงยังไม่มาช่วยฉัน?
215	Odyssey	Wrath Witch	แม้ว่าข้าจะมีความอดทนสูง แต่โอกาสที่ดีสำหรับการแก้แค้น กลับเป็นเพียงความพอใจแค่ชั่วขณะเท่านั้นแหละ
216	Angelina	Rescued Princess	……เจ้าเป็นใครกัน?……แล้วข้าคือใครกัน?……ข้าอยากกลับบ้านแต่บ้านของข้าอยู่ที่ไหนกันหละ?
217	Veronica	Witch Apprentice	เฮ้! พวกเราเจอกันอีกแล้ว ข้าเห็นถ้ำริมทะเลนี้ดูลึกมากข้าก็ลองเข้าไปดู นึกไม่ถึงว่ามันจะลึกเข้าไปไม่มีที่สิ้นสุดเลย
218	Tired Worker		สามวันสามคืนแล้วข้ายังไม่ได้นอนเลย....
219	Golden Axe pirates		
220	Bat Banshee		
221	Red Horn Pirates Group		
222	Crull Two Horns		
223	Sea Dragon Warrior		
224	Charm Felvine		
225	Purple Flame Lion		
226	Anger Lion		
227	Snail		
228	Phantom Demon Snake		
229	Jade magician		
230	Mirage reel		(เนื่องจากภาพลวงตาของ <text style="79">[52500004]</text> สามารถทำให้เกิดร่างคนเหมือนจริงได้)
231	Navy Bulletin Board		(บนบอร์ดประกาศติดเงินรางวัลในวันนี้ จัดให้เหล่านักเดินเรือและนักผจญภัยได้มีโอกาศรับเงินและประสบการณ์ที่หลากหลาย)
