n_ID	s_NAME	s_ID_MODEL_CLASS	n_ID_MODEL	n_ID_MAP	s_PREDESCRIPT	s_OUTFIT	n_BOUNDARY	n_HEIGHT	n_LEVEL_MIN	n_LEVEL_MAX	n_RANK	f_RATIO_EXP	f_RATIO_SP	s_PROPERTIES	n_SPEED_WALK	n_SPEED_RUN	n_VEHICLE	n_AI_WANDER	n_AI_COMBAT	n_AI_TACTIC	s_SKILLS	n_DEADMISSILE	n_CONDITION	n_SKIN_COLOR	s_FX_SELECT	n_WATER_DOWN	s_FX_GORE	n_INTIMATE	n_CREDIT	n_PVPSCORE	n_MOB_APPEAR	n_DROP_RANGE	n_DROPS_EQUIPMENT	n_DROPS_NORMAL	n_DROPS_SPECIALLY	n_DROP_FLOOR	n_DROPS_QUEST	s_QUEST_BEGIN	s_QUEST_END	n_CAPABILITY	s_ICON	s_LOCATION	n_GM_SWITCH	n_FITTINGROOM_DISTANCE	n_FITTINGROOM_HEIGHT	s_NPC_VOICE	s_ROLE_GRAPHIC	n_BROADCAST	n_MOB_USAGE	s_HK_VER	s_TC_VER	s_JP_VER	s_TH_VER
687	賽蓮	FEMALE	0	0	P_FEMALE_FIST	P_FEMALE_952_000_SIREN	75	180	104	104	0	0.0	0.0	7158	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700687	601;771;772;773;774;2619;2620	771;772;773;774;2619;2620	1			0	0	0	192;193;194	SAILIAN_0	0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
688	紳士鴨嘴獸	M025	2	0		M025_002_000_SP1;M025_002_000_SP2	100	100	99	101	1	1.0	1.0	400;7130	100	650	0	10	351	1	3500;3502;3504;3507	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400031	2701009	2802265	0	8700688			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
689	企鵝上士	M024	1	0		M024_001_000_SP1;M024_001_000_SP2	75	135	99	101	1	1.0	1.0	400;7123	100	650	0	16	341	1	3480;3481;3485;3483;3484	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400031	2701009	0	0	8700689			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
690	海底十字軍	M019	0	1		M019_000_001_SP1;M019_000_001_SP2	100	150	99	101	1	1.0	1.0	400;7094	100	650	0	16	291	1	3380;3383;3391;3390;3385	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400031	2701009	0	0	8700690			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
691	巫髏千夫長	M026	0	1		M026_000_001_SP1;M026_000_001_SP2	130	220	99	101	1	1.0	1.0	400;7132	100	650	0	10	361	1	3521;3520;3523;3522;3526	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400031	2701009	0	0	8700691			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
692	下水道鐵人	M016	0	0		M016_000_000_SP1;M016_000_000_SP2	170	220	99	101	1	1.0	1.0	400;7077	100	650	0	16	260	1	3320;3324;3327	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400031	2701009	0	0	8700692			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
693	海軍二足機甲	M018	0	0		M018_000_000_N	120	230	99	101	1	1.0	1.0	400;7087	100	650	0	16	280	1	3363;3360;3366;3368	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400031	2701009	2802244	0	8700693			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
694	巫髏船長	M026	1	1		M026_001_001_SP1;M026_001_001_SP2	130	220	99	101	1	1.0	1.0	400;7135	100	650	0	10	360	1	3521;3520;3523;3522;3526	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400031	2701009	0	0	8700694			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
695	蒸氣鐵人	M016	0	1		M016_000_001_N;M016_000_001_SP1	150	160	99	101	1	1.0	1.0	400;7078	100	650	0	16	260	1	3320;3324;3327	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400031	2701009	0	0	8700695			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
696	海軍虎式機甲	M018	0	2		M018_000_002_N	120	230	99	101	1	1.0	1.0	400;7089	100	650	0	16	280	1	3363;3361;3366;3368	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400031	2701009	2802246	0	8700696			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
697	不死者貝索	M026	1	1		M026_001_001_BOSS	150	300	99	101	1	1.0	1.0	416;7135	100	650	0	11	362	1	3521;3520;3524;3522;3526	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400031	2701009	0	0	8700697			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
698	青眼巨蟲	M020	0	0		M020_000_000_SP3	200	330	105	106	1	0.0	0.0	416;7099;8195	100	650	0	11	303	1	3400;3402;3401;3413;3408	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700698			0			0	0	0			0	8	1.00.0000	1.00.0000	1.07.0000	1.07.0000
699	地洞惡鬼	M023	1	0		M023_001_000_SP2	130	220	105	106	1	0.0	0.0	400;7118;8195	100	650	0	11	331	1	3461;3462;3466;3468	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700699			0			0	0	0			0	8	1.00.0000	1.00.0000	1.07.0000	1.07.0000
701	伊甸蛇后	M021	1	1		M021_001_001_SP2	130	170	110	111	1	0.0	0.0	400;7109;8195	100	650	0	11	311	1	3420;3421;3423;3428;3426	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700701			0			0	0	0			0	8	1.00.0000	1.00.0000	1.07.0000	1.07.0000
702	海盜刺客	M001	3	1		M001_003_001_SP2	200	210	110	111	1	0.0	0.0	400;7012;8195	100	650	0	16	112	1	3020;3020;3026;3027	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700702			0			0	0	0			0	8	1.00.0000	1.00.0000	1.07.0000	1.07.0000
703	入侵的鳥妖	M022	0	2		M022_000_002_SP2	100	250	110	111	1	0.0	0.0	400;7112;8195	100	650	0	11	321	1	3440;3441;3446;3447;3450;3452	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700703			0			0	0	0			0	8	1.00.0000	1.00.0000	1.07.0000	1.07.0000
704	兇悍奴隸	FEMALE	0	0	P_FEMALE_SINGLE	P_FEMALE_015_000_SINGLE	75	150	111	114	1	0.0	0.0	400;8195;8009	100	650	0	11	461	1	3720;3721;3722;3723;3724	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700704			0			0	0	0			0	8	1.00.0000	1.00.0000	1.07.0000	1.07.0000
705	柏拉圖的機甲兵	M016	1	0		M016_001_000_N	150	160	119	120	1	0.0	0.0	416;7079	440	650	0	1	260	1	3321;3325;3326;3327;3329;3331	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700705			0			0	0	0			0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
706	奧德賽的機甲兵	M016	0	2		M016_000_002_N	150	160	119	120	1	0.0	0.0	416;7080	440	650	0	1	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700706			0			0	0	0		ODYSSEY_0	0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
707	空寨守衛兵	FEMALE	0	0	P_FEMALE_FIREARM	P_FEMALE_010_000_FIREARM	75	150	105	110	1	0.0	0.0	8195;8009	100	650	0	11	480	1	3800;3801;3802;3803	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700707			0			0	0	0			0	8	1.00.0000	1.00.0000	1.07.0000	1.07.0000
708	噴射貓盜賊團零號	M015	1	1		M015_001_001_SP2	100	250	116	116	1	1.0	1.0	400;7076	100	650	0	16	251	1	3305;3304;3310	0	0	0		75	S_H_GOREDEAD	0	0	0	0	200	5400004	2701012	0	0	8700708			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
709	百慕達裂縫		0	0		INVISIBLE	300	600	120	120	0	0.0	0.0	7156;99999	0	0	0	2	0	0		0	15	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700709			0			0	0	0			0	7	1.00.0000	1.00.0000	1.07.0000	1.07.0000
710	百慕達裂縫		0	0		INVISIBLE	300	600	120	120	0	0.0	0.0	7156;99999	0	0	0	2	0	0		0	15	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700710			0			0	0	0			0	7	1.00.0000	1.00.0000	1.07.0000	1.07.0000
711	哥倫布	M055	0	0		M055_000_000_N	100	210	104	104	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700711	603	603	1			0	0	0	96;97;98	COLUMBUS_0	0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
712	地獄惡鬼	M023	1	0		M023_001_000_SP2	130	220	101	103	1	1.0	1.0	400;7118	100	650	0	11	331	1	3461;3461;3466;3468	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700712			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
713	德雷克	M054	0	0		M054_000_000_N	100	220	115	115	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700713	668	668	1			0	0	0	87;88;90	DRAKE_0	0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
714	龍人空賊	M017	1	0		M017_001_000_N;M017_001_000_SP1	140	220	111	112	1	1.0	1.0	400;7086	100	650	0	11	271	1	3340;3343;3342;3348;3344	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700714			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
715	奧德賽	M009	0	0		M009_000_000_N	100	155	120	120	0	0.0	0.0	7047	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700715		694	1			0	0	0	19;11;12	ODYSSEY_0	0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
716	柏拉圖	M012	0	0		M012_000_000_N	100	195	120	120	0	0.0	0.0	7060	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700716			0			0	0	0	23;27;28	PLATO_0	0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
717	珍妮	FEMALE	0	0	P_FEMALE_FIST	P_FEMALE_007_000_ERIA	75	150	86	86	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700717	907;3113;3185	923;3113;3185	1	Icon_Map_Shop		0	0	0	182		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
718	海市蜃樓卷軸		0	0		MAP001_000_000	200	260	105	110	0	0.0	0.0	0	150	650	0	2	0	0		0	128	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700718	279;429;430;431;432;2503	429;430;431;432;2503	1			0	0	0			0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
719	海市蜃樓卷軸		0	0		MAP001_000_000	200	260	105	110	0	0.0	0.0	0	150	650	0	2	0	0		0	128	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700719	433;438;442;445;446;2552	438;442;445;446;2552	1			0	0	0			0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
720	海市蜃樓卷軸		0	0		MAP001_000_000	200	260	105	110	0	0.0	0.0	0	150	650	0	2	0	0		0	128	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700720	459;486;487;490;493;494;495;511;512;2553	459;485;490;493;495;511;512;2553	1			0	0	0			0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
721	海市蜃樓卷軸		0	0		MAP001_000_000	200	260	105	110	0	0.0	0.0	0	150	650	0	2	0	0		0	128	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700721	475;476;477;504;507;2504	475;476;504;507;2504	1			0	0	0			0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
722	任務公佈欄		0	0		BULLETIN_BOARD	200	500	105	110	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700722			0			0	0	0			0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
723	海盜間諜	MALE	0	0	P_MALE_DUAL	P_MALE_009_000_DUEL	75	170	87	89	1	0.0	0.0	400;8195;8009	100	650	0	11	471	1	3780;3781;3782;3783	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700723			0			0	0	0			0	8	1.00.0000	1.00.0000	1.07.0000	1.07.0000
724	噴射貓盜賊團	M015	1	1		M015_001_001_SP1	100	180	110	111	1	1.0	1.0	400;7076	100	650	0	16	251	1	3305;3304;3310	0	0	0		75	S_H_GOREDEAD	0	0	0	0	200	5400004	2701011	0	0	8700724			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
725	噴射貓盜賊團老大	M015	1	1		M015_001_001_SP3	150	320	110	111	1	1.0	1.0	416;7076	100	650	0	16	253	1	3305;3304;3310	0	0	0		75	S_H_GOREDEAD	0	0	0	0	200	5400004	2701011	0	0	8700725			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
726	海市蜃樓卷軸		0	0		MAP001_000_000	200	260	105	110	0	0.0	0.0	0	150	650	0	2	0	0		0	128	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700726	644;807;808;809;2508;2509	807;808;809;2508;2509	1			0	0	0			0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
727	海市蜃樓卷軸		0	0		MAP001_000_000	200	260	105	110	0	0.0	0.0	0	150	650	0	2	0	0		0	128	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700727	815;823;824;825;2557	815;823;824;825;2557	1			0	0	0			0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
728	無名氏	MALE	0	0	P_MALE_FIST	P_MALE_010_002_NONAME	75	200	105	110	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700728	835;836;837;838	835	1			0	0	0	179		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
729	賽費羅斯	MALE	0	0	P_MALE_FIST	P_MALE_019_000_SEPHIROTH	75	200	105	110	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700729	849	849	1			0	0	0	179		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
730	菲歐娜	FEMALE	0	0	P_FEMALE_FIST	P_FEMALE_019_000_FIONA	75	200	105	110	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700730	847;848;850	847;848;850	1			0	0	0	201		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
731	躲起來的依蓮	M075	0	0		M075_000_000_SP2	75	200	105	110	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	0	200	0	0	0	0	8700731		833	1			0	0	0	136;137;138		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
732	海軍少將	FEMALE	0	0	P_FEMALE_FIST	P_FEMALE_001_000_N	75	155	105	110	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700732			0			0	0	0	202		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
733	海軍中將	MALE	0	0	P_MALE_FIST	P_MALE_014_000_N	75	170	105	110	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700733			0			0	0	0	160		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
734	奧德賽	M009	0	0		M009_000_000_N	100	155	105	110	0	0.0	0.0	7047	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700734			0			0	0	0	12	ODYSSEY_0	0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
735	柏拉圖	M012	0	0		M012_000_000_N	100	195	105	110	0	0.0	0.0	7060	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700735		695	1			0	0	0	23;27;28	PLATO_0	0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
736	奧德賽的機甲	M016	0	2		M016_000_002_N	150	160	120	120	0	0.0	0.0	416;7079	150	650	3005	4	0	0		0	16	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	0			0			0	0	0		ODYSSEY_0	0	6	1.00.0000	1.00.0000	1.07.0000	1.07.0000
737	柏拉圖的機甲	M016	1	0		M016_001_000_N	150	160	120	120	1	1.0	1.0	416;7080	100	650	0	16	264	1	3322;3333;3327;3334;3331;3329	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700737			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
738	奧德賽的機甲	M016	0	2		M016_000_002_N	150	160	120	120	1	1.0	1.0	416;7079	100	650	0	16	262	1	3321;3325;3327;3326;3331;3329	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700738			0			0	0	0		ODYSSEY_0	0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
739	柏拉圖的機甲	M016	1	0		M016_001_000_N	150	160	120	120	0	0.0	0.0	416;7080	150	650	3006	4	0	0		0	16	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	0			0			0	0	0			0	6	1.00.0000	1.00.0000	1.07.0000	1.07.0000
740	羅米歐	MALE	0	0	P_MALE_FIST	P_MALE_012_002_FRIEND	75	170	10	10	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700740	8100;8101;8104;8114;8119;8121;8123	8100;8101;8104;8111;8112;8114;8119;8121;8123	1			0	0	0			0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
741	茱里耶	FEMALE	0	0	P_FEMALE_FIST	P_FEMALE_012_002_FRIEND	75	150	10	10	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700741	8109;8115;8120;8122;8124;8125;8126;8130;8132;8134;8136	8102;8103;8107;8109;8113;8115;8120;8110;8120;8122;8124;8125;8126;8130;8132;8134;8136	1			0	0	0	196		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
742	奧德賽	M009	0	0		M009_000_000_N	100	155	20	20	0	0.0	0.0	7047	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700742		722	1			0	0	0	11;13;14	ODYSSEY_0	0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
743	籠裡的死囚犯	M001	0	3		M001_000_003_SP1	75	170	20	20	0	0.0	0.0	8200;8009	150	650	0	1	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700743	100	100	1			0	0	0	2		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
744	范度拉	M074	0	1		M074_000_001_N	75	90	105	110	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700744	3126;3127	3126;3127	1			0	0	0	134;135		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
745	任務公佈欄		0	0		BULLETIN_BOARD	200	500	105	110	0	0.0	0.0	0	150	650	0	2	0	0		0	12	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700745			0			0	0	0			0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
746	海軍士兵	MALE	0	0	P_MALE_FIST	P_MALE_004_000_N	75	170	105	110	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700746	439	439	1			0	0	0	160		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
747	海軍士兵	MALE	0	0	P_MALE_FIST	P_MALE_004_000_N	75	170	105	110	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700747	440	440	1			0	0	0	163		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
748	海軍士兵	MALE	0	0	P_MALE_FIST	P_MALE_004_000_N	75	170	105	110	0	0.0	0.0	8200	150	650	0	1	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700748	441	441	1			0	0	0	162		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
749	釣上來的驚喜	M021	0	2		M021_000_002_SP2	130	170	93	95	1	0.0	0.0	400;7107;8195	100	650	0	11	311	1	3420;3421;3424;3427	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700749			0			0	0	0			0	8	1.00.0000	1.00.0000	1.07.0000	1.07.0000
750	收破爛攤商	M074	0	0		M074_000_000_N	75	90	105	110	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700750	3133;3136;3137;3179	3133;3136;3137;3179	1			0	0	0	134;135		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
751	薇若妮卡	FEMALE	0	0	P_FEMALE_FIST	P_FEMALE_012_000_VENONIKA	75	150	87	87	0	0.0	0.0	8200	150	650	0	1	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	0	200	0	0	0	0	8700751	822	822	1			0	0	0	203		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
752	海市蜃樓卷軸		0	0		MAP001_000_000	200	260	105	110	0	0.0	0.0	0	150	650	0	2	0	0		0	128	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700752	829;832;843;844;881;882;2510;2558;2559;1519	829;832;843;844;881;882;2510;2558;2559	1			0	0	0			0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
753	吉賽兒	FEMALE	0	0	P_FEMALE_FIST	P_FEMALE_007_002_GISEL	75	150	87	87	0	0.0	0.0	8200	150	650	0	1	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	0	200	0	0	0	0	8700753	376;377	345;376;377	1			0	0	0	204		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
754	人面岩之鬼	M008	0	1		M008_000_001_SP2	150	210	105	106	1	0.0	0.0	400;7043;8195	100	650	0	11	181	1	3160;3168;3161;3162;3169	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700754			0			0	0	0			0	8	1.00.0000	1.00.0000	1.07.0000	1.07.0000
755	賽蓮	FEMALE	0	0	P_FEMALE_FIST	P_FEMALE_952_000_SIREN	75	180	10	10	0	0.0	0.0	7158	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700755	723;724;900	723;900	1			0	0	0	187;189	SAILIAN_0	0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
756	神秘黑袍武士	M076	0	0		M076_000_000_N	100	233	10	10	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	0	200	0	0	0	0	8700756	725	724	1			0	0	0	4;5;6;8;9;10	SHADOW_0	0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
757	薩拉丁	MALE	0	0	P_MALE_FIST	P_MALE_015_000_ZERALTIN	75	170	50	50	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	0	200	0	0	0	0	8700757		252	1			0	0	0	180		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
758	威廉基德	MALE	0	0	P_MALE_FIST	P_MALE_015_000_WILLIAMKID	75	170	10	10	0	0.0	0.0	8010	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	0	200	0	0	0	0	8700758	726;727	725;726	1			0	0	0	1014		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
759	無名氏之墓		0	0		MAP_OBJ_GRAVE	150	290	10	10	0	0.0	0.0	0	150	650	0	2	0	0		0	12	0		75	S_H_GOREDEAD	0	0	0	0	200	0	0	0	0	8700759			0			0	0	0			0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
760	九鬼嘉隆	M057	0	0		M057_000_000_N	100	175	10	10	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700760	728	727	1			0	0	0	104;105;107;108;109	YAMA_0	0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
761	穆勒	MALE	0	0	P_MALE_FIST	P_MALE_014_000_MULLER	75	170	10	10	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700761	729	728	1			0	0	0	164		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
762	俾斯麥	M056	0	0		M056_000_000_N	100	220	10	10	0	0.0	0.0	0	150	650	0	1	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700762	730	729	1			0	0	0	99;100;101;102;103	BISMARCK_0	0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
763	海軍士兵	MALE	0	0	P_MALE_FIST	P_MALE_004_000_N	75	170	10	10	0	0.0	0.0	0	150	650	0	1	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700763			0			0	0	0	164		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
764	海軍士兵	MALE	0	0	P_MALE_FIST	P_MALE_004_000_N	75	170	10	10	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700764			0			0	0	0	160		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
765	賽蓮	FEMALE	0	0	P_FEMALE_FIST	P_FEMALE_952_000_SIREN	75	180	10	10	0	0.0	0.0	7158	150	650	0	1	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	0	200	0	0	0	0	8700765			0			0	0	0	187;188;189;190	SAILIAN_0	0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
766	神秘黑袍武士	M076	0	0		M076_000_000_N	100	233	10	10	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	0	200	0	0	0	0	8700766	731	730	1			0	0	0	4;5;6;8;9;10	SHADOW_0	0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
767	南叮格兒	FEMALE	0	0	P_FEMALE_FIST	P_FEMALE_002_003_NIGHTINGALE	75	150	10	10	0	0.0	0.0	0	150	650	0	1	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700767	2600;2601;2602;2603;2604	2600;2601;2602;2603;2604;7531	1			0	0	0	201	LITTLENURSE_0	0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
