n_ID	n_STACK	n_BUFF_TYPE	s_BUFF_ICON	f_DURATION	s_BUFF_CANCEL	s_BUFF_CONDITON	s_CONDITIONAL_BUFF	s_CONSTANT_BUFF	s_BUFF_FXS	s_BUFF_FXS_RIGHT	s_BUFF_FXS_LEFT	n_ANIMATION_RANK	s_ANIMATION_REPLACE
455	3	2		0.0				ADD_DAMMIPHYSICS(2.2);ADD_DAMMIMAGIC(2.2);ADD_HPMAX(62);ADD_AC_PHYSICS(5.3);ADD_AC_MAGIC(5.3);ADD_PENETRATE_PHYSICS(1);ADD_PENETRATE_MAGIC(1);ADD_RECOVER_HP(4);ADD_ABSORB_POWERDAM(0.75);IRONFOOT(0);ADD_DAMPLUS_PHYSICS(1);ADD_DAMPLUS_MAGIC(1);ADD_HITRATE(0.05)				0	
456	3	2		0.0				ADD_DAMMIPHYSICS(4.5);ADD_DAMMIMAGIC(4.5);ADD_HPMAX(200);ADD_ANTI_STUN(0.25);ADD_ANTI_CURSE(0.25);ADD_AC_PHYSICS(5.6);ADD_AC_MAGIC(5.6);ADD_PENETRATE_PHYSICS(2);ADD_PENETRATE_MAGIC(2);ADD_RECOVER_HP(6);ADD_ABSORB_POWERDAM(0.75);IRONFOOT(0);ADD_DAMPLUS_PHYSICS(2);ADD_DAMPLUS_MAGIC(2);ADD_HITRATE(0.15)				0	
457	3	2		0.0				ADD_DAMMIPHYSICS(4.5);ADD_DAMMIMAGIC(4.5);ADD_HPMAX(240);ADD_ANTI_STUN(0.25);ADD_ANTI_CURSE(0.25);ADD_AC_PHYSICS(5.6);ADD_AC_MAGIC(5.6);ADD_PENETRATE_PHYSICS(2);ADD_PENETRATE_MAGIC(2);ADD_RECOVER_HP(6);ADD_ABSORB_POWERDAM(0.75);IRONFOOT(0);ADD_DAMPLUS_PHYSICS(2);ADD_DAMPLUS_MAGIC(2);ADD_HITRATE(0.15)				0	
458	3	2		0.0				ADD_DAMMIPHYSICS(4.5);ADD_DAMMIMAGIC(4.5);ADD_HPMAX(295);ADD_ANTI_STUN(0.25);ADD_ANTI_CURSE(0.25);ADD_AC_PHYSICS(5.6);ADD_AC_MAGIC(5.6);ADD_PENETRATE_PHYSICS(2);ADD_PENETRATE_MAGIC(2);ADD_RECOVER_HP(6);ADD_ABSORB_POWERDAM(0.75);IRONFOOT(0);ADD_DAMPLUS_PHYSICS(2);ADD_DAMPLUS_MAGIC(2);ADD_HITRATE(0.2)				0	
459	3	2		0.0				ADD_DAMMIPHYSICS(4.5);ADD_DAMMIMAGIC(4.5);ADD_HPMAX(355);ADD_ANTI_STUN(0.25);ADD_ANTI_CURSE(0.25);ADD_AC_PHYSICS(5.6);ADD_AC_MAGIC(5.6);ADD_PENETRATE_PHYSICS(2);ADD_PENETRATE_MAGIC(2);ADD_RECOVER_HP(6);ADD_ABSORB_POWERDAM(0.75);IRONFOOT(0);ADD_DAMPLUS_PHYSICS(2);ADD_DAMPLUS_MAGIC(2);ADD_HITRATE(0.2)				0	
460	3	2		0.0				ADD_DAMMIPHYSICS(4.5);ADD_DAMMIMAGIC(4.5);ADD_HPMAX(410);ADD_ANTI_STUN(0.25);ADD_ANTI_CURSE(0.25);ADD_AC_PHYSICS(5.6);ADD_AC_MAGIC(5.6);ADD_PENETRATE_PHYSICS(3);ADD_PENETRATE_MAGIC(3);ADD_RECOVER_HP(6);ADD_ABSORB_POWERDAM(0.75);IRONFOOT(0);ADD_DAMPLUS_PHYSICS(2);ADD_DAMPLUS_MAGIC(2);ADD_HITRATE(0.2)				0	
500	74	0	IB029	3.5	OUTSCENE(291)			PEACE(0)				0	
501	1	1		0.0				KNOCKDOWN(501)				0	
502	1	1		0.0				KNOCKDOWN(502)				0	
503	1	1		0.0				KNOCKDOWN(503)				0	
504	1	1		0.0				KNOCKDOWN(504)				0	
505	1	1		0.0				KNOCKDOWN(505)				0	
510	3	0		0.0								0	
520	2	8192		0.0		BUFF_I(0,65536,1)	ADD_MUL_DAMAGE(0.3)	POPBAR(Main_Panel_Hotkey_Combo1);RESKILL(521);MISSILE(22,3);MUL_ABSORB_PHYSICS(-1);MUL_ABSORB_MAGIC(-1);MUL_AC_PHYSICS(-1);MUL_AC_MAGIC(-1)				0	
521	2	8192		0.0		BUFF_I(0,65536,1)	ADD_MUL_DAMAGE(0.3)	POPBAR(Main_Panel_Hotkey_Combo1);RESKILL(523);RESKILL(524);RESKILL(525);MISSILE(22,3);MUL_ABSORB_PHYSICS(-1);MUL_ABSORB_MAGIC(-1);MUL_AC_PHYSICS(-1);MUL_AC_MAGIC(-1)				0	
522	2	8192		0.0		BUFF_I(0,65536,1)	ADD_MUL_DAMAGE(0.3)	POPBAR(Main_Panel_Hotkey_Combo1);RESKILL(526);RESKILL(527);RESKILL(528);MISSILE(22,3);MUL_ABSORB_PHYSICS(-1);MUL_ABSORB_MAGIC(-1);MUL_AC_PHYSICS(-1);MUL_AC_MAGIC(-1)				0	
523	2	8192		0.0		BUFF_I(0,65536,1)	ADD_MUL_DAMAGE(0.3)	POPBAR(Main_Panel_Hotkey_Combo1);RESKILL(529);RESKILL(530);RESKILL(531);MISSILE(22,3);MUL_ABSORB_PHYSICS(-1);MUL_ABSORB_MAGIC(-1);MUL_AC_PHYSICS(-1);MUL_AC_MAGIC(-1)				0	
552	552	8192	IB009	10.0				ADD_MUL_DAMAGE(-50)	L_IRON_SHIP			0	
554	554	8192		0.8999999761581421				ADD_SPEED_RUN(-175)				0	
556	556	8192	I_STR4_1	10.0				ADD_SPEED_RUN(120)	L_SHIP_SPEED_UP			0	
604	604	8192	ICON_STONE_002_000	5.0				ADD_SPEED_RUN(-90)				0	
605	605	8192		1.5				ADD_DODGE(50)				0	
1000	19	0		40.0								3	_F_READY_000;_F_SENTRY_000\n_F_SENTRY_000;_F_SENTRY_000
1001	3	0		0.0	OUTSCENE(293)			MISSILE(1001,2)				0	
1002	3	0		0.0	OUTSCENE(294)			POPBAR(Main_Panel_Hotkey_Combo1);POPSKILL(1003)				0	
1003	71	0	IB044	3.0	OUTSCENE(293)	BUFF_I(1003,0,3)	MISSILE(1003,1)					0	
1004	72	0	IB036	3.0	OUTSCENE(293)			ADD_DODGE(2.5);ADD_ANTI_STUN(2.5)	L_BUBBLE-1			0	
1005	3	0		3.0				IRONFOOT(0)				0	
1006	3	0		7.0				IRONFOOT(0)				0	
1011	3	0		0.0		SKILL(101)	ADD_STUN(0.2)					0	
1012	3	0		0.0		SKILL(101)	ADD_STUN(0.2)					0	
1020	3	0		0.0		SKILL(102)	ADD_STUN(0.2)					0	
1021	3	0		0.0		SKILL(102)	ADD_PENETRATE_PHYSICS(0.6)					0	
1022	10	8	IS1601	6.099999904632568				MISSILE(1022,2)	S_L_FIRE			0	
1023	35	32	IS181	4.099999904632568				MISSILE(1023,1)				0	
1030	3	0		0.0		BUFF_I(1039,0,1)	ADD_DODGE(0.15)					0	
1031	3	0		0.0		BUFF_I(1039,0,1)	ADD_SPEED_RUN(0.2)					0	
1032	3	0		0.0		BUFF_I(1039,0,1)	ADD_ANTI_STUN(0.4);ADD_ANTI_CURSE(0.4)					0	
1039	13	2		2.4000000953674316								0	
1040	9	4096	IB019	30.0				ADD_DAMMIPHYSICS(1);ADD_DAMMIMAGIC(1);MISSILE(104,6);COUNTERMISSILE(2047,0,1040)	PS_L_ZEAL			0	
1041	9	4096	IB019	30.0				ADD_DAMMIPHYSICS(1.5);ADD_DAMMIMAGIC(1.5);MISSILE(104,6);COUNTERMISSILE(2047,0,1040)	PS_L_ZEAL			0	
1042	9	4096	IB019	30.0				ADD_DAMMIPHYSICS(2);ADD_DAMMIMAGIC(2);MISSILE(104,6);COUNTERMISSILE(2047,0,1040)	PS_L_ZEAL			0	
1051	3	0		0.0		BUFF_I(298,0,3);BEHAVIOR(1050)	ADD_MULTIPLY_POWERDAM(0.75)					0	
1052	3	0		0.0		BUFF_I(298,0,4);BEHAVIOR(1050)	ADD_MULTIPLY_POWERDAM(1)					0	
1053	3	0		0.0		BUFF_I(298,0,5);BEHAVIOR(1050)	ADD_MULTIPLY_POWERDAM(1.5)					0	
1060	3	0		0.0		SKILL(106)	ADD_STUN(0.2)					0	
1079	11	128	IB002	2.0				ADD_SPEED_RUN(-2)	S_L_KNOCKDOWN			0	
1201	3	0		0.0		BEHAVIOR(1200)	ADD_POWERHIT(0.25)					0	
1202	3	0		0.0		BEHAVIOR(1202)	ADD_DAMMIPHYSICS(0.5)					0	
1203	10	8	IB037	8.100000381469727		0		MISSILE(1022,2)	S_L_FIRE			0	
1204	3	0		0.0		BEHAVIOR(1200)	ADD_POWERHIT(0.25)					0	
1205	3	0		0.0		BEHAVIOR(1203)	ADD_CURSE(0.25)					0	
1211	3	0		0.0		SKILL(121)	ADD_STUN(0.25)					0	
1212	3	0		0.0		SKILL(121)	ADD_PENETRATE_PHYSICS(0.85)					0	
1219	0	0		0.0								0	
1221	3	0		0.0		SKILL(122)	ADD_STUN(0.25)					0	
1222	3	0		0.0		BEHAVIOR(1220)	ADD_STUN(0.4)					0	
1240	3	0		0.0		SKILL(124)	ADD_POWERHIT(0.3)					0	
1241	3	0		0.0		SKILL(124)	ADD_BYPASS(0.2)					0	
1400	3	0		0.0		BUFF_I(140,0,1)	ADD_ANTI_STUN(0.3);ADD_ANTI_CURSE(0.3)					0	
1401	3	0		0.0		BUFF_I(140,0,1)	ADD_ABSORB_POWERDAM(0.5)					0	
1402	3	0		0.0		BUFF_I(140,0,1)	ADD_AC_MAGIC(1)					0	
1403	3	0		0.0		BUFF_I(140,0,1)	ADD_SPEED_RUN(0.05)					0	
1404	3	0		0.0		BUFF_I(298,0,1)	ADD_BLOCKRATE(0.08)					0	
1405	3	0		0.0		BUFF_I(298,0,2)	ADD_BLOCKRATE(0.08)					0	
1406	3	0		0.0		BUFF_I(298,0,3)	ADD_BLOCKRATE(0.08)					0	
1407	3	0		0.0		BUFF_I(298,0,4)	ADD_BLOCKRATE(0.08)					0	
1408	3	0		0.0		BUFF_I(298,0,5)	ADD_BLOCKRATE(0.08)					0	
1412	3	16		0.0		BEHAVIOR(141)\nBEHAVIOR(1410)\nBEHAVIOR(1411)\nBEHAVIOR(1415)	ADD_DAMMIPHYSICS(1)\nADD_DAMMIPHYSICS(1)\nADD_DAMMIPHYSICS(1)\nADD_DAMMIPHYSICS(1)					0	
1418	15	2	SKILL_141	2.5								0	
1419	15	2	SKILL_141	2.5								0	
1420	26	0	IS142	15.0				ADD_AC_PHYSICS(-0.7)				0	
1421	3	0		0.0		SKILL(142)	ADD_STUN(0.2)					0	
1424	3	0		0.0		BEHAVIOR(1422)	ADD_POWERHIT(0.5)					0	
1425	28	8192		9.0								0	
1430	11	128	IB040	5.0				ADD_SPEED_RUN(-0.55)				0	
1440	3	0		0.0		BUFF_I(144,0,1)	ADD_ANTI_STUN(0.5);ADD_ANTI_CURSE(0.5)					0	
1441	15	2	IS1440	60.0				ADD_ANTI_STUN(0.25);ADD_ANTI_CURSE(0.25)				0	
1442	15	2	IS1440	60.0				ADD_ANTI_STUN(0.25);ADD_ANTI_CURSE(0.25);MISSILE(298,6)				0	
1443	3	2		0.0		BUFF_I(144,0,1)	ADD_ABSORB_MAGIC(0.8)					0	
1470	3	0		2.0								2	_F_SENTRY_000;_F_ATTACK_037\n_F_READY_000;_F_ATTACK_037
1600	10	256	IS1601	9.0				ADD_ANTI_CURSE(-0.5)	S_L_FIRE			0	
1601	3	0		0.0		BEHAVIOR(1600)	ADD_POWERHIT(0.3)					0	
1602	3	0		0.0		BEHAVIOR(1600);BUFF_ENEMY(0,32,1)	ADD_MULTIPLY_POWERDAM(0.5)					0	
1609	3	0		3.0					PS_C_FIRE			0	
1610	10	256	IS1601	12.0				MISSILE(161,3)	S_L_FIRE_L			0	
1612	12	16	IS1610	9.0				ADD_ANTI_CURSE(-0.5)	S_L_FIRE			0	
1614	10	8	IS162	9.0					S_L_FIRE_L			0	
1620	8	256	IS1621	61.0		BUFF_I(0,1024,1)	ADD_RECOVER_STAMINA(1)	MISSILE(1629,3)	PS_L_FIREARMOR			0	
1621	3	0		0.0				ADD_PENETRATE_MAGIC(0.66)				0	
1628	44	0	IS1621	61.0				MISSILE(1869,30)				0	
1629	8	256	IS1621	61.0				MISSILE(1629,3)	PS_L_FIREARMOR			0	
1630	3	0		0.0		SKILL(163)	ADD_CURSE(0.3)					0	
1632	3	0		0.0		SKILL(163)	ADD_DAMPLUS_MAGIC(1.1)					0	
1640	3	0		0.0		SKILL(164)	ADD_POWERHIT(0.18)					0	
1661	3	0		0.0		BUFF_I(0,1024,1);BEHAVIOR(1660)	ADD_CURSE(0.33)					0	
1800	11	32	IS1810	6.0				ADD_ANTI_STUN(-0.25)				0	
1801	3	0		0.0		BUFF_ENEMY(0,8,1);BEHAVIOR(1800)	ADD_MULTIPLY_POWERDAM(0.75)					0	
1802	3	0		0.0		SKILL(180)	ADD_POWERHIT(0.06)					0	
1803	3	0		0.0		SKILL(180)	ADD_POWERHIT(0.06)					0	
1804	3	0		0.0		SKILL(180)	ADD_POWERHIT(0.06)					0	
1805	3	0		0.0		SKILL(180)	ADD_POWERHIT(0.06)					0	
1806	3	0		0.0		SKILL(180)	ADD_POWERHIT(0.06)					0	
1813	3	0		0.0		SKILL(181)	ADD_CURSE(0.33)					0	
1820	8	1024	IS182	120.0				ADD_AC_PHYSICS(1.45);ADD_AC_MAGIC(1.45);MISSILE(1821,3)	PS_L_STASTIC			0	
1821	8	1024	IS182	60.0				MISSILE(182,3)	PS_L_STASTIC			0	
1822	3	0		0.0		BEHAVIOR(1820)\nBEHAVIOR(1821)	ADD_DAMMIMAGIC(0.9)\nADD_DAMMIMAGIC(0.9)					0	
1830	3	0		0.0		SKILL(183)	ADD_CURSE(0.25)					0	
1832	10	8	IS1601	8.100000381469727				MISSILE(1022,2)	S_L_FIRE			0	
1840	3	0		0.0		SKILL(184)	ADD_CURSE(0.25)					0	
1847	3	8		15.0					S_L_FIRE_L			0	
1860	42	256	IB007	31.0				MISSILE(1860,3)				0	
1861	43	0	IB007	31.0				MISSILE(1869,30)				0	
1869	42	256	IB007	31.0				MISSILE(186,3)				0	
1870	11	32	IS180	4.0				ADD_SPEED_RUN(-0.3)	S_L_ICEDOT			0	
2950	18	0	IB049	7.900000095367432				POPBAR(Main_Panel_Hotkey_Combo1);POPSKILL(2952)				0	
2951	18	0	IB049	7.900000095367432								0	
2952	2	0		1.0				KNOCKDOWN(2951)				0	
2953	2	0		7.900000095367432				IRONFOOT(0)				0	
2955	18	0	IB050	5.300000190734863				POPBAR(Main_Panel_Hotkey_Combo1);POPSKILL(2956)				0	
2956	18	0	IB050	5.300000190734863								0	
2958	2	0		0.0				KNOCKDOWN(2958)				0	
2959	2	4		1.0				KNOCKDOWN(2956)				1	
2960	18	0	IST000	5.0				POPBAR(Main_Panel_Hotkey_Combo1);POPSKILL(2961)				0	
2961	31	4	IST000	240.0				ADD_RECOVER_STAMINA(0.1);ADD_STAMINAMAX(0.05)				0	
2962	31	4	IB008	240.0				ADD_RECOVER_STAMINA(0.1);ADD_STAMINAMAX(0.05)				0	
2965	29	4	IST002	240.0				ADD_HPMAX(0.5);ADD_ANTI_STUN(0.05);ADD_ANTI_CURSE(0.05)				0	
2966	27	0		3.0				POPBAR(Main_Panel_Hotkey_Combo1);POPSKILL(2966)				0	
2968	31	4	IST001	240.0				ADD_DAMMIPHYSICS(0.3);ADD_DAMMIMAGIC(0.3)				0	
2969	27	4		3.0				POPBAR(Main_Panel_Hotkey_Combo1);POPSKILL(2969)				0	
2971	18	0	IST005	3.0				POPBAR(Main_Panel_Hotkey_Combo1);POPSKILL(2972)				0	
2972	73	0	IST005	5.0								0	
2975	18	0	IST004	7.0				POPBAR(Main_Panel_Hotkey_Combo1);POPSKILL(2976)				0	
2976	19	0		6.0								0	
2983	2	0		0.0				KNOCKDOWN(2983)				1	
3000	4	0		0.0				POPBAR(Main_Panel_Hotkey_Vehicle);RESKILL(8021);RESKILL(8022)				0	
3001	2	1		3.0				MISSILE(8074,1)	MAP_L_STUNLIGHT			0	
3002	3002	1		0.0				KNOCKDOWN(3008)				0	
3003	3000	4096	IB010	60.0				ADD_DAMMIPHYSICS(1)\nADD_DAMMIMAGIC(1)	S_L_ATTACK			0	
3004	3000	4096	IB009	60.0				ADD_AC_PHYSICS(1)\nADD_AC_MAGIC(1)	S_L_DEFENCE			0	
3005	3001	128	IB043	60.0				ADD_AC_PHYSICS(-1)\nADD_AC_MAGIC(-1)	S_L_DEF_DOWN			0	
3006	3000	4096	IB028	60.0				ADD_AC_PHYSICS(1)\nADD_AC_MAGIC(1)\nADD_RECOVER_HP(1)	S_L_DEFENCE			0	
3007	3002	1		0.0				KNOCKDOWN(3008)				0	
3008	3000	256	IB026	60.0				ADD_DAMMIMAGIC(0.5)	S_L_FIRECLAW			0	
3009	3009	64	IB039	30.0				ADD_AC_MAGIC(-1)\nADD_AC_PHYSICS(-1)	S_L_SEED_ACID			0	
3010	3001	128	IB040	30.0				MISSILE(3047,6)	PS_L_BLOODING			0	
3011	4	2		14.0				ADD_AC_PHYSICS(2)\nADD_AC_MAGIC(2)\nADD_ANTI_STUN(10)				0	
3012	4	2		8.0				ADD_RECOVER_HP(0.5)	Test			0	
3013	3000	4096	IB009	64.0				ADD_AC_PHYSICS(1)\nADD_AC_MAGIC(1)	S_L_DEFENCE			0	
3014	3000	4096	IB009	64.0				ADD_AC_PHYSICS(1.5)\nADD_AC_MAGIC(1.5)	S_L_DEFENCE			0	
3015	3015	64	IB039	15.0				MISSILE(3069,3)	S_L_POISONED			0	
3016	3015	64	IB039	15.0				MISSILE(3070,3)	S_L_POISONED			0	
3017	3015	64	IB039	15.0				MISSILE(3071,3)	S_L_POISONED			0	
3018	3018	8	IB037	15.0				MISSILE(3072,3)	S_L_FIRE			0	
3019	3018	8	IB037	15.0				MISSILE(3073,3)	S_L_FIRE			0	
3020	3018	8	IB037	15.0				MISSILE(3074,3)	s_L_FIRE_L			0	
3021	3021	16	IB038	15.0				MISSILE(3075,3)\nADD_SPEED_RUN(-0.2)	S_L_ICEDOT			0	
3022	3021	16	IB038	15.0				MISSILE(3076,3)\nADD_SPEED_RUN(-0.2)	S_L_ICEDOT			0	
3023	3021	16	IB038	15.0				MISSILE(3077,3)\nADD_SPEED_RUN(-0.2)	S_L_ICEDOT			0	
3024	0	0		0.0								0	
3025	3025	128	IB002	15.0				ADD_SPEED_RUN(-0.5)	S_L_SNARED			0	
3026	3025	128	IB002	10.0				ADD_SPEED_RUN(-0.5)	S_L_SNARED			0	
3027	3025	128	IB002	5.0				ADD_SPEED_RUN(-0.5)	S_L_SNARED			0	
3028	3002	1		5.0				KNOCKDOWN(3008)				0	
3029	3002	1		5.0				KNOCKDOWN(3008)				0	
3030	3002	1		5.0				KNOCKDOWN(3008)				0	
3031	3031	128	IB005	60.0				ADD_SPEED_RUN(-0.5)\nADD_STRENGH(-0.15)\nADD_CONSITUTION(-0.15)\nADD_AGILITY(-0.15)	S_L_DEF_DOWN			0	
3032	3001	128	IS201	30.0				ADD_SPEED_RUN(-0.5)\nMISSILE(3069,3)	S_L_SNARED			0	
3033	3001	2	IS202	20.0				RESKILL(0)\nADD_ANTI_STUN(10)\nADD_SPEED_RUN(-2)	L_BUBBLE-2			0	
3034	3002	2		0.0				KNOCKDOWN(3631)				0	
3035	4	0		1.0								0	
3036	4	0		1.0								0	
3037	4	0		1.0								0	
3038	2	2		0.0				ADD_HPMAX(-12)				0	
3039	2	2		0.0				ADD_HPMAX(-12)				0	
3040	4	0		1.0								0	
3041	4	0		1.0								0	
3042	3042	4	IB015	20.0					S_L_DEATH_RUNE			0	
3043	3043	16	IS182	3.0				ADD_SPEED_RUN(-0.4)	S_L_ICEDOT			0	
3044	3044	128	IB002	15.0				ADD_SPEED_RUN(-0.3)	S_L_SNARED			0	
3045	3044	128	IB002	10.0				ADD_SPEED_RUN(-0.3)	S_L_SNARED			0	
3046	3044	128	IB002	5.0				ADD_SPEED_RUN(-0.3)	S_L_SNARED			0	
3047	3047	128	IB002	15.0				ADD_SPEED_RUN(-0.7)	S_L_SNARED			0	
3048	3047	128	IB002	10.0				ADD_SPEED_RUN(-0.7)	S_L_SNARED			0	
3049	3047	128	IB002	5.0				ADD_SPEED_RUN(-0.7)	S_L_SNARED			0	
3050	4	128		1.0				ADD_POWERHIT(2)				0	
3051	4	128		1.0				ADD_OVERHIT(2)				0	
3052	4	128		1.0				MISSILE(3672,0.1)				0	
3053	3053	64	IS2010	11.0				MISSILE(3695,10)	S_L_M034_ATK_3_GHOST			0	
3054	4	2		0.0					L_ENERGY_CHARGE_LEFT			0	
3055	4	2		0.0					L_ENERGY_CHARGE_RIGHT			0	
3056	4	4		0.0				ADD_SPEED_RUN(0.7)				0	
3057	8500	0		0.0				FACTION(4)				0	
3058	4	4		0.0				FACTION(14)				0	
3059	4	0		0.0				POPBAR(Main_Panel_Hotkey_Vehicle);RESKILL(8028);RESKILL(8029);RESKILL(8030)				0	
3060	4	0		0.0				POPBAR(Main_Panel_Hotkey_Vehicle);RESKILL(8031);RESKILL(8032);RESKILL(8033)				0	
3061	4	0		300.0				MISSILE(4991,5)	L_M035_CHARGE			0	
3062	3062	0		3.0					SEL_ATT1BOSS			0	
3063	4	0		3.0				MISSILE(8101,2)				0	_C_KNOCKED_000;_F_SENTRY_000\n_C_KNOCKED_001;_F_SENTRY_000\n_F_KNOCKED_000;_F_SENTRY_000\n_F_KNOCKED_001;_F_SENTRY_000
3064	4	0		0.0				POPBAR(Main_Panel_Hotkey_Vehicle);RESKILL(8047);RESKILL(8048);ADD_SPEED_RUN(-0.3)				0	
3065	4	0		0.0				POPBAR(Main_Panel_Hotkey_Vehicle);RESKILL(8047);RESKILL(8048);ADD_SPEED_RUN(-0.3)				0	
3066	4	0		0.0				KNOCKDOWN(3151)				0	
3067	4	0		0.0				ADD_ANTI_STUN(10)				0	
3068	4	0		0.0		HP_I<(0.5)	MISSILE(8771,3)					0	
3069	4	0		0.0				MISSILE(8772,120)				0	
3070	4	0		0.0				ADD_HPMAX(2.4);ADD_DAMMIPHYSICS(-0.4)				0	
3071	4	0		3600.0								0	
3072	4	0		0.0				ADD_DODGE(5);ADD_SPEED_RUN(-5)				0	_F_SENTRY_000;_F_READY_000
3073	4	0		3600.0								0	
3074	4	0		0.0				FACTION(104)				0	
3075	4	8192		0.0				KNOCKDOWN(3157)				0	_F_SENTRY_000;_F_FALLING_000\n_F_READY_000;_F_FALLING_000
3076	3076	8192		0.0	LOGOFF(0)			DISABLE(0)				0	_F_FORWARD_000;_F_CLIMBING_000\n_F_WALK_000;_F_CLIMBING_000\n_F_STRAFERIGHT_000;_F_CLIMBING_000\n_F_STRAFERIGHT_002;_F_CLIMBING_000\n_F_STRAFELEFT_000;_F_CLIMBING_000\n_F_STRAFELEFT_002;_F_CLIMBING_000\n_F_READY_000;_F_STRUGGLE_000\n_F_SENTRY_000;_F_STRUGGLE_000
3077	3077	8192		390.0								0	
3078	4	0		0.0				KNOCKDOWN(3687)				0	
3079	4	0		30.0								1	_F_ATTACK_001;_F_ATTACK_007\n_F_ATTACK_003;_F_ATTACK_008\n_F_SENTRY_000;_F_SENTRY_001\n_F_WALK_000;_F_WALK_001\n_F_FORWARD_000;_F_FORWARD_001
3080	4	8192		1.0				ADD_DODGE(10)				1	
3081	3044	16	IS1831	10.0				ADD_SPEED_RUN(-0.3)	S_L_ICEDOT			0	
3082	4	8192		0.0				ADD_DODGE(10)				0	
3083	3083	8192		30.0				ADD_DODGE(10);ADD_SPEED_RUN(-0.6);MISSILE(20019,1)				2	_F_WALK_000;_F_SENTRY_001\n_F_FORWARD_000;_F_SENTRY_001\n_F_SENTRY_000;_F_SENTRY_001\n_F_READY_000;_F_SENTRY_001
3084	3084	8192		30.0				HITMISSILE(1,3,20020)	L_DEATH_CURSE			2	
3085	4	8192		0.0				KNOCKDOWN(20007)				2	
3086	4	8192		30.0				FACTION(6)	PS_L_SACRIFICE			2	
3087	3087	8192		2.0				MISSILE(20039,0.2)				2	
3088	3087	8192		2.0				MISSILE(20041,0.2)				2	
3089	3089	8192		15.0				MISSILE(20044,14);ADD_SPEED_RUN(0.6)				2	
3090	3090	2		15.0				ADD_DODGE(2)	S_L_M102_DIGGING			2	_F_WALK_000;_F_FORWARD_001\n_F_FORWARD_000;_F_FORWARD_001\n_F_SENTRY_000;_F_FORWARD_001\n_F_READY_000;_F_FORWARD_001
3091	3091	8	IB037	16.0				MISSILE(20096,1)	S_L_FIRE			2	
3092	3092	8	IB047	30.0				ADD_MUL_DAMAGE(0.10)				2	
3093	3009	16	IB038	9.0				ADD_AC_MAGIC(-1.5)				0	
3094	552	512	IS164	15.0				ADD_AC_PHYSICS(1.5);ADD_AC_MAGIC(1.5);ADD_RECOVER_HP(1.25)				0	
4980	4	2		10.0								0	
4981	4	2		20.0								0	
4982	4	2		30.0								0	
4983	4	2		60.0								0	
4984	4	2		90.0								0	
4985	4	2		10.0								0	
4986	4	2		20.0								0	
4987	4	2		30.0								0	
4988	4	2		60.0								0	
4989	4	2		90.0								0	
4990	4	2		300.0								0	
4992	4	2		10.0								0	
4993	4	2		20.0								0	
4994	4	2		30.0								0	
4995	4	2		60.0								0	
4996	4	2		90.0								0	
5001	999	0		0.0				ADD_DAMMIPHYSICS(0.2)\nADD_DAMPLUS_PHYSICS(0.2)				0	
5002	999	0		0.0				ADD_DAMMIPHYSICS(0.3)\nADD_DAMPLUS_PHYSICS(0.3)				0	
5003	999	0		0.0				ADD_DAMMIPHYSICS(0.42)\nADD_DAMPLUS_PHYSICS(0.42)				0	
5004	999	0		0.0				ADD_DAMMIPHYSICS(0.65)\nADD_DAMPLUS_PHYSICS(0.65)				0	
5005	999	0		0.0				ADD_DAMMIPHYSICS(0.8)\nADD_DAMPLUS_PHYSICS(0.8)				0	
5006	999	0		0.0				ADD_DAMMIPHYSICS(0.3)\nADD_DAMPLUS_PHYSICS(0.3)				0	
5007	999	0		0.0				ADD_DAMMIPHYSICS(0.45)\nADD_DAMPLUS_PHYSICS(0.45)				0	
5008	999	0		0.0				ADD_DAMMIPHYSICS(0.68)\nADD_DAMPLUS_PHYSICS(0.68)				0	
5009	999	0		0.0				ADD_DAMMIPHYSICS(0.92)\nADD_DAMPLUS_PHYSICS(0.92)				0	
5010	999	0		0.0				ADD_DAMMIPHYSICS(1.09)\nADD_DAMPLUS_PHYSICS(1.09)				0	
5011	999	0		0.0				ADD_AC_PHYSICS(0.8)\nADD_AC_MAGIC(0.8)\nADD_ABSORB_SHIELD(0.4)				0	
5012	999	0		0.0				ADD_AC_PHYSICS(1.08)\nADD_AC_MAGIC(1.08)\nADD_ABSORB_SHIELD(0.54)				0	
5013	999	0		0.0				ADD_AC_PHYSICS(1.47)\nADD_AC_MAGIC(1.47)\nADD_ABSORB_SHIELD(0.74)				0	
5014	999	0		0.0				ADD_AC_PHYSICS(1.91)\nADD_AC_MAGIC(1.91)\nADD_ABSORB_SHIELD(1.01)				0	
5015	999	0		0.0				ADD_AC_PHYSICS(2.4)\nADD_AC_MAGIC(2.4)\nADD_ABSORB_SHIELD(1.37)				0	
5016	999	0		0.0				ADD_DAMMIMAGIC(0.31)\nADD_DAMPLUS_MAGIC(0.31)				0	
5017	999	0		0.0				ADD_DAMMIMAGIC(0.46)\nADD_DAMPLUS_MAGIC(0.46)				0	
5018	999	0		0.0				ADD_DAMMIMAGIC(0.65)\nADD_DAMPLUS_MAGIC(0.65)				0	
5019	999	0		0.0				ADD_DAMMIMAGIC(0.96)\nADD_DAMPLUS_MAGIC(0.96)				0	
5020	999	0		0.0				ADD_DAMMIMAGIC(1.16)\nADD_DAMPLUS_MAGIC(1.16)				0	
