# FACTPACK-L2-CLASSCENSUS-001 -- declared class names in the Pirate Force client image
# derived ONLY from pf_bridge/factpack_L1/strings_ascii.tsv (sha256 ddad39f182544feaa56af2b451c0acf96cc028ad27224588779bd5d2a8051b94)
# NONCLAIM: every row is a literal in a file.  Presence does NOT prove the class is constructed, registered, or ever hit the wire.
# wire_id is DERIVED from the name by the round-62 hash.  It is NOT read from any table in the image.
name	family	wire_id	wire_id_dec	rtti_va	rtti_file_offset	literal_kind	literal_va	in_names_table	in_round86_census	in_round38_tsv	id_collision_with_table_name	rtti_descriptor	literal_run_text
CActorMoveClient	scene_world_move	0x36BE	14014	0x0101A718	0x00C17F18	none	-	False	False	False	-	.?AVCActorMoveClient@@	-
CActorMoveTracePath	scene_world_move	0x4AC7	19143	0x01025670	0x00C22E70	none	-	False	False	False	-	.?AVCActorMoveTracePath@@	-
CActorTask	task_quest	0x1622	5666	0x0101CB74	0x00C1A374	none	-	False	False	False	-	.?AVCActorTask@@	-
CActorTask_ActorAutoMoveToQuestNPC	task_quest	0xE4C1	58561	0x0101D194	0x00C1A994	none	-	False	False	False	-	.?AVCActorTask_ActorAutoMoveToQuestNPC@@	-
CActorTask_ActorAutoMoveToStalledActor	task_quest	0x269D	9885	0x0101D21C	0x00C1AA1C	none	-	False	False	False	-	.?AVCActorTask_ActorAutoMoveToStalledActor@@	-
CActorTask_ActorAutoMoveToUseSkill	task_quest	0xEC8C	60556	0x0101D1C8	0x00C1A9C8	none	-	False	False	False	-	.?AVCActorTask_ActorAutoMoveToUseSkill@@	-
CActorTask_ActorMove	task_quest	0x53D4	21460	0x0101CE30	0x00C1A630	none	-	False	False	False	-	.?AVCActorTask_ActorMove@@	-
CActorTask_CreateActorPerform	task_quest	0xAEDD	44765	0x0101D0E0	0x00C1A8E0	none	-	False	False	False	-	.?AVCActorTask_CreateActorPerform@@	-
CActorTask_Dead	task_quest	0x2DB2	11698	0x0101CDEC	0x00C1A5EC	none	-	False	False	False	-	.?AVCActorTask_Dead@@	-
CActorTask_Dodge	task_quest	0x34DB	13531	0x0101D1FC	0x00C1A9FC	none	-	False	False	False	-	.?AVCActorTask_Dodge@@	-
CActorTask_DrawSwordEvent	task_quest	0x8327	33575	0x0101CD78	0x00C1A578	none	-	False	False	False	-	.?AVCActorTask_DrawSwordEvent@@	-
CActorTask_Driver	task_quest	0x3DBB	15803	0x0101CBAC	0x00C1A3AC	none	-	False	False	False	-	.?AVCActorTask_Driver@@	-
CActorTask_FirstAidEvent	task_quest	0x76AE	30382	0x0101D16C	0x00C1A96C	none	-	False	False	False	-	.?AVCActorTask_FirstAidEvent@@	-
CActorTask_Fly	task_quest	0x2999	10649	0x0101CF2C	0x00C1A72C	none	-	False	False	False	-	.?AVCActorTask_Fly@@	-
CActorTask_GatheringPerformance	task_quest	0xC83F	51263	0x0101D10C	0x00C1A90C	none	-	False	False	False	-	.?AVCActorTask_GatheringPerformance@@	-
CActorTask_Glide	task_quest	0x34F1	13553	0x0101CEE8	0x00C1A6E8	none	-	False	False	False	-	.?AVCActorTask_Glide@@	-
CActorTask_HitFXEvent	task_quest	0x595A	22874	0x0101D03C	0x00C1A83C	none	-	False	False	False	-	.?AVCActorTask_HitFXEvent@@	-
CActorTask_Idle	task_quest	0x2E8A	11914	0x0101CDCC	0x00C1A5CC	none	-	False	False	False	-	.?AVCActorTask_Idle@@	-
CActorTask_Jump	task_quest	0x3026	12326	0x0101CEA0	0x00C1A6A0	none	-	False	False	False	-	.?AVCActorTask_Jump@@	-
CActorTask_JumpEnd	task_quest	0x42CC	17100	0x0101CD30	0x00C1A530	none	-	False	False	False	-	.?AVCActorTask_JumpEnd@@	-
CActorTask_Knockdown	task_quest	0x55BF	21951	0x0101CD54	0x00C1A554	none	-	False	False	False	-	.?AVCActorTask_Knockdown@@	-
CActorTask_LearnSkill	task_quest	0x5BE4	23524	0x0101CF6C	0x00C1A76C	none	-	False	False	False	-	.?AVCActorTask_LearnSkill@@	-
CActorTask_MacroAction	task_quest	0x646E	25710	0x0101CBCC	0x00C1A3CC	none	-	False	False	False	-	.?AVCActorTask_MacroAction@@	-
CActorTask_MyActorMove	task_quest	0x64B5	25781	0x0101CE54	0x00C1A654	none	-	False	False	False	-	.?AVCActorTask_MyActorMove@@	-
CActorTask_MyFXEvent	task_quest	0x516E	20846	0x0101D018	0x00C1A818	none	-	False	False	False	-	.?AVCActorTask_MyFXEvent@@	-
CActorTask_NetGlide	task_quest	0x49C1	18881	0x0101CF08	0x00C1A708	none	-	False	False	False	-	.?AVCActorTask_NetGlide@@	-
CActorTask_PlayActionEvent	task_quest	0x8CA6	36006	0x0101CFC0	0x00C1A7C0	none	-	False	False	False	-	.?AVCActorTask_PlayActionEvent@@	-
CActorTask_PlayArcMoveEvent	task_quest	0x95B7	38327	0x0101CC1C	0x00C1A41C	none	-	False	False	False	-	.?AVCActorTask_PlayArcMoveEvent@@	-
CActorTask_PlayCreateMissileEvent	task_quest	0xE0FE	57598	0x0101CCC8	0x00C1A4C8	none	-	False	False	False	-	.?AVCActorTask_PlayCreateMissileEvent@@	-
CActorTask_PlayCreateMissileEvent_Script	task_quest	0x4A21	18977	0x0101CCF8	0x00C1A4F8	none	-	False	False	False	-	.?AVCActorTask_PlayCreateMissileEvent_Script@@	-
CActorTask_PlayFaceAngleEvent	task_quest	0xA9CA	43466	0x0101CC74	0x00C1A474	none	-	False	False	False	-	.?AVCActorTask_PlayFaceAngleEvent@@	-
CActorTask_PlayHitTimeEvent	task_quest	0x9610	38416	0x0101CFEC	0x00C1A7EC	none	-	False	False	False	-	.?AVCActorTask_PlayHitTimeEvent@@	-
CActorTask_PlayMoveEvent	task_quest	0x7854	30804	0x0101CBF4	0x00C1A3F4	none	-	False	False	False	-	.?AVCActorTask_PlayMoveEvent@@	-
CActorTask_PlayRunEdgeEvent	task_quest	0x9511	38161	0x0101CC48	0x00C1A448	none	-	False	False	False	-	.?AVCActorTask_PlayRunEdgeEvent@@	-
CActorTask_PlaySimpleActionEvent	task_quest	0xD3C2	54210	0x0101CF90	0x00C1A790	none	-	False	False	False	-	.?AVCActorTask_PlaySimpleActionEvent@@	-
CActorTask_PostProcessEvent	task_quest	0x9A26	39462	0x0101D08C	0x00C1A88C	none	-	False	False	False	-	.?AVCActorTask_PostProcessEvent@@	-
CActorTask_ReaperIdle	task_quest	0x5A37	23095	0x01021F74	0x00C1F774	none	-	False	False	False	-	.?AVCActorTask_ReaperIdle@@	-
CActorTask_SalvagingPerformance	task_quest	0xC836	51254	0x0101D13C	0x00C1A93C	none	-	False	False	False	-	.?AVCActorTask_SalvagingPerformance@@	-
CActorTask_SetActorStateEvent	task_quest	0xAE51	44625	0x0101CDA0	0x00C1A5A0	none	-	False	False	False	-	.?AVCActorTask_SetActorStateEvent@@	-
CActorTask_Stalled	task_quest	0x441E	17438	0x0101D254	0x00C1AA54	none	-	False	False	False	-	.?AVCActorTask_Stalled@@	-
CActorTask_StroageWeapon	task_quest	0x78F4	30964	0x0101D0B8	0x00C1A8B8	none	-	False	False	False	-	.?AVCActorTask_StroageWeapon@@	-
CActorTask_Stun	task_quest	0x30D7	12503	0x0101CF4C	0x00C1A74C	none	-	False	False	False	-	.?AVCActorTask_Stun@@	-
CActorTask_TracePath	task_quest	0x523A	21050	0x0101CE7C	0x00C1A67C	none	-	False	False	False	-	.?AVCActorTask_TracePath@@	-
CActorTask_TurnToPosEvent	task_quest	0x82C2	33474	0x0101CCA0	0x00C1A4A0	none	-	False	False	False	-	.?AVCActorTask_TurnToPosEvent@@	-
CActorTask_TurnToTargetEvent	task_quest	0xA37F	41855	0x0101D060	0x00C1A860	none	-	False	False	False	-	.?AVCActorTask_TurnToTargetEvent@@	-
CActorTask_UseBehavior	ai_behavior	0x6555	25941	0x0101CEC0	0x00C1A6C0	none	-	False	False	False	-	.?AVCActorTask_UseBehavior@@	-
CActorTask_WaitServer	task_quest	0x5DAB	23979	0x0101CE0C	0x00C1A60C	none	-	False	False	False	-	.?AVCActorTask_WaitServer@@	-
CAnyClass	other_unclassified	0x1214	4628	0x0101A4DC	0x00C17CDC	none	-	False	False	False	-	.?AVCAnyClass@@	-
CArenaGameDataVital	wire_vital	0x49A9	18857	0x0101E4EC	0x00C1BCEC	standalone	0x00F341B8	True	False	True	-	.?AVCArenaGameDataVital@@	CArenaGameDataVital
CArenaResultVital	wire_vital	0x3E56	15958	0x0101E510	0x00C1BD10	standalone	0x00F341CC	True	False	True	-	.?AVCArenaResultVital@@	CArenaResultVital
CArenaVital	wire_vital	0x1A3F	6719	0x0101E4D0	0x00C1BCD0	standalone	0x00F341AC	True	False	True	-	.?AVCArenaVital@@	CArenaVital
CAvatarNPC	actor_npc	0x1331	4913	0x0101B158	0x00C18958	none	-	False	False	False	-	.?AVCAvatarNPC@@	-
CBlockPointHelpVital	wire_vital	0x53F6	21494	0x0101D5A8	0x00C1ADA8	standalone	0x00F41048	True	False	True	-	.?AVCBlockPointHelpVital@@	CBlockPointHelpVital
CBoardcastVital	wire_vital	0x309E	12446	0x01020C7C	0x00C1E47C	standalone	0x00F37B58	True	False	True	-	.?AVCBoardcastVital@@	CBoardcastVital
CBuffAttr	attr_state_block	0x1210	4624	0x0101AE90	0x00C18690	standalone	0x00F36EC0	False	True	False	-	.?AVCBuffAttr@@	CBuffAttr
CBuffCanceler	combat_skill_buff	0x23FC	9212	0x0101A4C0	0x00C17CC0	none	-	False	False	False	-	.?AVCBuffCanceler@@	-
CBuffConditionData	combat_skill_buff	0x4386	17286	0x0101A510	0x00C17D10	none	-	False	False	False	-	.?AVCBuffConditionData@@	-
CBuffConditionState	combat_skill_buff	0x4D29	19753	0x01024548	0x00C21D48	standalone	0x00F0B580	False	True	False	-	.?AVCBuffConditionState@@	CBuffConditionState
CBuffVital	wire_vital	0x15E0	5600	0x0102452C	0x00C21D2C	standalone	0x00F0B574	False	False	True	-	.?AVCBuffVital@@	CBuffVital
CCameraControl	ui_widget	0x2B16	11030	0x010229A0	0x00C201A0	none	-	False	False	False	-	.?AVCCameraControl@@	-
CCameraControl_Animation	other_unclassified	0x79E5	31205	0x010229C4	0x00C201C4	none	-	False	False	False	-	.?AVCCameraControl_Animation@@	-
CCameraControl_AutoMove	scene_world_move	0x6F37	28471	0x01022A08	0x00C20208	none	-	False	False	False	-	.?AVCCameraControl_AutoMove@@	-
CCameraControl_FX	effect_fx_missile	0x3ADF	15071	0x01022A84	0x00C20284	none	-	False	False	False	-	.?AVCCameraControl_FX@@	-
CCameraControl_Flex	other_unclassified	0x4C35	19509	0x01022A60	0x00C20260	none	-	False	False	False	-	.?AVCCameraControl_Flex@@	-
CCameraControl_Glide	other_unclassified	0x52F5	21237	0x01022A30	0x00C20230	none	-	False	False	False	-	.?AVCCameraControl_Glide@@	-
CCameraControl_LoadScene	scene_world_move	0x75A7	30119	0x0101AA7C	0x00C1827C	none	-	False	False	False	-	.?AVCCameraControl_LoadScene@@	-
CCameraControl_Navigation	scene_world_move	0x849D	33949	0x01022AA8	0x00C202A8	none	-	False	False	False	-	.?AVCCameraControl_Navigation@@	-
CCameraControl_Nif	other_unclassified	0x43AC	17324	0x0101AA58	0x00C18258	none	-	False	False	False	-	.?AVCCameraControl_Nif@@	-
CCameraControl_Quest	task_quest	0x562F	22063	0x01022AD8	0x00C202D8	none	-	False	False	False	-	.?AVCCameraControl_Quest@@	-
CCameraControl_TracePath	scene_world_move	0x769A	30362	0x0101AA30	0x00C18230	none	-	False	False	False	-	.?AVCCameraControl_TracePath@@	-
CCooldownAttr	attr_state_block	0x25A5	9637	0x010214F4	0x00C1ECF4	standalone	0x00F3F0C8	False	True	False	-	.?AVCCooldownAttr@@	CCooldownAttr
CDynamicBlockData	data_blob	0x3AD2	15058	0x0102111C	0x00C1E91C	none	-	False	False	False	-	.?AVCDynamicBlockData@@	-
CDynamicBlockData_Animate	other_unclassified	0x7E5A	32346	0x0102113C	0x00C1E93C	none	-	False	False	False	-	.?AVCDynamicBlockData_Animate@@	-
CDynamicBlockData_Client	other_unclassified	0x74F6	29942	0x01021164	0x00C1E964	none	-	False	False	False	-	.?AVCDynamicBlockData_Client@@	-
CDynamicBlockManager	other_unclassified	0x5295	21141	0x01020124	0x00C1D924	none	-	False	False	False	-	.?AVCDynamicBlockManager@@	-
CDynamicGroundObject	other_unclassified	0x53E8	21480	0x0102557C	0x00C22D7C	none	-	False	False	False	-	.?AVCDynamicGroundObject@@	-
CDynamicTask_Animate	task_quest	0x52FD	21245	0x01022270	0x00C1FA70	none	-	False	False	False	-	.?AVCDynamicTask_Animate@@	-
CDynamicTask_Pos	task_quest	0x35EF	13807	0x01022294	0x00C1FA94	none	-	False	False	False	-	.?AVCDynamicTask_Pos@@	-
CFightMsgVital	wire_vital	0x29DC	10716	0x0101AD5C	0x00C1855C	standalone	0x00F48AE8	True	False	True	-	.?AVCFightMsgVital@@	CFightMsgVital
CFontProperty	persistence_record	0x26EB	9963	0x0102ABE4	0x00C283E4	none	-	False	False	False	-	.?AVCFontProperty@@	-
CFontSurface	other_unclassified	0x1F2A	7978	0x0101EB80	0x00C1C380	none	-	False	False	False	-	.?AVCFontSurface@@	-
CGCAchievementsModule	module_subsystem	0x5DD1	24017	0x0101DB40	0x00C1B340	standalone	0x00F1768C	False	True	False	-	.?AVCGCAchievementsModule@@	CGCAchievementsModule
CGCActorTask_Driver	task_quest	0x4BC0	19392	0x0101D2E0	0x00C1AAE0	none	-	False	False	False	-	.?AVCGCActorTask_Driver@@	-
CGCActorTask_MacroAction	task_quest	0x763B	30267	0x0101D278	0x00C1AA78	none	-	False	False	False	-	.?AVCGCActorTask_MacroAction@@	-
CGCBuffModule	module_subsystem	0x2388	9096	0x0101BAB8	0x00C192B8	standalone	0x00F0E728	False	True	False	-	.?AVCGCBuffModule@@	CGCBuffModule
CGCCooldownModule	module_subsystem	0x3DCD	15821	0x0101C8E0	0x00C1A0E0	standalone	0x00F3F148	False	True	False	-	.?AVCGCCooldownModule@@	CGCCooldownModule
CGCDriverModule	module_subsystem	0x2FF9	12281	0x0101D2C0	0x00C1AAC0	standalone	0x00F40A70	False	True	False	-	.?AVCGCDriverModule@@	CGCDriverModule
CGCGuildModule	module_subsystem	0x295E	10590	0x0101B1FC	0x00C189FC	standalone	0x00F2BDBC	False	True	False	-	.?AVCGCGuildModule@@	CGCGuildModule
CGCHitParadeModule	module_subsystem	0x42F8	17144	0x0101DC44	0x00C1B444	standalone	0x00F4367C	False	True	False	-	.?AVCGCHitParadeModule@@	CGCHitParadeModule
CGCPotionModule	module_subsystem	0x302D	12333	0x0101C900	0x00C1A100	standalone	0x00F2D178	False	True	False	-	.?AVCGCPotionModule@@	CGCPotionModule
CGCTracePathModule	module_subsystem	0x432A	17194	0x0101D5CC	0x00C1ADCC	pooled_tail	0x00F40FB0	False	True	False	-	.?AVCGCTracePathModule@@	@CGCTracePathModule
CGCVehicleModule	module_subsystem	0x35B1	13745	0x0101D2A0	0x00C1AAA0	standalone	0x00F40A5C	False	True	False	-	.?AVCGCVehicleModule@@	CGCVehicleModule
CGUICmdObj	other_unclassified	0x139B	5019	0x0101A974	0x00C18174	none	-	False	False	False	-	.?AVCGUICmdObj@@	-
CGenericObjectInterface	other_unclassified	0x6D85	28037	0x01025554	0x00C22D54	none	-	False	False	False	-	.?AVCGenericObjectInterface@@	-
CGuildEventBaseData	social_channel	0x48F6	18678	0x01026590	0x00C23D90	none	-	False	False	False	-	.?AVCGuildEventBaseData@@	-
CGuildStorageAttr	attr_state_block	0x3DD4	15828	0x0101B1DC	0x00C189DC	standalone	0x00F39164	False	True	False	-	.?AVCGuildStorageAttr@@	CGuildStorageAttr
CHitParadeActorDataVital	wire_vital	0x7593	30099	0x0101E3BC	0x00C1BBBC	standalone	0x00F0B6DC	False	False	True	-	.?AVCHitParadeActorDataVital@@	CHitParadeActorDataVital
CHitParadeAvatarReqVital_JP	combat_skill_buff	0x9005	36869	0x0101E478	0x00C1BC78	standalone	0x00F437AC	True	False	True	-	.?AVCHitParadeAvatarReqVital_JP@@	CHitParadeAvatarReqVital_JP
CHitParadeAvatarResVital_JP	combat_skill_buff	0x902B	36907	0x0101E4A4	0x00C1BCA4	standalone	0x00F437C8	True	False	True	-	.?AVCHitParadeAvatarResVital_JP@@	CHitParadeAvatarResVital_JP
CHitParadeReqVital	wire_vital	0x4373	17267	0x0101E3E4	0x00C1BBE4	standalone	0x00F43750	True	False	True	-	.?AVCHitParadeReqVital@@	CHitParadeReqVital
CHitParadeReqVital_JP	combat_skill_buff	0x56D8	22232	0x0101E408	0x00C1BC08	standalone	0x00F43764	True	False	True	-	.?AVCHitParadeReqVital_JP@@	CHitParadeReqVital_JP
CHitParadeResVital_JP	combat_skill_buff	0x56F2	22258	0x0101E42C	0x00C1BC2C	standalone	0x00F4377C	True	False	True	-	.?AVCHitParadeResVital_JP@@	CHitParadeResVital_JP
CHitParadeResetVital_JP	combat_skill_buff	0x6936	26934	0x0101E450	0x00C1BC50	standalone	0x00F43794	True	False	True	-	.?AVCHitParadeResetVital_JP@@	CHitParadeResetVital_JP
CHitParadeVital	wire_vital	0x2F74	12148	0x0101E39C	0x00C1BB9C	standalone	0x00F0B564	False	False	True	-	.?AVCHitParadeVital@@	CHitParadeVital
CHitResult	combat_skill_buff	0x16F7	5879	0x0101ADD8	0x00C185D8	standalone	0x00F0B5F8	False	True	False	-	.?AVCHitResult@@	CHitResult
CKnockdownVital	wire_vital	0x3123	12579	0x0101AE34	0x00C18634	standalone	0x00F48B38	True	False	True	-	.?AVCKnockdownVital@@	CKnockdownVital
CLearnSkillResultVital	wire_vital	0x673C	26428	0x01021F14	0x00C1F714	standalone	0x00F0B54C	False	False	True	-	.?AVCLearnSkillResultVital@@	CLearnSkillResultVital
CLearnSkillVital	wire_vital	0x36AA	13994	0x01021EF4	0x00C1F6F4	standalone	0x00F48F00	True	False	True	-	.?AVCLearnSkillVital@@	CLearnSkillVital
CLoadStream_FX	effect_fx_missile	0x2726	10022	0x01027218	0x00C24A18	none	-	False	False	False	-	.?AVCLoadStream_FX@@	-
CMacroActionFactory	other_unclassified	0x4DA1	19873	0x0101CB00	0x00C1A300	none	-	False	False	False	-	.?AVCMacroActionFactory@@	-
CMacroActionFactory_Client	other_unclassified	0x8D41	36161	0x0101CB24	0x00C1A324	none	-	False	False	False	-	.?AVCMacroActionFactory_Client@@	-
CMissileBase	effect_fx_missile	0x1E7E	7806	0x0101A5F0	0x00C17DF0	none	-	False	False	False	-	.?AVCMissileBase@@	-
CMissileHitEffect	effect_fx_missile	0x3C20	15392	0x0101A5D0	0x00C17DD0	none	-	False	False	False	-	.?AVCMissileHitEffect@@	-
CMissileHitResult	effect_fx_missile	0x3EE5	16101	0x0101ADF4	0x00C185F4	standalone	0x00F0B5E4	False	True	False	-	.?AVCMissileHitResult@@	CMissileHitResult
CMissile_Arc	effect_fx_missile	0x1E20	7712	0x0101A62C	0x00C17E2C	none	-	False	False	False	-	.?AVCMissile_Arc@@	-
CMissile_Area	effect_fx_missile	0x2325	8997	0x0101A6A4	0x00C17EA4	none	-	False	False	False	-	.?AVCMissile_Area@@	-
CMissile_Follow	effect_fx_missile	0x3124	12580	0x0101A684	0x00C17E84	none	-	False	False	False	-	.?AVCMissile_Follow@@	-
CMissile_Guide	effect_fx_missile	0x295F	10591	0x0101A648	0x00C17E48	none	-	False	False	False	-	.?AVCMissile_Guide@@	-
CMissile_Line	effect_fx_missile	0x23D0	9168	0x0101A668	0x00C17E68	none	-	False	False	False	-	.?AVCMissile_Line@@	-
CMissile_Route	effect_fx_missile	0x2AEB	10987	0x0101A60C	0x00C17E0C	none	-	False	False	False	-	.?AVCMissile_Route@@	-
CMissile_Target	effect_fx_missile	0x3064	12388	0x0101A6C0	0x00C17EC0	none	-	False	False	False	-	.?AVCMissile_Target@@	-
CMyActor	actor_npc	0x0E8C	3724	0x0101ABC0	0x00C183C0	none	-	False	False	False	-	.?AVCMyActor@@	-
CNSS_BoardcastToAllActorVtial	wire_vital	0xAB38	43832	0x0102544C	0x00C22C4C	standalone	0x00F0B6BC	False	True	False	-	.?AVCNSS_BoardcastToAllActorVtial@@	CNSS_BoardcastToAllActorVtial
CNSS_BoardcastToSpecifiedActorVtial	wire_vital	0xF9CB	63947	0x01025418	0x00C22C18	standalone	0x00F0B698	False	True	False	-	.?AVCNSS_BoardcastToSpecifiedActorVtial@@	CNSS_BoardcastToSpecifiedActorVtial
CNetActor	actor_npc	0x121B	4635	0x0101ABA8	0x00C183A8	none	-	False	False	False	-	.?AVCNetActor@@	-
CNetNPC	actor_npc	0x0919	2329	0x0101B140	0x00C18940	none	-	False	False	False	-	.?AVCNetNPC@@	-
COnLandVital	wire_vital	0x1EB4	7860	0x0101FEDC	0x00C1D6DC	standalone	0x00F30B74	True	False	True	-	.?AVCOnLandVital@@	COnLandVital
CPVPStateVital	wire_vital	0x2974	10612	0x0102456C	0x00C21D6C	standalone	0x00F3745C	True	False	True	-	.?AVCPVPStateVital@@	CPVPStateVital
CPostProcessModule	module_subsystem	0x45E5	17893	0x0101CB50	0x00C1A350	standalone	0x00F0F854	False	True	False	-	.?AVCPostProcessModule@@	CPostProcessModule
CPotionVital	wire_vital	0x1FCD	8141	0x010271D4	0x00C249D4	standalone	0x00F45398	True	False	True	-	.?AVCPotionVital@@	CPotionVital
CRevertSkillEventHandler	ui_event_handler	0x7876	30838	0x01025344	0x00C22B44	none	-	False	False	False	-	.?AVCRevertSkillEventHandler@@	-
CRevertSkilltVital	wire_vital	0x45F0	17904	0x01021F3C	0x00C1F73C	standalone	0x00F48F14	True	False	True	-	.?AVCRevertSkilltVital@@	CRevertSkilltVital
CSearchPartyEditEventHandler	ui_event_handler	0xA1F3	41459	0x01025B8C	0x00C2338C	none	-	False	False	False	-	.?AVCSearchPartyEditEventHandler@@	-
CSearchPartyEventHandler	ui_event_handler	0x7893	30867	0x01025B64	0x00C23364	none	-	False	False	False	-	.?AVCSearchPartyEventHandler@@	-
CSearchPartyVital	wire_vital	0x3E29	15913	0x01025BBC	0x00C233BC	standalone	0x00F35650	True	False	True	-	.?AVCSearchPartyVital@@	CSearchPartyVital
CShotMissileVital	wire_vital	0x3E0F	15887	0x0101AE14	0x00C18614	standalone	0x00F48B24	True	False	True	-	.?AVCShotMissileVital@@	CShotMissileVital
CSkillAttr	attr_state_block	0x1661	5729	0x0101B1C0	0x00C189C0	standalone	0x00F48BB8	False	True	False	-	.?AVCSkillAttr@@	CSkillAttr
CSkillModule	module_subsystem	0x1F7B	8059	0x0101E180	0x00C1B980	standalone	0x00F48E84	False	True	False	-	.?AVCSkillModule@@	CSkillModule
CStartCooldownVital	wire_vital	0x4DDA	19930	0x01026C34	0x00C24434	standalone	0x00F0B538	False	False	True	-	.?AVCStartCooldownVital@@	CStartCooldownVital
CState	other_unclassified	0x086B	2155	0x01022F68	0x00C20768	none	-	False	False	False	-	.?AVCState@@	-
CTaskBase	task_quest	0x1149	4425	0x0101A5B8	0x00C17DB8	none	-	False	False	False	-	.?AVCTaskBase@@	-
CTextFileDataVital	wire_vital	0x4302	17154	0x0102753C	0x00C24D3C	standalone	0x00F47940	True	False	True	-	.?AVCTextFileDataVital@@	CTextFileDataVital
CTimerMessageVital_GSGC	other_unclassified	0x6416	25622	0x01027514	0x00C24D14	standalone	0x00F47928	True	False	True	-	.?AVCTimerMessageVital_GSGC@@	CTimerMessageVital_GSGC
CTracePathReqVital	wire_vital	0x4391	17297	0x0101D584	0x00C1AD84	standalone	0x00F41034	True	False	True	-	.?AVCTracePathReqVital@@	CTracePathReqVital
CTracePathVital	wire_vital	0x2F92	12178	0x0101D564	0x00C1AD64	standalone	0x00F0B5D4	False	False	True	-	.?AVCTracePathVital@@	CTracePathVital
CVehicleAttr	attr_state_block	0x1F5E	8030	0x0101CB90	0x00C1A390	standalone	0x00F40ADC	False	True	False	-	.?AVCVehicleAttr@@	CVehicleAttr
CVehicleVital	wire_vital	0x245D	9309	0x01026CA0	0x00C244A0	standalone	0x00F40B10	True	False	True	-	.?AVCVehicleVital@@	CVehicleVital
CViewActor	actor_npc	0x1647	5703	0x0102167C	0x00C1EE7C	none	-	False	False	False	-	.?AVCViewActor@@	-
CWarpResult	scene_world_move	0x1BA4	7076	0x0101F87C	0x00C1D07C	standalone	0x00F30834	False	True	False	-	.?AVCWarpResult@@	CWarpResult
CWebGMModule	module_subsystem	0x1DE2	7650	0x0101E140	0x00C1B940	standalone	0x00F478A8	False	True	False	-	.?AVCWebGMModule@@	CWebGMModule
CWebGMVital_GSGC	other_unclassified	0x2DEF	11759	0x010274F4	0x00C24CF4	standalone	0x00F0B5C0	False	False	True	-	.?AVCWebGMVital_GSGC@@	CWebGMVital_GSGC
CarryableServiceTipInfo	other_unclassified	0x6DE4	28132	0x0101A440	0x00C17C40	none	-	False	False	False	-	.?AVCarryableServiceTipInfo@@	-
CarryableServiceVital	wire_vital	0x5D4B	23883	0x0101FDB0	0x00C1D5B0	standalone	0x00F30AC0	True	False	True	-	.?AVCarryableServiceVital@@	CarryableServiceVital
CastEquipmentModule_Client	module_subsystem	0x8DB0	36272	0x0101C920	0x00C1A120	standalone	0x00F3F034	False	True	False	-	.?AVCastEquipmentModule_Client@@	CastEquipmentModule_Client
CastEquipmentVitalReq	wire_vital	0x5DA0	23968	0x01024C84	0x00C22484	standalone	0x00F3F050	True	False	True	-	.?AVCastEquipmentVitalReq@@	CastEquipmentVitalReq
CastEquipmentVitalRes	wire_vital	0x5DCA	24010	0x01024CA8	0x00C224A8	standalone	0x00F3F068	True	False	True	-	.?AVCastEquipmentVitalRes@@	CastEquipmentVitalRes
ChangeCursorCommand	other_unclassified	0x4CAE	19630	0x0101A150	0x00C17950	none	-	False	False	False	-	.?AVChangeCursorCommand@@	-
ChangeEquipLevelModule_Client	module_subsystem	0xAD70	44400	0x0101DEA8	0x00C1B6A8	standalone	0x00F4646C	False	True	False	-	.?AVChangeEquipLevelModule_Client@@	ChangeEquipLevelModule_Client
ChangeEquipLevelVitalReq	wire_vital	0x776C	30572	0x01024D14	0x00C22514	standalone	0x00F4648C	True	False	True	-	.?AVChangeEquipLevelVitalReq@@	ChangeEquipLevelVitalReq
ChangeEquipLevelVitalRes	wire_vital	0x779C	30620	0x01024D3C	0x00C2253C	standalone	0x00F464A8	True	False	True	-	.?AVChangeEquipLevelVitalRes@@	ChangeEquipLevelVitalRes
ChangeFeatureModule_Client	module_subsystem	0x8C45	35909	0x0101E678	0x00C1BE78	standalone	0x00F4B15C	False	True	False	-	.?AVChangeFeatureModule_Client@@	ChangeFeatureModule_Client
